case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
1,L1100_C2,11,11,11,7765.674,267,11,1,19,5355.483585384298,6138.674079647155,3966.483585384298,2172.1904942628635,1335.0,237.0,55.0,0,0.7739633000164758
1,L1100I3,11,11,11,7949.777,292,11,1,22,5700.073721354744,6163.77671294291,4135.073721354744,2028.7029915881697,1460.0,271.0,55.0,0,0.6011762999987695
1,H8,11,11,11,8862.767,449,11,1,31,6825.749802523321,6129.767122168677,4276.749802523322,1853.0173196453566,2245.0,433.0,55.0,0,2.975571499991929
2,L1100_C2,12,12,12,8294.851,277,12,1,19,5345.0,6598.851160831489,3960.0,2638.8511608314943,1385.0,251.0,60.0,0,0.6410066999960691
2,L1100I3,12,12,12,9457.45,327,12,1,22,5778.073721354744,7449.449526890252,4135.073721354744,3314.3758055355083,1635.0,313.0,60.0,0,0.41783489999943413
2,H8,12,12,12,9709.811,454,12,1,31,6795.749802523321,6947.810963845944,4276.749802523322,2671.061161322622,2270.0,432.0,60.0,0,2.734645400021691
3,L1100_C2,12,12,12,7089.461,241,12,1,19,5308.481292543639,5591.460717835667,3960.481292543639,1630.9794252920265,1205.0,233.0,60.0,0,0.33223929998348467
3,L1100I3,12,12,12,7733.573,273,12,1,22,5658.073721354744,6045.573436130369,4135.073721354744,1910.4997147756242,1365.0,263.0,60.0,0,0.3716260999790393
3,H8,12,12,12,10239.352,422,12,1,31,6543.749802523322,7678.352095031579,4276.749802523322,3401.6022925082602,2110.0,391.0,60.0,0,2.9863261000136845
4,L1100_C2,12,12,12,8346.147,299,12,1,19,5417.0,6506.147093901088,3960.0,2546.147093901086,1495.0,285.0,60.0,0,0.37124629999743775
4,L1100I3,12,12,12,8684.749,323,12,1,22,5742.073721354744,6707.749466113834,4135.073721354744,2572.6757447590935,1615.0,302.0,60.0,0,0.40540089999558404
4,H8,12,12,12,9131.22,409,12,1,31,6577.879606731901,6642.219875739264,4317.879606731902,2324.3402690073626,2045.0,384.0,60.0,0,3.176890500006266
5,L1100_C2,15,15,15,8151.062,255,15,1,19,5243.0,6567.061867570529,3960.0,2607.061867570532,1275.0,234.0,75.0,0,1.0194239999982528
5,L1100I3,15,15,15,9735.923,308,15,1,22,5550.073721354744,7848.923394292739,4135.073721354744,3713.849672937997,1540.0,272.0,75.0,0,0.8122779999976046
5,H8,15,15,15,9198.718,391,15,1,31,6417.749802523322,6799.718399945166,4276.749802523322,2522.9685974218505,1955.0,369.0,75.0,0,4.283524299971759
6,L1100_C2,13,13,13,7866.574,246,13,1,19,5273.0,6341.574425250246,3960.0,2381.5744252502477,1230.0,230.0,65.0,0,0.7635354000085499
6,L1100I3,13,13,13,7940.444,276,13,1,22,5676.073721354744,6228.443907520554,4135.073721354744,2093.3701861658133,1380.0,267.0,65.0,0,0.3820185999793466
6,H8,13,13,13,8586.945,350,13,1,31,6243.749802523321,6431.944515730328,4276.749802523322,2155.1947132070063,1750.0,340.0,65.0,0,4.033988200011663
7,L1100_C2,15,15,15,8391.734,289,15,1,19,5255.0,6593.7342016062785,3960.0,2633.7342016062767,1445.0,278.0,75.0,0,0.6699406999978237
7,L1100I3,15,15,15,8303.987,235,15,1,22,5364.073721354744,6834.986907719181,4135.073721354744,2699.913186364437,1175.0,219.0,75.0,0,0.4561716000025626
7,H8,15,15,15,9630.945,381,15,1,31,6338.766617872502,7293.944758426879,4276.766617872503,3017.1781405543784,1905.0,357.0,75.0,0,5.439069100015331
8,L1100_C2,14,14,14,7637.032,247,14,1,19,5302.07249146065,6100.032159824667,3960.07249146065,2139.9596683640193,1235.0,232.0,70.0,0,0.8161812000034843
8,L1100I3,14,14,14,8609.269,264,14,1,22,5574.073721354744,6968.268647447482,4135.073721354744,2833.1949260927336,1320.0,251.0,70.0,0,0.7260843000258319
8,H8,14,14,14,9038.212,351,14,1,31,6231.749802523321,6875.212444243328,4276.749802523322,2598.4626417200056,1755.0,338.0,70.0,0,1.0001416000013705
