case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
1,Base,15,15,15,9590.426,345,15,1,27,5922.8719793931805,7469.426254495868,4081.871979393182,3387.5542751026874,1725.0,321.0,75.0,0,0.7841052000003401
1,Extra450,15,15,15,8985.77,327,15,1,27,5922.8719793931805,6954.7701871293075,4081.871979393182,2872.8982077361225,1635.0,321.0,75.0,0,0.5271104999992531
1,Extra700,15,15,15,9037.32,327,15,1,27,5922.8719793931805,7006.3198600919195,4081.871979393182,2924.4478806987336,1635.0,321.0,75.0,0,0.5499014999950305
2,Base,16,16,16,8512.791,295,16,1,27,4265.810490091315,6681.790658211585,2826.8104900913154,3854.9801681202684,1475.0,276.0,80.0,0,0.6011035999981686
2,Extra450,16,16,16,8545.376,300,16,1,27,4265.810490091315,6689.375854010229,2826.8104900913154,3862.5653639189127,1500.0,276.0,80.0,0,0.6953669999784324
2,Extra700,16,16,16,8977.497,307,16,1,27,4265.810490091315,7084.497165335824,2826.8104900913154,4257.6866752445085,1535.0,278.0,80.0,0,0.7549099999887403
3,Base,16,16,16,7385.663,311,16,1,27,4644.538123959431,5449.662925932719,3001.538123959432,2448.124801973289,1555.0,301.0,80.0,0,0.6475500999949872
3,Extra450,16,16,16,7428.687,309,16,1,27,4644.538123959431,5503.686532013565,3001.538123959432,2502.148408054134,1545.0,300.0,80.0,0,0.7054742999898735
3,Extra700,16,16,16,7464.111,310,16,1,27,4644.538123959431,5534.111416636543,3001.538123959432,2532.5732926771125,1550.0,300.0,80.0,0,0.8208601000078488
4,Base,14,14,14,8465.084,323,14,1,27,5940.8719793931805,6459.084320715162,4081.871979393182,2377.21234132198,1615.0,321.0,70.0,0,0.3836314999789465
4,Extra450,14,14,14,8465.084,323,14,1,27,5940.8719793931805,6459.084320715162,4081.871979393182,2377.21234132198,1615.0,321.0,70.0,0,0.43101430000388063
4,Extra700,14,14,14,8496.322,323,14,1,27,5940.8719793931805,6490.321798334887,4081.871979393182,2408.449818941705,1615.0,321.0,70.0,0,0.4859405000170227
5,Base,10,10,10,9225.552,393,10,1,27,6393.297202254052,6825.552405992204,4121.2972022540525,2704.255203738151,1965.0,385.0,50.0,0,0.30112849999568425
5,Extra450,10,10,10,9268.524,394,10,1,27,6393.297202254052,6863.524488607485,4121.2972022540525,2742.2272863534317,1970.0,385.0,50.0,0,0.33611659999587573
5,Extra700,10,10,10,9339.936,394,10,1,27,6393.297202254052,6934.935564704046,4121.2972022540525,2813.638362449992,1970.0,385.0,50.0,0,0.37776669999584556
6,Base,12,12,12,8655.664,384,12,1,27,6372.4907226515115,6297.664441653141,4149.490722651513,2148.173719001626,1920.0,378.0,60.0,0,0.3106694000016432
6,Extra450,12,12,12,8655.664,384,12,1,27,6372.4907226515115,6297.664441653141,4149.490722651513,2148.173719001626,1920.0,378.0,60.0,0,0.2662943000032101
6,Extra700,12,12,12,8672.5,385,12,1,27,6372.4907226515115,6309.499766924809,4149.490722651513,2160.009044273294,1925.0,378.0,60.0,0,0.31534160001319833
7,Base,10,10,10,8592.231,381,10,1,27,6150.871979393181,6284.230687506482,4081.871979393182,2202.3587081133046,1905.0,353.0,50.0,0,0.7246127999969758
7,Extra450,10,10,10,8158.973,369,10,1,27,6150.871979393181,5910.973208664137,4081.871979393182,1829.1012292709543,1845.0,353.0,50.0,0,0.5895697999803815
7,Extra700,10,10,10,8123.16,366,10,1,27,6150.871979393181,5890.159559021273,4081.871979393182,1808.2875796280891,1830.0,353.0,50.0,0,0.5616057000006549
8,Base,10,10,10,8378.964,415,10,1,27,6462.615922705135,5850.9637180430545,4082.615922705137,1768.3477953379186,2075.0,403.0,50.0,0,0.3903985999932047
8,Extra450,10,10,10,8355.357,411,10,1,27,6462.615922705135,5847.356868323992,4082.615922705137,1764.7409456188539,2055.0,403.0,50.0,0,0.3425475000112783
8,Extra700,10,10,10,8408.837,412,10,1,27,6462.615922705135,5895.836587819191,4082.615922705137,1813.2206651140523,2060.0,403.0,50.0,0,0.4216582000080962
9,Base,13,13,13,8809.801,348,13,1,27,5922.871979393181,6685.801067135501,4081.871979393182,2603.9290877423273,1740.0,319.0,65.0,0,0.8329640000010841
9,Extra450,13,13,13,8649.971,339,13,1,27,5922.871979393181,6570.970950922408,4081.871979393182,2489.09897152923,1695.0,319.0,65.0,0,0.7516920999914873
