scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S5_max_load,104729,1,I,16,0.0,0,,1,0,0,0,0,0,0,262.867875,215.05538046033655,42.8125,5.0,117.91052075,128.73322352228521,90.1082235222852,0.5625,2.4375,1.5,6.875,0.5,0.8401044000056572,8.736538438824937e-05,0
S5_max_load,104729,1,J,16,0.0,0,,1,0,0,0,0,0,0,256.7976875,204.61017113685574,47.1875,5.0,128.2938903125,129.04389032733866,86.23139032733864,0.6875,3.0,1.9375,7.5,0.5,0.9998245000024326,0.0002618103080749279,0
S5_max_load,104729,1,J+,16,0.0,0,,1,0,0,0,0,0,0,256.657375,209.96985063142498,41.6875,5.0,115.08628575,115.46128574927991,78.83628574927988,0.6875,2.0625,1.6875,6.6875,0.0,0.1989130000001751,0.000389897200420819,0
S5_max_load,104729,2,I,16,0.0,0,,1,0,0,0,0,0,0,268.846375,225.53385781472002,38.3125,5.0,111.4444493125,123.95246554288643,88.26496554288643,0.4375,2.5,1.5625,6.125,0.5,1.099280499998713,0.00027496448001329554,0
S5_max_load,104729,2,J,16,0.0,0,,1,0,0,0,0,0,0,255.5361875,210.03618528907126,40.5,5.0,106.1850915625,117.14717540536266,79.89717540536266,0.375,2.5,1.6875,6.4375,0.5,0.8841692999994848,3.537486009008717e-05,0
S5_max_load,104729,2,J+,16,0.0,0,,1,0,0,0,0,0,0,243.6813125,205.99382658293266,32.6875,5.0,83.496966875,93.14743375460256,63.772433754602545,0.4375,1.625,1.125,5.1875,0.0,0.28056799998739734,0.00022532692264576326,0
S5_max_load,104729,3,I,16,0.0,0,,1,0,0,0,0,0,0,272.1830625,226.6205923431069,40.5625,5.0,124.919637375,127.16963735478114,91.54463735478116,0.5625,2.6875,1.6875,6.5,0.5,1.555661999998847,0.000477489710192458,0
S5_max_load,104729,3,J,16,0.0,0,,1,0,0,0,0,0,0,246.955375,200.3303561908307,41.625,5.0,97.6780506875,104.87685350021341,68.0018535002134,0.5625,2.9375,2.0,6.625,0.5,1.4472514999797568,0.0003009467086485529,0
S5_max_load,104729,3,J+,16,0.0,0,,1,0,0,0,0,0,0,240.5728125,197.76029185977438,37.8125,5.0,84.3258739375,91.52467669640207,61.27467669640207,0.625,2.3125,1.875,5.9375,0.0,0.25904390000505373,0.0003302436098238104,0
S5_max_load,104729,4,I,16,0.0,0,,1,0,0,0,0,0,0,226.2785,187.653475718773,33.625,5.0,104.29632925,106.17132926679407,76.92132926679406,0.4375,2.75,2.0,5.1875,0.4375,1.6558538999815937,0.0003884996322085499,0
S5_max_load,104729,4,J,16,0.0,0,,1,0,0,0,0,0,0,217.703375,176.45334885218122,36.25,5.0,103.4739731875,113.54776871772509,79.79776871772508,0.3125,2.8125,2.125,5.9375,0.5,1.7527651000127662,0.00041836510035864194,0
S5_max_load,104729,4,J+,16,0.0,0,,1,0,0,0,0,0,0,216.560375,178.12286812766564,33.4375,5.0,91.422967375,105.71087204149303,77.39837204149302,0.5625,2.375,2.125,5.3125,0.0,0.20290099998237565,0.00010995734965035808,0
S5_max_load,104729,5,I,16,0.0,0,,1,0,0,0,0,0,0,232.9261875,191.17618281468827,36.75,5.0,88.1814535,94.72052999292619,66.09552999292617,0.625,2.875,2.0,5.8125,0.25,0.9169313999882434,7.496498756154324e-05,0
S5_max_load,104729,5,J,16,0.0,0,,1,0,0,0,0,0,0,232.1895625,188.00208542213582,39.1875,5.0,80.0925489375,87.91606631542358,59.04106631542358,0.6875,3.1875,1.9375,6.0625,0.3125,1.2719123999995645,0.00036675417322840076,0
S5_max_load,104729,5,J+,16,0.0,0,,1,0,0,0,0,0,0,244.4315625,202.8690725254596,36.5625,5.0,72.5074748125,81.54894567782262,55.92394567782261,0.6875,2.75,1.8125,5.625,0.0,0.3278598000179045,0.0001604073531780159,0
S5_max_load,104729,6,I,16,0.0,0,,1,0,0,0,0,0,0,243.181125,201.43109497809425,36.75,5.0,106.7629489375,108.26294891447876,76.57544891447874,0.5625,2.4375,1.4375,5.8125,0.5,0.6209492000052705,0.0004803504921255808,0
S5_max_load,104729,6,J,16,0.0,0,,1,0,0,0,0,0,0,219.48425,174.67176559522278,39.8125,5.0,110.2838413125,112.44886356726836,77.57386356726838,0.4375,2.875,1.875,6.375,0.5,1.2879869999887887,0.0002495235644346394,0
