随机种子,Q2早触发评分阈值下限,Q2早触发评分阈值上限,Q2几何权重,Q2接收保障权重,Q2移动代价权重,二测提前清除误差界(m),局部任务排序,二测交会点试清除,二测局部试清除半径(m),Q2镜像补测,发现巡检布局,发现层动态访问,软接收概率,每巡检点Q2任务上限,接收先验加权信念图,严格定向覆盖兜底,源总数,已清除数,清除比例,虚拟时间(s),检测次数,清除尝试次数,Q2首次主动二测次数,最快单源定位清除时间(s),平均单源定位清除时间(s),最慢单源全流程时间(s)
20260915,0.0,0.0,0.3,0.2,0.5,35.0,q2_lookahead,True,0.0,True,full,False,False,0,False,False,12,12,1.0,10124.851122,371,12,12,179.34516899999971,463.9231325833334,1209.639209
