case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,wall_time_s
16,C3FDirect,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,,,0.7441500999848358
16,DG_k1_t0,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,C,1,0.7238644000026397
16,DG_k2_t0,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,C,1,0.7052558000141289
16,DG_k3_t0,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,C,4,0.7145255999930669
16,DG_k3_t1,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,C,4,0.7166302999830805
16,DG_k5_t2,16,16,16,7976.262,415,16,1,29,5792.330457089859,5422.26213404383,3506.3304570898595,1915.9316769539732,2075.0,399.0,80.0,0,0,C,143,83,C,4,0.7214938999968581
17,Cplus3F,16,16,16,9698.804,444,16,1,27,6067.833661229088,6979.804311405675,3928.833661229089,3050.9706501765904,2220.0,419.0,80.0,0,0,B,0,0,,,1.2425766999949701
17,C3FDirect,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,,,0.9134826999797951
17,DG_k1_t0,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,C,2,0.748666300001787
17,DG_k2_t0,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,C,4,0.8008823999844026
17,DG_k3_t0,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,C,4,0.7552051999955438
17,DG_k3_t1,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,C,4,0.7574170000152662
17,DG_k5_t2,16,16,16,8304.557,407,16,1,29,5786.419037749077,5804.557416570591,3568.419037749076,2236.138378821516,2035.0,385.0,80.0,0,0,C,188,79,C,8,0.739335399994161
18,Cplus3F,16,16,16,9772.1,532,16,1,27,6470.0608735792985,6522.100248574069,3950.0608735793007,2572.0393749947693,2660.0,510.0,80.0,0,0,B,0,0,,,0.6574111000227276
18,C3FDirect,16,16,16,8927.642,440,16,1,29,5509.903138956964,6235.642328076049,3292.903138956962,2942.73918911909,2200.0,412.0,80.0,0,0,C,214,90,,,0.48434009999618866
18,DG_k1_t0,16,16,16,10034.095,552,16,1,27,6732.056057559737,6664.095432554507,4092.0560575597387,2572.0393749947693,2760.0,530.0,80.0,0,0,B,0,0,B,0,0.7195385999802966
18,DG_k2_t0,16,16,16,8927.642,440,16,1,29,5509.903138956964,6235.642328076049,3292.903138956962,2942.73918911909,2200.0,412.0,80.0,0,0,C,214,90,C,1,0.38981460002833046
18,DG_k3_t0,16,16,16,8927.642,440,16,1,29,5509.903138956964,6235.642328076049,3292.903138956962,2942.73918911909,2200.0,412.0,80.0,0,0,C,214,90,C,1,0.3760928999981843
18,DG_k3_t1,16,16,16,10831.947,592,16,1,27,7370.679778012074,7221.94669452321,4501.679778012075,2720.2669165111356,2960.0,570.0,80.0,0,0,B,0,1,B,1,0.687367299979087
18,DG_k5_t2,16,16,16,11541.758,630,16,1,27,8080.491325442399,7703.758241953535,4983.4913254424,2720.2669165111356,3150.0,608.0,80.0,0,0,B,2,1,B,1,0.6665637000114657
19,Cplus3F,16,16,16,8019.702,392,16,1,27,5713.117027325541,5602.701908109913,3611.117027325543,1991.584880784372,1960.0,377.0,80.0,0,0,B,0,0,,,0.5060336000169627
19,C3FDirect,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,,,0.42298430000664666
19,DG_k1_t0,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,C,1,0.3946538000018336
19,DG_k2_t0,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,C,1,0.3958756999927573
19,DG_k3_t0,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,C,2,0.4363931000116281
19,DG_k3_t1,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,C,2,0.4307693000009749
19,DG_k5_t2,16,16,16,7492.245,338,16,1,29,4835.253340764351,5395.245300996675,3006.2533407643523,2388.991960232324,1690.0,327.0,80.0,0,0,C,153,64,C,6,0.37597059999825433
20,Cplus3F,16,16,16,10224.92,542,16,1,27,6126.530559608691,6898.920445753292,3797.530559608693,3101.389886144601,2710.0,536.0,80.0,0,0,B,0,0,,,0.5712887000117917
