case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,wall_time_s
25,DG_k3_t1,16,16,16,10210.873,550,16,1,27,7237.761698023707,6841.8728966677845,4473.761698023707,2368.1111986440774,2750.0,539.0,80.0,0,0,B,0,2,B,1,0.4120612000115216
25,DG_k5_t2,16,16,16,10947.668,587,16,1,27,7982.720111812304,7356.66846848477,4991.720111812304,2364.9483566724653,2935.0,576.0,80.0,0,0,B,2,3,B,2,0.4824230000085663
26,Cplus3F,16,16,16,8277.602,361,16,1,27,5822.042503605892,6045.6023388507565,3769.042503605893,2276.559835244865,1805.0,347.0,80.0,0,0,B,0,0,,,0.65862410000409
26,C3FDirect,16,16,16,9800.048,543,16,1,29,5873.652956969915,6479.048434236331,3367.652956969914,3111.39547726642,2715.0,526.0,80.0,0,0,C,201,128,,,0.5452243000036106
26,DG_k1_t0,16,16,16,8539.598,381,16,1,27,6084.037687586331,6187.5975228311945,3911.0376875863312,2276.559835244865,1905.0,367.0,80.0,0,0,B,0,0,B,0,0.5514578000002075
26,DG_k2_t0,16,16,16,8790.624,401,16,1,27,6335.064513514837,6318.624348759699,4042.064513514836,2276.559835244865,2005.0,387.0,80.0,0,0,B,0,0,B,0,0.5403911000175867
26,DG_k3_t0,16,16,16,9189.296,421,16,1,27,6733.736112979983,6597.295948224846,4320.736112979983,2276.559835244865,2105.0,407.0,80.0,0,0,B,0,0,B,0,0.6097173999878578
26,DG_k3_t1,16,16,16,9189.296,421,16,1,27,6733.736112979983,6597.295948224846,4320.736112979983,2276.559835244865,2105.0,407.0,80.0,0,0,B,0,0,B,0,0.6496718999987934
26,DG_k5_t2,16,16,16,10314.202,463,16,1,27,7426.393965122464,7472.202444960565,4784.3939651224655,2687.8084798381014,2315.0,447.0,80.0,0,0,B,0,0,B,1,0.6531682999921031
27,Cplus3F,16,16,16,9101.072,395,16,1,27,5830.381898319361,6677.072036441892,3806.3818983193632,2870.6901381225316,1975.0,369.0,80.0,0,0,B,0,0,,,0.4186914999736473
27,C3FDirect,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,,,0.8241550999809988
27,DG_k1_t0,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,C,1,0.7484163999906741
27,DG_k2_t0,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,C,1,0.7692359999928158
27,DG_k3_t0,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,C,4,0.5693268000031821
27,DG_k3_t1,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,C,4,0.7256661000137683
27,DG_k5_t2,16,16,16,11087.577,633,16,1,29,5703.214475182416,7223.577017494282,3332.214475182417,3891.3625423118697,3165.0,619.0,80.0,0,0,C,440,205,C,4,0.7125010000017937
28,Cplus3F,16,16,16,8643.894,411,16,1,27,5902.568472194869,6108.89415819947,3750.5684721948714,2358.325686004602,2055.0,400.0,80.0,0,0,B,0,0,,,0.5956114000000525
28,C3FDirect,16,16,16,11653.008,688,16,1,29,6290.620747996691,7454.008328390687,3648.620747996689,3805.387580394003,3440.0,679.0,80.0,0,0,C,332,229,,,0.6151983999880031
28,DG_k1_t0,16,16,16,8905.889,431,16,1,27,6164.563656175308,6250.889342179908,3892.5636561753095,2358.325686004602,2155.0,420.0,80.0,0,0,B,0,0,B,0,0.6222752000030596
28,DG_k2_t0,16,16,16,9156.916,451,16,1,27,6415.590482103813,6381.916168108413,4023.5904821038143,2358.325686004602,2255.0,440.0,80.0,0,0,B,0,0,B,0,0.5486927000165451
