case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
1,H8,15,15,15,8820.4,350,15,1,31,6340.325785211645,6650.400257574314,4314.325785211644,2336.0744723626703,1750.0,345.0,75.0,0,1.5103426999994554
2,H8,12,12,12,8797.041,366,12,1,31,6375.749802523321,6549.040720553976,4276.749802523322,2272.2909180306533,1830.0,358.0,60.0,0,1.4481975999951828
3,H8,10,10,10,8319.417,401,10,1,31,6561.749802523321,5875.416701858261,4276.749802523322,1598.6668993349401,2005.0,389.0,50.0,0,0.16887860000133514
