case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,pruned_truth_hits,pruned_samples,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
20,Cplus3FB,16,16,16,8952.453,379,16,1,27,5971.211065594546,6621.452625502512,3952.211065594548,2669.241559907967,1895.0,356.0,80.0,0,0,B,51,43,0,"[{'channel': 13, 'point': [614.8, -1027.9], 'min_dist_m': 1862.0, 'truth_success': False}, {'channel': 13, 'point': [1298.9, -1471.9], 'min_dist_m': 1976.5, 'truth_success': False}, {'channel': 13, 'point': [601.1, -1871.6], 'min_dist_m': 2590.7, 'truth_success': False}]",,,,,0.5640637000033166
20,B,16,16,16,9273.453,430,16,1,27,6091.211065594546,6621.452625502512,3952.211065594548,2669.241559907967,2150.0,422.0,80.0,0,,,,,,,,,,,0.5314679000002798
21,Cplus3F,16,16,16,9237.953,441,16,1,27,6183.361382082123,6527.9528529575755,3936.3613820821242,2591.5914708754513,2205.0,425.0,80.0,0,0,B,0,0,,,,,,,0.46897409998928197
21,Cplus3FB,16,16,16,8965.953,397,16,1,27,6027.361382082123,6527.9528529575755,3936.3613820821242,2591.5914708754513,1985.0,373.0,80.0,0,0,B,44,42,0,"[{'channel': 4, 'point': [1960.6, 97.8], 'min_dist_m': 1941.7, 'truth_success': False}, {'channel': 4, 'point': [1808.9, -762.5], 'min_dist_m': 2608.7, 'truth_success': False}, {'channel': 4, 'point': [1131.7, -392.2], 'min_dist_m': 2053.7, 'truth_success': False}]",,,,,0.5164506000000983
21,B,16,16,16,9237.953,441,16,1,27,6183.361382082123,6527.9528529575755,3936.3613820821242,2591.5914708754513,2205.0,425.0,80.0,0,,,,,,,,,,,0.41122089998680167
22,Cplus3F,16,16,16,8249.66,389,16,1,27,5456.787012814364,5840.6601600214035,3417.7870128143663,2422.873147207036,1945.0,384.0,80.0,0,0,B,0,0,,,,,,,0.41930850001517683
22,Cplus3FB,16,16,16,8033.66,353,16,1,27,5264.787012814364,5840.6601600214035,3417.7870128143663,2422.873147207036,1765.0,348.0,80.0,0,0,B,36,50,0,"[{'channel': 10, 'point': [1133.4, 1589.7], 'min_dist_m': 1923.5, 'truth_success': False}, {'channel': 16, 'point': [1133.4, 1589.7], 'min_dist_m': 1832.6, 'truth_success': False}, {'channel': 10, 'point': [1119.0, 427.0], 'min_dist_m': 2249.9, 'truth_success': False}]",,,,,0.3536653000046499
22,B,16,16,16,8249.66,389,16,1,27,5456.787012814364,5840.6601600214035,3417.7870128143663,2422.873147207036,1945.0,384.0,80.0,0,,,,,,,,,,,0.5534304000029806
23,Cplus3F,16,16,16,9704.975,477,16,1,27,6330.054736904375,6779.9753707586015,3964.0547369043766,2815.920633854223,2385.0,460.0,80.0,0,0,B,0,0,,,,,,,0.5261277000245173
23,Cplus3FB,16,16,16,9224.975,398,16,1,27,6108.054736904375,6779.9753707586015,3964.0547369043766,2815.920633854223,1990.0,375.0,80.0,0,0,B,79,42,0,"[{'channel': 11, 'point': [1133.4, 1589.7], 'min_dist_m': 1780.9, 'truth_success': False}, {'channel': 11, 'point': [1119.0, 427.0], 'min_dist_m': 2164.3, 'truth_success': False}, {'channel': 11, 'point': [1724.0, 938.8], 'min_dist_m': 2482.6, 'truth_success': False}]",,,,,0.6595889999880455
