case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,pruned_truth_hits,pruned_samples,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
28,Cplus3FB,15,15,15,7496.798,279,15,1,29,5248.029702745265,5758.798350956244,3656.029702745263,2102.7686482109825,1395.0,268.0,75.0,0,7,C,69,64,0,[],,,,,0.191486800002167
28,B,15,15,15,9213.776,328,15,1,27,5868.871979393181,7186.776089872656,4081.871979393182,3104.904110479474,1640.0,312.0,75.0,0,,,,,,,,,,,0.5119801000109874
29,Cplus3F,14,14,14,7305.152,278,14,1,29,5253.483633192098,5571.1522084501,3630.483633192097,1940.6685752580036,1390.0,274.0,70.0,0,7,C,62,55,,,,,,,0.29123560001607984
29,Cplus3FB,14,14,14,7305.152,278,14,1,29,5253.483633192098,5571.1522084501,3630.483633192097,1940.6685752580036,1390.0,274.0,70.0,0,7,C,62,55,0,[],,,,,0.3332168999768328
29,B,14,14,14,8934.1,314,14,1,27,5866.23633619985,6991.100089368046,4110.2363361998505,2880.863753168195,1570.0,303.0,70.0,0,,,,,,,,,,,0.310939299990423
30,Cplus3F,13,13,13,7486.684,337,13,1,29,5612.818942143498,5405.68375337345,3646.818942143497,1758.8648112299536,1685.0,331.0,65.0,0,2,C,39,40,,,,,,,0.20315729998401366
30,Cplus3FB,13,13,13,7486.684,337,13,1,29,5612.818942143498,5405.68375337345,3646.818942143497,1758.8648112299536,1685.0,331.0,65.0,0,2,C,39,40,0,[],,,,,0.14750759999151342
30,B,13,13,13,8859.268,426,13,1,27,6468.8719793931805,6255.267868811739,4081.871979393182,2173.3958894185594,2130.0,409.0,65.0,0,,,,,,,,,,,0.34695030000875704
31,Cplus3F,13,13,13,7529.405,404,13,1,29,5947.277659540785,5049.405088673205,3714.277659540783,1335.1274291324232,2020.0,395.0,65.0,0,3,C,61,67,,,,,,,0.21501200000056997
31,Cplus3FB,13,13,13,7529.405,404,13,1,29,5947.277659540785,5049.405088673205,3714.277659540783,1335.1274291324232,2020.0,395.0,65.0,0,3,C,61,67,0,[],,,,,0.30971329999738373
31,B,13,13,13,8544.467,398,13,1,27,6391.4714457657865,6102.467268605594,4131.471445765788,1970.995822839808,1990.0,387.0,65.0,0,,,,,,,,,,,0.433565900020767
32,Cplus3F,10,10,10,7991.272,409,10,1,29,5986.919924571557,5492.271786012937,3630.9199245715563,1861.351861441379,2045.0,404.0,50.0,0,3,C,62,55,,,,,,,0.2368092999968212
32,Cplus3FB,10,10,10,7991.272,409,10,1,29,5986.919924571557,5492.271786012937,3630.9199245715563,1861.351861441379,2045.0,404.0,50.0,0,3,C,62,55,0,[],,,,,0.18843609999748878
32,B,10,10,10,8622.016,378,10,1,27,6264.8719793931805,6311.0157338784875,4081.871979393182,2229.1437544853043,1890.0,371.0,50.0,0,,,,,,,,,,,0.22453000000678003
33,Cplus3F,16,16,16,7490.356,283,16,1,29,5118.2868759411085,5720.35601311475,3556.2868759411076,2164.069137173643,1415.0,275.0,80.0,0,8,C,55,72,,,,,,,0.3120753999974113
33,Cplus3FB,16,16,16,7490.356,283,16,1,29,5118.2868759411085,5720.35601311475,3556.2868759411076,2164.069137173643,1415.0,275.0,80.0,0,8,C,55,72,0,[],,,,,0.3087557000108063
33,B,16,16,16,7028.464,243,16,1,27,4449.689821672274,5502.463717813308,3125.6898216722743,2376.7738961410328,1215.0,231.0,80.0,0,,,,,,,,,,,0.4463828000007197
34,Cplus3F,14,14,14,8216.765,373,14,1,29,5697.204085008112,5927.765195911062,3665.2040850081116,2262.561110902952,1865.0,354.0,70.0,0,4,C,90,64,,,,,,,0.38308639999013394
34,Cplus3FB,14,14,14,8216.765,373,14,1,29,5697.204085008112,5927.765195911062,3665.2040850081116,2262.561110902952,1865.0,354.0,70.0,0,4,C,90,64,0,[],,,,,0.37221930001396686
34,B,14,14,14,8623.523,372,14,1,27,6041.892883196342,6336.523232697789,4081.892883196343,2254.63034950145,1860.0,357.0,70.0,0,,,,,,,,,,,0.36215110000921413
35,Cplus3F,15,15,15,7455.742,281,15,1,29,5308.570684650175,5708.7419004851145,3700.5706846501744,2008.1712158349396,1405.0,267.0,75.0,0,6,C,70,59,,,,,,,0.4678532000107225
35,Cplus3FB,15,15,15,7455.742,281,15,1,29,5308.570684650175,5708.7419004851145,3700.5706846501744,2008.1712158349396,1405.0,267.0,75.0,0,6,C,70,59,0,[],,,,,0.44856039999285713
35,B,15,15,15,8192.46,279,15,1,27,5586.871979393181,6457.459989167279,4081.871979393182,2375.5880097740956,1395.0,265.0,75.0,0,,,,,,,,,,,0.4899720000103116
36,Cplus3F,13,13,13,6919.65,314,13,1,29,5555.01378261526,4974.650111761555,3699.013782615259,1275.6363291462972,1570.0,310.0,65.0,0,4,C,50,46,,,,,,,0.13377370001398958
36,Cplus3FB,13,13,13,6919.65,314,13,1,29,5555.01378261526,4974.650111761555,3699.013782615259,1275.6363291462972,1570.0,310.0,65.0,0,4,C,50,46,0,[],,,,,0.13097790000028908
36,B,13,13,13,8305.528,339,13,1,27,5994.871979393181,6216.528247725419,4081.871979393182,2134.656268332237,1695.0,329.0,65.0,0,,,,,,,,,,,0.3721091999905184
37,Cplus3F,13,13,13,7324.996,337,13,1,29,5616.784418011682,5254.995985791314,3714.7844180116813,1540.2115677796346,1685.0,320.0,65.0,0,6,C,56,60,,,,,,,0.3019555000064429
37,Cplus3FB,13,13,13,7324.996,337,13,1,29,5616.784418011682,5254.995985791314,3714.7844180116813,1540.2115677796346,1685.0,320.0,65.0,0,6,C,56,60,0,[],,,,,0.32122379998327233
37,B,13,13,13,8624.27,358,13,1,27,6090.8719793931805,6424.270447767417,4081.871979393182,2342.3984683742356,1790.0,345.0,65.0,0,,,,,,,,,,,0.5129108999972232
38,Cplus3F,12,12,12,7815.79,344,12,1,29,5608.5264323263955,5699.7896410199155,3629.5264323263946,2070.2632086935223,1720.0,336.0,60.0,0,4,C,63,48,,,,,,,0.3652486999926623
38,Cplus3FB,12,12,12,7815.79,344,12,1,29,5608.5264323263955,5699.7896410199155,3629.5264323263946,2070.2632086935223,1720.0,336.0,60.0,0,4,C,63,48,0,[],,,,,0.3215308999933768
38,B,12,12,12,9224.068,387,12,1,27,6204.8719793931805,6864.067810890633,4081.871979393182,2782.1958314974536,1935.0,365.0,60.0,0,,,,,,,,,,,0.30441489999066107
39,Cplus3F,10,10,10,7442.588,389,10,1,29,5988.231713169333,5060.587728370324,3687.2317131693317,1373.3560152009914,1945.0,387.0,50.0,0,3,C,52,51,,,,,,,0.08414349998929538
39,Cplus3FB,10,10,10,7442.588,389,10,1,29,5988.231713169333,5060.587728370324,3687.2317131693317,1373.3560152009914,1945.0,387.0,50.0,0,3,C,52,51,0,[],,,,,0.066717100009555
39,B,10,10,10,8324.275,430,10,1,27,6588.8719793931805,5699.274964279553,4081.871979393182,1617.4029848863713,2150.0,425.0,50.0,0,,,,,,,,,,,0.1739860000088811
40,Cplus3F,11,11,11,6999.975,348,11,1,29,5709.68396539981,4857.9745763008,3630.68396539981,1227.290610900989,1740.0,347.0,55.0,0,2,C,74,54,,,,,,,0.07305740000447258
40,Cplus3FB,11,11,11,6999.975,348,11,1,29,5709.68396539981,4857.9745763008,3630.68396539981,1227.290610900989,1740.0,347.0,55.0,0,2,C,74,54,0,[],,,,,0.05608609999762848
40,B,11,11,11,8620.679,396,11,1,27,6318.425310966936,6208.679080016763,4100.425310966938,2108.2537690498248,1980.0,377.0,55.0,0,,,,,,,,,,,0.417580800014548
41,Cplus3F,15,15,15,7570.867,290,15,1,29,5331.924397977656,5762.867008319852,3696.9243979776547,2065.942610342198,1450.0,283.0,75.0,0,5,C,59,78,,,,,,,0.28205000000889413
41,Cplus3FB,15,15,15,7570.867,290,15,1,29,5331.924397977656,5762.867008319852,3696.9243979776547,2065.942610342198,1450.0,283.0,75.0,0,5,C,59,78,0,[],,,,,0.26790529998834245
41,B,15,15,15,8728.88,341,15,1,27,5922.871979393181,6627.880095645082,4081.871979393182,2546.008116251904,1705.0,321.0,75.0,0,,,,,,,,,,,0.6476317000051495
42,Cplus3F,12,12,12,7587.23,367,12,1,29,5721.801808820995,5333.230309853893,3629.8018088209938,1703.4285010328997,1835.0,359.0,60.0,0,5,C,89,65,,,,,,,0.23792049998883158
42,Cplus3FB,12,12,12,7587.23,367,12,1,29,5721.801808820995,5333.230309853893,3629.8018088209938,1703.4285010328997,1835.0,359.0,60.0,0,5,C,89,65,0,[],,,,,0.19063319999258965
42,B,12,12,12,8070.562,360,12,1,27,6162.8719793931805,5855.562149060456,4081.871979393182,1773.6901696672737,1800.0,355.0,60.0,0,,,,,,,,,,,0.22307720000389963
43,Cplus3F,13,13,13,7523.506,319,13,1,29,5551.043168056523,5546.50593922658,3659.043168056523,1887.4627711700573,1595.0,317.0,65.0,0,1,C,103,56,,,,,,,0.125831899989862
43,Cplus3FB,13,13,13,7523.506,319,13,1,29,5551.043168056523,5546.50593922658,3659.043168056523,1887.4627711700573,1595.0,317.0,65.0,0,1,C,103,56,0,[],,,,,0.1409810000041034
43,B,13,13,13,9026.106,369,13,1,27,6156.8719793931805,6757.105773989484,4081.871979393182,2675.233794596304,1845.0,359.0,65.0,0,,,,,,,,,,,0.3613451999844983
44,Cplus3F,10,10,10,7716.525,390,10,1,29,5994.617931867894,5327.5246003141465,3668.6179318678933,1658.9066684462537,1950.0,389.0,50.0,0,2,C,41,48,,,,,,,0.07968410002649762
44,Cplus3FB,10,10,10,7716.525,390,10,1,29,5994.617931867894,5327.5246003141465,3668.6179318678933,1658.9066684462537,1950.0,389.0,50.0,0,2,C,41,48,0,[],,,,,0.0894933000090532
44,B,10,10,10,8295.139,387,10,1,27,6312.8719793931805,5930.139284652616,4081.871979393182,1848.2673052594355,1935.0,380.0,50.0,0,,,,,,,,,,,0.27978199999779463
45,Cplus3F,15,15,15,7033.833,287,15,1,29,5481.69968434974,5237.833058571966,3741.69968434974,1496.133374222227,1435.0,286.0,75.0,0,6,C,35,57,,,,,,,0.053272000019205734
45,Cplus3FB,15,15,15,7033.833,287,15,1,29,5481.69968434974,5237.833058571966,3741.69968434974,1496.133374222227,1435.0,286.0,75.0,0,6,C,35,57,0,[],,,,,0.04420169998775236
45,B,15,15,15,8705.919,332,15,1,27,5898.871979393181,6653.9186554880125,4081.871979393182,2572.04667609483,1660.0,317.0,75.0,0,,,,,,,,,,,0.4709087999945041
46,Cplus3F,13,13,13,7329.635,303,13,1,29,5438.06961313845,5450.6350205131575,3666.06961313845,1784.5654073747069,1515.0,299.0,65.0,0,3,C,52,39,,,,,,,0.2574361000151839
46,Cplus3FB,13,13,13,7329.635,303,13,1,29,5438.06961313845,5450.6350205131575,3666.06961313845,1784.5654073747069,1515.0,299.0,65.0,0,3,C,52,39,0,[],,,,,0.24258680001366884
46,B,13,13,13,9556.189,367,13,1,27,6207.612849965899,7296.189049947069,4104.612849965901,3191.5761999811666,1835.0,360.0,65.0,0,,,,,,,,,,,0.32429770001908764
47,Cplus3F,15,15,15,7832.135,334,15,1,29,5510.482763569607,5778.13494399677,3728.4827635696074,2049.6521804271656,1670.0,309.0,75.0,0,3,C,107,85,,,,,,,0.26933710000594147
47,Cplus3FB,15,15,15,7832.135,334,15,1,29,5510.482763569607,5778.13494399677,3728.4827635696074,2049.6521804271656,1670.0,309.0,75.0,0,3,C,107,85,0,[],,,,,0.300172899995232
47,B,15,15,15,8639.68,381,15,1,27,6180.061645445421,6300.679955115394,4100.061645445423,2200.6183096699733,1905.0,359.0,75.0,0,,,,,,,,,,,0.6738858000026084
48,Cplus3F,11,11,11,7716.989,361,11,1,29,5778.090581919586,5506.989184035792,3693.090581919587,1813.8986021162075,1805.0,350.0,55.0,0,3,C,47,43,,,,,,,0.20395970001118258
48,Cplus3FB,11,11,11,7716.989,361,11,1,29,5778.090581919586,5506.989184035792,3693.090581919587,1813.8986021162075,1805.0,350.0,55.0,0,3,C,47,43,0,[],,,,,0.22177000000374392
48,B,11,11,11,9209.239,413,11,1,27,6358.12698023862,6709.238513722968,4122.1269802386205,2587.1115334843535,2065.0,380.0,55.0,0,,,,,,,,,,,0.5939412000006996
49,Cplus3F,11,11,11,7332.228,359,11,1,29,5735.155347797458,5127.228425133351,3631.1553477974576,1496.0730773358948,1795.0,355.0,55.0,0,4,C,55,49,,,,,,,0.21865490000345744
49,Cplus3FB,11,11,11,7332.228,359,11,1,29,5735.155347797458,5127.228425133351,3631.1553477974576,1496.0730773358948,1795.0,355.0,55.0,0,4,C,55,49,0,[],,,,,0.19137439999030903
49,B,11,11,11,8169.203,333,11,1,27,5988.871979393181,6121.203358927672,4081.871979393182,2039.3313795344882,1665.0,328.0,55.0,0,,,,,,,,,,,0.18830569999408908
50,Cplus3F,13,13,13,7376.007,355,13,1,29,5830.629538887965,5186.00676760401,3736.629538887965,1449.3772287160464,1775.0,350.0,65.0,0,4,C,74,49,,,,,,,0.16706509998766705
50,Cplus3FB,13,13,13,7376.007,355,13,1,29,5830.629538887965,5186.00676760401,3736.629538887965,1449.3772287160464,1775.0,350.0,65.0,0,4,C,74,49,0,[],,,,,0.18857759999809787
50,B,13,13,13,8872.955,367,13,1,27,6266.804276776193,6614.954633394839,4157.8042767761945,2457.1503566186448,1835.0,358.0,65.0,0,,,,,,,,,,,0.18845149999833666
51,Cplus3F,13,13,13,7524.724,347,13,1,29,5687.6794014424095,5384.724249866223,3675.67940144241,1709.0448484238132,1735.0,340.0,65.0,0,4,C,32,39,,,,,,,0.2841577000217512
51,Cplus3FB,13,13,13,7524.724,347,13,1,29,5687.6794014424095,5384.724249866223,3675.67940144241,1709.0448484238132,1735.0,340.0,65.0,0,4,C,32,39,0,[],,,,,0.2632341999851633
51,B,13,13,13,8547.417,343,13,1,27,6012.8719793931805,6434.4174058779845,4081.871979393182,2352.5454264848017,1715.0,333.0,65.0,0,,,,,,,,,,,0.29855639999732375
52,Cplus3F,12,12,12,7731.201,362,12,1,29,5645.215633615759,5512.200855275898,3675.2156336157586,1836.9852216601398,1810.0,349.0,60.0,0,3,C,62,80,,,,,,,0.38547929999185726
52,Cplus3FB,12,12,12,7731.201,362,12,1,29,5645.215633615759,5512.200855275898,3675.2156336157586,1836.9852216601398,1810.0,349.0,60.0,0,3,C,62,80,0,[],,,,,0.411953300004825
52,B,12,12,12,8016.076,362,12,1,27,6144.8719793931805,5791.076203751751,4081.871979393182,1709.204224358571,1810.0,355.0,60.0,0,,,,,,,,,,,0.301414300018223
53,Cplus3F,15,15,15,7046.655,293,15,1,29,5356.253282753819,5222.655284067105,3662.253282753819,1560.4020013132847,1465.0,284.0,75.0,0,4,C,95,65,,,,,,,0.1572576000180561
53,Cplus3FB,15,15,15,7046.655,293,15,1,29,5356.253282753819,5222.655284067105,3662.253282753819,1560.4020013132847,1465.0,284.0,75.0,0,4,C,95,65,0,[],,,,,0.17038600001251325
53,B,15,15,15,8340.866,413,15,1,27,6468.175362689838,5795.866182759777,4094.175362689839,1701.690820069938,2065.0,405.0,75.0,0,,,,,,,,,,,0.3649718999804463
54,Cplus3F,13,13,13,7726.733,343,13,1,29,5644.183800003985,5608.733088444651,3643.183800003984,1965.549288440669,1715.0,338.0,65.0,0,4,C,43,53,,,,,,,0.24735059999511577
54,Cplus3FB,13,13,13,7726.733,343,13,1,29,5644.183800003985,5608.733088444651,3643.183800003984,1965.549288440669,1715.0,338.0,65.0,0,4,C,43,53,0,[],,,,,0.2510531000152696
54,B,13,13,13,9150.793,367,13,1,27,6096.8719793931805,6901.792820336803,4081.871979393182,2819.9208409436246,1835.0,349.0,65.0,0,,,,,,,,,,,0.49218040000414476
55,Cplus3F,11,11,11,7609.79,367,11,1,29,5794.41301593048,5354.789797391759,3630.4130159304796,1724.3767814612802,1835.0,365.0,55.0,0,3,C,40,41,,,,,,,0.20628389998455532
55,Cplus3FB,11,11,11,7609.79,367,11,1,29,5794.41301593048,5354.789797391759,3630.4130159304796,1724.3767814612802,1835.0,365.0,55.0,0,3,C,40,41,0,[],,,,,0.16252289997646585
55,B,11,11,11,8845.124,398,11,1,27,6344.82379935602,6417.124076986602,4090.8237993560206,2326.300277630584,1990.0,383.0,55.0,0,,,,,,,,,,,0.42900299999746494
56,Cplus3F,13,13,13,7034.528,321,13,1,29,5536.311245231295,5050.528324869576,3662.3112452312957,1388.217079638282,1605.0,314.0,65.0,0,4,C,98,59,,,,,,,0.16852690000087023
56,Cplus3FB,13,13,13,7034.528,321,13,1,29,5536.311245231295,5050.528324869576,3662.3112452312957,1388.217079638282,1605.0,314.0,65.0,0,4,C,98,59,0,[],,,,,0.14380720001645386
56,B,13,13,13,9006.522,369,13,1,27,6048.8719793931805,6756.522202571519,4081.871979393182,2674.6502231783406,1845.0,340.0,65.0,0,,,,,,,,,,,0.6020215000025928
57,Cplus3F,10,10,10,7351.587,390,10,1,29,5938.036535385155,4962.587095174089,3637.036535385154,1325.550559788935,1950.0,389.0,50.0,0,5,C,49,48,,,,,,,0.21107920000213198
57,Cplus3FB,10,10,10,7351.587,390,10,1,29,5938.036535385155,4962.587095174089,3637.036535385154,1325.550559788935,1950.0,389.0,50.0,0,5,C,49,48,0,[],,,,,0.22057129998574965
57,B,10,10,10,8304.881,394,10,1,27,6348.8719793931805,5897.880781241505,4081.871979393182,1816.008801848324,1970.0,387.0,50.0,0,,,,,,,,,,,0.2953729000000749
58,Cplus3F,11,11,11,7287.248,358,11,1,29,5792.494755168065,5090.247896341841,3683.4947551680652,1406.7531411737757,1790.0,352.0,55.0,0,6,C,29,45,,,,,,,0.16269869997631758
58,Cplus3FB,11,11,11,7287.248,358,11,1,29,5792.494755168065,5090.247896341841,3683.4947551680652,1406.7531411737757,1790.0,352.0,55.0,0,6,C,29,45,0,[],,,,,0.16797129999031313
58,B,11,11,11,8805.341,410,11,1,27,6342.8719793931805,6314.341033492675,4081.871979393182,2232.469054099495,2050.0,386.0,55.0,0,,,,,,,,,,,0.44744240000727586
59,Cplus3F,16,16,16,8469.152,313,16,1,29,4382.533244483476,6537.151785476531,2980.533244483475,3556.6185409930576,1565.0,287.0,80.0,0,5,C,87,78,,,,,,,1.0832469000015408
59,Cplus3FB,16,16,16,8469.152,313,16,1,29,4382.533244483476,6537.151785476531,2980.533244483475,3556.6185409930576,1565.0,287.0,80.0,0,5,C,87,78,0,[],,,,,1.0355631999846082
59,B,16,16,16,9071.554,313,16,1,27,4740.595979333308,7146.553887132425,3289.595979333309,3856.9579077991225,1565.0,280.0,80.0,0,,,,,,,,,,,0.5886948000115808
60,Cplus3F,15,15,15,7069.755,287,15,1,29,5320.2601603550875,5277.7550767739895,3673.260160355088,1604.4949164189038,1435.0,282.0,75.0,0,6,C,98,77,,,,,,,0.1994913000089582
60,Cplus3FB,15,15,15,7069.755,287,15,1,29,5320.2601603550875,5277.7550767739895,3673.260160355088,1604.4949164189038,1435.0,282.0,75.0,0,6,C,98,77,0,[],,,,,0.14588219998404384
60,B,15,15,15,7672.435,300,15,1,27,5778.871979393181,5800.435485263358,4081.871979393182,1718.5635058701773,1500.0,297.0,75.0,0,,,,,,,,,,,0.39379050000570714
61,Cplus3F,16,16,16,7288.699,294,16,1,29,4805.194774162268,5452.6990810245525,3295.1947741622675,2157.5043068622826,1470.0,286.0,80.0,0,9,C,71,84,,,,,,,0.23712259999592789
61,Cplus3FB,16,16,16,7288.699,294,16,1,29,4805.194774162268,5452.6990810245525,3295.1947741622675,2157.5043068622826,1470.0,286.0,80.0,0,9,C,71,84,0,[],,,,,0.24333179998211563
61,B,16,16,16,8204.452,260,16,1,27,4778.787012814365,6581.45200843627,3417.7870128143663,3163.664995621902,1300.0,243.0,80.0,0,,,,,,,,,,,0.5405096999893431
62,Cplus3F,10,10,10,7322.511,380,10,1,29,5886.69953874228,4993.510565822642,3632.6995387422803,1360.8110270803622,1900.0,379.0,50.0,0,5,C,41,36,,,,,,,0.10493660002248362
62,Cplus3FB,10,10,10,7322.511,380,10,1,29,5886.69953874228,4993.510565822642,3632.6995387422803,1360.8110270803622,1900.0,379.0,50.0,0,5,C,41,36,0,[],,,,,0.08121360000222921
62,B,10,10,10,8158.581,437,10,1,27,6570.8719793931805,5500.5806186657355,4081.871979393182,1418.7086392725553,2185.0,423.0,50.0,0,,,,,,,,,,,0.39186119998339564
63,Cplus3F,11,11,11,7516.452,357,11,1,29,5761.578235225345,5320.451547486104,3639.578235225345,1680.873312260759,1785.0,356.0,55.0,0,5,C,48,47,,,,,,,0.12608829999226145
63,Cplus3FB,11,11,11,7516.452,357,11,1,29,5761.578235225345,5320.451547486104,3639.578235225345,1680.873312260759,1785.0,356.0,55.0,0,5,C,48,47,0,[],,,,,0.07637159997830167
63,B,11,11,11,8332.128,358,11,1,27,6084.871979393181,6145.1279761678115,4081.871979393182,2063.2559967746356,1790.0,342.0,55.0,0,,,,,,,,,,,0.4161498000030406
64,Cplus3F,10,10,10,7705.182,380,10,1,29,5886.478832630628,5382.182139209336,3663.4788326306284,1718.7033065787077,1900.0,373.0,50.0,0,3,C,53,51,,,,,,,0.18334150000009686
64,Cplus3FB,10,10,10,7705.182,380,10,1,29,5886.478832630628,5382.182139209336,3663.4788326306284,1718.7033065787077,1900.0,373.0,50.0,0,3,C,53,51,0,[],,,,,0.18854139998438768
64,B,10,10,10,8632.003,418,10,1,27,6493.105816887323,6090.003232115099,4108.105816887324,1981.8974152277776,2090.0,402.0,50.0,0,,,,,,,,,,,0.36690580000868067
65,Cplus3F,16,16,16,4453.017,201,16,1,29,1390.1779453846982,3172.016808378569,839.1779453846982,2332.8388629938704,1005.0,196.0,80.0,0,5,C,80,116,,,,,,,0.4255140000022948
65,Cplus3FB,16,16,16,4453.017,201,16,1,29,1390.1779453846982,3172.016808378569,839.1779453846982,2332.8388629938704,1005.0,196.0,80.0,0,5,C,80,116,0,[],,,,,0.448525099986
65,B,16,16,16,8671.587,295,16,1,27,4808.787012814365,6845.587438639661,3417.7870128143663,3427.8004258253,1475.0,271.0,80.0,0,,,,,,,,,,,0.6559194999863394
66,Cplus3F,16,16,16,6148.995,260,16,1,29,3826.8364273224524,4526.995404968468,2616.8364273224524,1910.1589776460166,1300.0,242.0,80.0,0,7,C,68,89,,,,,,,0.36030110000865534
66,Cplus3FB,16,16,16,6148.995,260,16,1,29,3826.8364273224524,4526.995404968468,2616.8364273224524,1910.1589776460166,1300.0,242.0,80.0,0,7,C,68,89,0,[],,,,,0.45552270000916906
66,B,16,16,16,9746.007,290,125,1,27,4133.810490091315,7653.0068528597385,2826.8104900913154,4826.196362768431,1450.0,236.0,407.0,109,,,,,,,,,,,1.0764048999990337
67,Cplus3F,10,10,10,7719.307,404,10,1,29,6067.861753521573,5247.307253294996,3658.8617535215717,1588.4454997734256,2020.0,402.0,50.0,0,3,C,56,43,,,,,,,0.08613000001059845
67,Cplus3FB,10,10,10,7719.307,404,10,1,29,6067.861753521573,5247.307253294996,3658.8617535215717,1588.4454997734256,2020.0,402.0,50.0,0,3,C,56,43,0,[],,,,,0.08467539999401197
67,B,10,10,10,8241.537,378,10,1,27,6265.709818226543,5937.53718314261,4125.709818226544,1811.827364916069,1890.0,364.0,50.0,0,,,,,,,,,,,0.45655870001064613
68,Cplus3F,16,16,16,6874.959,255,16,1,29,4965.636252909523,5267.958504627288,3469.636252909522,1798.3222517177655,1275.0,252.0,80.0,0,7,C,37,44,,,,,,,0.24879710000823252
68,Cplus3FB,16,16,16,6874.959,255,16,1,29,4965.636252909523,5267.958504627288,3469.636252909522,1798.3222517177655,1275.0,252.0,80.0,0,7,C,37,44,0,[],,,,,0.2281912999751512
68,B,16,16,16,6898.556,221,16,1,27,3938.5034469792217,5515.5559547018,2866.5034469792217,2649.0525077225802,1105.0,198.0,80.0,0,,,,,,,,,,,0.4123367999854963
69,Cplus3F,13,13,13,7112.512,333,13,1,29,5644.081613264274,5056.511523605697,3692.0816132642726,1364.4299103414253,1665.0,326.0,65.0,0,5,C,88,68,,,,,,,0.08756909999647178
69,Cplus3FB,13,13,13,7112.512,333,13,1,29,5644.081613264274,5056.511523605697,3692.0816132642726,1364.4299103414253,1665.0,326.0,65.0,0,5,C,88,68,0,[],,,,,0.10414000001037493
69,B,13,13,13,8967.75,381,13,1,27,6090.8719793931805,6629.7497735216175,4081.871979393182,2547.8777941284384,1905.0,368.0,65.0,0,,,,,,,,,,,0.38668689999030903
70,Cplus3F,11,11,11,7643.68,350,11,1,29,5736.193193486824,5492.6795875477155,3669.1931934868244,1823.4863940608923,1750.0,346.0,55.0,0,3,C,50,48,,,,,,,0.1708187000185717
70,Cplus3FB,11,11,11,7643.68,350,11,1,29,5736.193193486824,5492.6795875477155,3669.1931934868244,1823.4863940608923,1750.0,346.0,55.0,0,3,C,50,48,0,[],,,,,0.17210580001119524
70,B,11,11,11,8794.487,382,11,1,27,6264.8719793931805,6456.487004345941,4081.871979393182,2374.6150249527627,1910.0,373.0,55.0,0,,,,,,,,,,,0.2581886999832932
71,Cplus3F,15,15,15,7417.622,266,15,1,29,5214.973123055191,5755.6216939841615,3676.9731230551897,2078.6485709289705,1330.0,257.0,75.0,0,6,C,61,55,,,,,,,0.3071339000016451
71,Cplus3FB,15,15,15,7417.622,266,15,1,29,5214.973123055191,5755.6216939841615,3676.9731230551897,2078.6485709289705,1330.0,257.0,75.0,0,6,C,61,55,0,[],,,,,0.24622010000166483
71,B,15,15,15,8892.112,337,15,1,27,5946.8719793931805,6806.112466266589,4081.871979393182,2724.2404868734034,1685.0,326.0,75.0,0,,,,,,,,,,,0.45469099999172613
72,Cplus3F,12,12,12,7124.475,376,12,1,29,5968.075612778898,4815.475430848319,3778.0756127788977,1037.3998180694214,1880.0,369.0,60.0,0,3,C,75,66,,,,,,,0.15778169999248348
72,Cplus3FB,12,12,12,7124.475,376,12,1,29,5968.075612778898,4815.475430848319,3778.0756127788977,1037.3998180694214,1880.0,369.0,60.0,0,3,C,75,66,0,[],,,,,0.16363519997685216
72,B,12,12,12,9020.92,400,12,1,27,6352.035135431184,6570.920308920444,4092.035135431186,2478.8851734892596,2000.0,390.0,60.0,0,,,,,,,,,,,0.29876299999887124
73,Cplus3F,16,16,16,6421.725,239,16,1,29,2355.141975883468,4925.725149529848,1510.1419758834681,3415.5831736463806,1195.0,221.0,80.0,0,5,C,253,105,,,,,,,0.49243460001889616
73,Cplus3FB,16,16,16,6421.725,239,16,1,29,2355.141975883468,4925.725149529848,1510.1419758834681,3415.5831736463806,1195.0,221.0,80.0,0,5,C,253,105,0,[],,,,,0.6046411000133958
73,B,16,16,16,8895.721,284,16,1,27,5296.910282724529,7128.72133952211,3792.910282724529,3335.811056797581,1420.0,267.0,80.0,0,,,,,,,,,,,0.4496303000196349
74,Cplus3F,16,16,16,6637.031,248,16,1,29,4069.837213465054,5091.031461830974,2767.837213465054,2323.194248365918,1240.0,226.0,80.0,0,3,C,114,67,,,,,,,0.34370460000354797
74,Cplus3FB,16,16,16,6637.031,248,16,1,29,4069.837213465054,5091.031461830974,2767.837213465054,2323.194248365918,1240.0,226.0,80.0,0,3,C,114,67,0,[],,,,,0.3385588999954052
74,B,16,16,16,8365.852,346,16,1,27,5987.737115637594,6216.852246704678,4017.737115637595,2199.1151310670825,1730.0,339.0,80.0,0,,,,,,,,,,,0.38239029998658225
75,Cplus3F,12,12,12,7658.715,355,12,1,29,5875.470433039665,5477.714991836864,3799.470433039666,1678.2445587971986,1775.0,346.0,60.0,0,2,C,114,49,,,,,,,0.23495750001166016
