scenario,model,seed,cases,all_cleared_rate,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,anomalies,hard_fail_cases,mean_per_source,median_per_source,p90_per_source,p95_per_source,max_per_source,mean_total_per_source,mean_movement_per_source,mean_detect_switch_per_source,mean_clear_time_per_source,mean_last_discovery_per_source,mean_search_end_per_source,mean_search_movement_per_source,mean_not_ready_rate,mean_active_measurements_per_source,mean_co_measurements_per_source,mean_switches_per_source,mean_insertions_per_source,mean_decision_wall_s,mean_decomposition_error_s,mean_ci_low,mean_ci_high,bootstrap_mean
S5_max_load,J,130363,200,1,0,0,0,0,0,0,0,0,244.68723,246.78771875,270.91825,278.775125,295.9296875,244.68723,198.00379382823786,41.6834375,5.0,105.1595619484375,110.65521681059893,74.05490431059893,0.535625,2.6759375,1.728125,6.64125,0.4809375,1.2785059600006208,0.0002444179024337245,,,
S5_max_load,J,155921,200,1,0,0,0,0,0,0,0,0,244.11157125,244.06090625000002,270.1544375,277.50525,295.3090625,244.11157125,197.48281936273895,41.62875,5.0,105.9190120953125,111.02923542431058,74.39173542431058,0.528125,2.6784375,1.73625,6.6240625,0.4759375,1.3297036860015943,0.00025452786579990063,,,
S5_max_load,J+,pooled,600,1,0,0,0,0,0,0,0,0,239.42797604166665,240.11353125,262.8901875,269.4799375,303.290875,239.42797604166665,196.12214157282702,38.30583333333333,5.0,94.78301457510416,99.55612011879022,67.55403678545689,0.5961458333333334,2.151666666666667,1.7003125,6.087083333333333,0.0,0.2594647211666355,0.00025035131998492945,237.8526935625,240.99354840625,239.42493835703127
S5_max_load,J+,104729,200,1,0,0,0,0,0,0,0,0,238.8459025,240.44496875,262.4680625,266.4770625,289.836,238.8459025,195.79402721265046,38.051875,5.0,94.505914235625,99.36130201038804,67.58630201038804,0.5890625,2.145625,1.69625,6.058125,0.0,0.2519933889999811,0.0002570470294858751,,,
S5_max_load,J+,130363,200,1,0,0,0,0,0,0,0,0,240.1860940625,240.35521875,263.85825,275.9010625,303.290875,240.1860940625,196.7157795122662,38.4703125,5.0,94.678083081875,99.56943410219108,67.42755910219108,0.6046875,2.150625,1.695,6.096875,0.0,0.25707464149978476,0.00024058556948602927,,,
S5_max_load,J+,155921,200,1,0,0,0,0,0,0,0,0,239.2519315625,239.48459375,260.486625,269.4799375,284.0185625,239.2519315625,195.85661799356438,38.3953125,5.0,95.1650464078125,99.73762424379153,67.64824924379153,0.5946875,2.15875,1.7096875,6.10625,0.0,0.2693261330001405,0.0002534213609828839,,,
S6_compound,I,pooled,600,1,0,0,0,0,0,0,0,0,195.62844302083334,199.60168750000003,223.3561875,226.6121875,265.976625,195.62844302083334,138.10823496535093,52.520208333333336,5.0,121.852772956875,122.07902295325465,82.93839795325465,1.0,2.3411458333333335,1.7836458333333334,8.642083333333334,0.04645833333333333,0.8881141878333195,0.0002466119737450375,193.42012209375002,197.82216348437495,195.6440530015729
S6_compound,I,104729,200,1,0,0,0,0,0,0,0,0,194.6027915625,198.34840625,223.2943125,225.179875,238.9521875,194.6027915625,137.43497998811037,52.1678125,5.0,121.8640074721875,122.10025746797696,83.05869496797696,1.0,2.303125,1.776875,8.5834375,0.046875,0.8564013834997604,0.00025300123721081033,,,
S6_compound,I,130363,200,1,0,0,0,0,0,0,0,0,194.820840625,199.75671875,222.736,225.8921875,256.635125,194.820840625,137.71833922006013,52.1025,5.0,119.6099663296875,119.82559132551303,81.44871632551303,1.0,2.3940625,1.805625,8.5696875,0.0453125,0.916017642000079,0.00024862906129044407,,,
S6_compound,I,155921,200,1,0,0,0,0,0,0,0,0,197.461696875,199.9418125,223.6111875,233.917125,265.976625,197.461696875,139.17138568788226,53.2903125,5.0,124.08434506875,124.31122006627398,84.30778256627397,1.0,2.32625,1.7684375,8.773125,0.0471875,0.8919235380001191,0.00023820562273385804,,,
S6_compound,J,pooled,600,1,0,0,0,0,0,0,0,0,223.1345309375,221.14071875000002,262.095125,271.7691875,294.7338125,223.1345309375,153.32494829253994,64.80958333333334,5.0,128.964901956875,131.14177695758676,81.77188112425341,0.9996875,3.4769791666666667,2.5282291666666667,10.704895833333333,0.155625,1.8203675426670816,0.0002542703580043811,220.7028541796875,225.50023634114584,223.13493979766668
S6_compound,J,104729,200,1,0,0,0,0,0,0,0,0,225.0637278125,222.79965625,267.6523125,272.3596875,294.7338125,225.0637278125,154.9709150270235,65.0928125,5.0,129.464926445,131.61742644467893,82.03086394467893,0.999375,3.4990625,2.5315625,10.750625,0.161875,1.787429286999395,0.0002640111816265289,,,
S6_compound,J,130363,200,1,0,0,0,0,0,0,0,0,219.1403409375,216.61190625,254.3914375,268.23975,294.0915,219.1403409375,150.34190418348544,63.7984375,5.0,127.3684112171875,129.52091121735862,80.90653621735862,0.9996875,3.4240625,2.5090625,10.53125,0.1528125,1.8681960810007876,0.00023324257478634535,,,
S6_compound,J,155921,200,1,0,0,0,0,0,0,0,0,225.1995240625,222.39334374999999,261.388625,273.71375,293.8343125,225.1995240625,154.66202566711092,65.5375,5.0,130.0613682084375,132.2869932107227,82.37824321072269,1.0,3.5078125,2.5440625,10.8328125,0.1521875,1.805477260001062,0.00026555731760026903,,,
S6_compound,J+,pooled,600,1,0,0,0,0,0,0,0,0,215.54541375,213.547,249.1995,259.365375,278.8778125,215.54541375,148.19905883300405,62.346354166666664,5.0,125.43402974770834,127.68027975003034,81.11465475003031,1.0,3.0646875,2.3657291666666667,10.303125,0.0,0.5195603383328126,0.0002482217601565632,213.3642949739583,217.66866058072918,215.54550472818752
S6_compound,J+,104729,200,1,0,0,0,0,0,0,0,0,215.8172175,213.18209375,248.134,257.3170625,266.7836875,215.8172175,148.18940337482942,62.6278125,5.0,125.789741814375,128.03411681584177,81.32661681584175,1.0,3.0859375,2.379375,10.35125,0.0,0.5273189049999928,0.00026053105014682386,,,
S6_compound,J+,130363,200,1,0,0,0,0,0,0,0,0,214.31817,212.17109375,248.938875,258.9433125,278.8778125,214.31817,147.67629424750973,61.641875,5.0,123.9874679290625,126.20559293194592,80.3024679319459,1.0,3.063125,2.3621875,10.179375,0.0,0.5211821604991564,0.00024120442705907407,,,
S6_compound,J+,155921,200,1,0,0,0,0,0,0,0,0,216.50085375,214.20850000000002,251.1894375,259.7955625,271.9818125,216.50085375,148.73147887667298,62.769375,5.0,126.5248794996875,128.80112950230333,81.7148795023033,1.0,3.045,2.355625,10.37875,0.0,0.5101799494992884,0.00024292980326379165,,,
