scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S4_clustered,130363,117,I,14,0.0,0,,1,0,0,0,0,0,0,171.3987857142857,129.6130376194832,36.785714285714285,5.0,34.88764042857143,133.31621184227058,99.95906898512771,0.35714285714285715,1.9285714285714286,1.6428571428571428,6.071428571428571,0.21428571428571427,0.7856641999969725,0.00047332723511317454,0
S4_clustered,130363,117,J,14,0.0,0,,1,0,0,0,0,0,0,160.35514285714288,118.1408576245454,37.214285714285715,5.0,32.804586071428574,127.35256571748695,90.1382800032012,0.0,1.5714285714285714,1.2857142857142858,6.142857142857143,0.2857142857142857,0.9196085000003222,6.743635367456591e-06,0
S4_clustered,130363,117,J+,14,0.0,0,,1,0,0,0,0,0,0,166.6525,121.65251982523985,40.0,5.0,26.642857142857142,121.59435527729568,88.66578384872423,0.5714285714285714,2.0714285714285716,1.7857142857142858,6.428571428571429,0.0,0.12820950002060272,0.0002775533575913869,0
S4_clustered,130363,118,I,11,0.0,0,,1,0,0,0,0,0,0,288.1180909090909,221.1181117108009,62.0,5.0,164.75783736363636,197.6669282911821,138.12147374572757,0.5454545454545454,2.4545454545454546,1.4545454545454546,10.181818181818182,0.7272727272727273,1.193887299974449,0.00022881880977365654,0
S4_clustered,130363,118,J,11,0.0,0,,1,0,0,0,0,0,0,259.2440909090909,185.6077007264773,68.63636363636364,5.0,88.0691190909091,192.73398923708737,124.00671650981461,0.36363636363636365,3.090909090909091,2.3636363636363638,11.363636363636363,0.6363636363636364,1.6327041999902576,0.00029200874951129663,0
S4_clustered,130363,118,J+,11,0.0,0,,1,0,0,0,0,0,0,249.51045454545454,181.96500718661696,62.54545454545455,5.0,80.73699918181818,172.7564521711036,112.84736126201268,0.45454545454545453,2.090909090909091,2.0,10.272727272727273,0.0,0.09582859999500215,7.905278675934824e-05,0
S4_clustered,130363,119,I,13,0.0,0,,1,0,0,0,0,0,0,249.16223076923077,192.7006737953073,51.46153846153846,5.0,111.8417703076923,159.2978639734934,110.99017166580113,0.3076923076923077,2.6923076923076925,1.9230769230769231,8.384615384615385,0.6153846153846154,2.045482699992135,0.00024066100513664423,0
S4_clustered,130363,119,J,13,0.0,0,,1,0,0,0,0,0,0,250.55853846153846,191.86624871001658,53.69230769230769,5.0,90.99400476923077,161.07204478636257,108.99512170943947,0.3076923076923077,2.3846153846153846,1.5384615384615385,8.692307692307692,0.46153846153846156,1.6993426000117324,0.00023323021559917834,0
S4_clustered,130363,119,J+,13,0.0,0,,1,0,0,0,0,0,0,242.59569230769233,184.0572155605813,53.53846153846154,5.0,88.58926823076924,142.48622876016458,95.48622876016455,0.6153846153846154,2.3846153846153846,2.0,8.538461538461538,0.0,0.16803749999962747,0.00019771244296862278,0
S4_clustered,130363,120,I,14,0.0,0,,1,0,0,0,0,0,0,211.95107142857142,155.02247121892393,51.92857142857143,5.0,101.39833235714286,159.39993858102545,110.47136715245405,0.5,2.7857142857142856,2.0,8.357142857142858,0.5714285714285714,1.4880493999808095,0.0004029350652672292,0
