case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,wall_time_s
60,DG_k3_t0,16,16,16,8920.157,492,16,1,29,6044.807544520167,5903.157185976712,3529.807544520166,2373.3496414565457,2460.0,477.0,80.0,0,0,C,250,94,C,3,0.4502136000082828
60,C3FDirect,16,16,16,8920.157,492,16,1,29,6044.807544520167,5903.157185976712,3529.807544520166,2373.3496414565457,2460.0,477.0,80.0,0,0,C,250,94,,,0.4088538999785669
60,B,16,16,16,7203.331,320,16,1,27,4465.056812105156,5214.331471826849,2891.0568121051574,2323.274659721689,1600.0,309.0,80.0,0,,,,,,,0.5686788999882992
60,C,16,16,16,10330.287,579,16,1,29,6277.526823338783,6781.287320863789,3507.526823338782,3273.7604975250083,2895.0,574.0,80.0,0,,,,,,,0.5221666000143159
61,Cplus3F,16,16,16,9878.217,496,16,1,27,6018.099982631173,6832.2170447320095,3772.0999826311745,3060.1170621008337,2480.0,486.0,80.0,0,0,B,0,0,,,0.358107200008817
61,DG_k1_t0,16,16,16,10140.212,516,16,1,27,6280.095166611612,6974.2122287124475,3914.0951666116125,3060.1170621008337,2580.0,506.0,80.0,0,0,B,0,0,B,0,0.21311330000753514
61,DG_k3_t0,16,16,16,11008.402,610,16,1,29,5842.089852281188,7280.4021491680305,3489.089852281188,3791.312296886845,3050.0,598.0,80.0,0,0,C,307,215,C,3,0.36246909998590127
61,C3FDirect,16,16,16,11008.402,610,16,1,29,5842.089852281188,7280.4021491680305,3489.089852281188,3791.312296886845,3050.0,598.0,80.0,0,0,C,307,215,,,0.2998287999944296
61,B,16,16,16,9878.217,496,16,1,27,6018.099982631173,6832.2170447320095,3772.0999826311745,3060.1170621008337,2480.0,486.0,80.0,0,,,,,,,0.3347951000032481
61,C,16,16,16,12981.28,890,16,1,29,6520.10812533219,7570.280387803611,3489.10812533219,4081.1722624714253,4450.0,881.0,80.0,0,,,,,,,0.39796750000095926
62,Cplus3F,16,16,16,8313.732,378,16,1,27,6121.024470172419,5981.731712980714,3966.02447017242,2015.7072428082947,1890.0,362.0,80.0,0,0,B,0,0,,,0.3325626000005286
62,DG_k1_t0,16,16,16,8575.727,398,16,1,27,6383.019654152857,6123.726896961152,4108.019654152858,2015.7072428082947,1990.0,382.0,80.0,0,0,B,0,0,B,0,0.3173286000092048
62,DG_k3_t0,16,16,16,9642.115,548,16,1,29,6051.320450823205,6281.115013342409,3542.3204508232043,2738.7945625192056,2740.0,541.0,80.0,0,0,C,266,138,C,1,0.5423018999863416
62,C3FDirect,16,16,16,9642.115,548,16,1,29,6051.320450823205,6281.115013342409,3542.3204508232043,2738.7945625192056,2740.0,541.0,80.0,0,0,C,266,138,,,0.458679100003792
62,B,16,16,16,8313.732,378,16,1,27,6121.024470172419,5981.731712980714,3966.02447017242,2015.7072428082947,1890.0,362.0,80.0,0,,,,,,,0.33386409998638555
62,C,16,16,16,10015.452,585,16,1,29,6252.174674652821,6436.451942197783,3463.174674652819,2973.277267544964,2925.0,574.0,80.0,0,,,,,,,0.593331300013233
63,Cplus3F,16,16,16,9034.78,441,16,1,27,6472.16595820944,6330.779752775954,4060.165958209442,2270.6137945665114,2205.0,419.0,80.0,0,0,B,0,0,,,0.2529960999963805
63,DG_k1_t0,16,16,16,13637.523,821,16,1,29,5511.407699577351,8653.523458070898,3300.4076995773503,5353.115758493549,4105.0,799.0,80.0,0,0,C,399,401,C,1,1.0751256000075955
63,DG_k3_t0,16,16,16,13637.523,821,16,1,29,5511.407699577351,8653.523458070898,3300.4076995773503,5353.115758493549,4105.0,799.0,80.0,0,0,C,399,401,C,1,0.9870404000103008
63,C3FDirect,16,16,16,13637.523,821,16,1,29,5511.407699577351,8653.523458070898,3300.4076995773503,5353.115758493549,4105.0,799.0,80.0,0,0,C,399,401,,,1.1430506999895442
63,B,16,16,16,9034.78,441,16,1,27,6472.16595820944,6330.779752775954,4060.165958209442,2270.6137945665114,2205.0,419.0,80.0,0,,,,,,,0.25706740000168793
63,C,16,16,16,15082.507,1065,16,1,29,6081.407699577351,8626.506545466786,3300.4076995773503,5326.098845889435,5325.0,1051.0,80.0,0,,,,,,,0.7776697999797761
64,Cplus3F,16,16,16,10286.448,456,16,1,27,5949.9686635634,7487.448093840377,3768.968663563401,3718.4794302769783,2280.0,439.0,80.0,0,0,B,0,0,,,0.6019994000089355
64,DG_k1_t0,16,16,16,10548.443,476,16,1,27,6211.963847543839,7629.443277820815,3910.963847543839,3718.4794302769783,2380.0,459.0,80.0,0,0,B,0,0,B,0,0.660051700018812
64,DG_k3_t0,16,16,16,10022.435,570,16,1,29,5679.040552770313,6540.435358758014,3289.0405527703133,3251.3948059877016,2850.0,552.0,80.0,0,0,C,307,163,C,2,0.508684300002642
64,C3FDirect,16,16,16,10022.435,570,16,1,29,5679.040552770313,6540.435358758014,3289.0405527703133,3251.3948059877016,2850.0,552.0,80.0,0,0,C,307,163,,,0.6712687999824993
64,B,16,16,16,10286.448,456,16,1,27,5949.9686635634,7487.448093840377,3768.968663563401,3718.4794302769783,2280.0,439.0,80.0,0,,,,,,,0.7825026999926195
64,C,16,16,16,12131.408,802,16,1,29,6013.500510676075,7241.408282558707,3286.5005106760736,3954.907771882633,4010.0,800.0,80.0,0,,,,,,,0.7480707000067923
65,Cplus3F,16,16,16,8925.992,391,16,1,27,6072.935897255233,6506.99172037531,3964.935897255234,2542.055823120076,1955.0,384.0,80.0,0,0,B,0,0,,,0.4234641999937594
65,DG_k1_t0,16,16,16,9187.987,411,16,1,27,6334.931081235672,6648.986904355748,4106.931081235672,2542.055823120076,2055.0,404.0,80.0,0,0,B,0,0,B,0,0.3816334999864921
65,DG_k3_t0,16,16,16,11997.683,722,16,1,29,5496.655421415656,7594.682567959003,3129.655421415655,4465.027146543351,3610.0,713.0,80.0,0,0,C,530,300,C,2,0.8135379999876022
65,C3FDirect,16,16,16,11997.683,722,16,1,29,5496.655421415656,7594.682567959003,3129.655421415655,4465.027146543351,3610.0,713.0,80.0,0,0,C,530,300,,,0.8258052000019234
65,B,16,16,16,8925.992,391,16,1,27,6072.935897255233,6506.99172037531,3964.935897255234,2542.055823120076,1955.0,384.0,80.0,0,,,,,,,0.3683098999899812
65,C,16,16,16,15173.277,1246,16,1,29,5997.89335602843,7625.277461831723,3113.89335602843,4511.384105803296,6230.0,1238.0,80.0,0,,,,,,,1.0184589000127744
66,Cplus3F,16,16,16,8227.373,374,16,1,27,5990.622283028574,5913.3725063906495,3966.6222830285756,1946.7502233620733,1870.0,364.0,80.0,0,0,B,0,0,,,0.3747587999969255
66,DG_k1_t0,16,16,16,8489.368,394,16,1,27,6252.617467009011,6055.367690371087,4108.617467009013,1946.7502233620733,1970.0,384.0,80.0,0,0,B,0,0,B,0,0.4266665000177454
66,DG_k3_t0,16,16,16,8576.117,480,16,1,29,5578.619533977818,5623.117409315704,3289.6195339778187,2333.4978753378878,2400.0,473.0,80.0,0,0,C,194,128,C,2,0.38240969998878427
66,C3FDirect,16,16,16,8576.117,480,16,1,29,5578.619533977818,5623.117409315704,3289.6195339778187,2333.4978753378878,2400.0,473.0,80.0,0,0,C,194,128,,,0.31554809998488054
66,B,16,16,16,8227.373,374,16,1,27,5990.622283028574,5913.3725063906495,3966.6222830285756,1946.7502233620733,1870.0,364.0,80.0,0,,,,,,,0.37084680001134984
66,C,16,16,16,8829.493,522,16,1,29,5744.551058281917,5620.493033249431,3279.5510582819156,2340.9419749675176,2610.0,519.0,80.0,0,,,,,,,0.3901814999990165
67,Cplus3F,16,16,16,8308.239,335,16,1,27,5647.276450730623,6233.239103995498,3755.2764507306238,2477.9626532648754,1675.0,320.0,80.0,0,0,B,0,0,,,0.342663099989295
67,DG_k1_t0,16,16,16,8570.234,355,16,1,27,5909.27163471106,6375.234287975936,3897.271634711062,2477.9626532648754,1775.0,340.0,80.0,0,0,B,0,0,B,0,0.40902389999246225
67,DG_k3_t0,16,16,16,11210.33,648,16,1,29,5826.6397594128475,7249.330167606834,3321.639759412847,3927.690408193989,3240.0,641.0,80.0,0,0,C,334,224,C,2,0.7652764999947976
67,C3FDirect,16,16,16,11210.33,648,16,1,29,5826.6397594128475,7249.330167606834,3321.639759412847,3927.690408193989,3240.0,641.0,80.0,0,0,C,334,224,,,0.5472379999991972
67,B,16,16,16,8308.239,335,16,1,27,5647.276450730623,6233.239103995498,3755.2764507306238,2477.9626532648754,1675.0,320.0,80.0,0,,,,,,,0.3494683000026271
67,C,16,16,16,12030.774,783,16,1,29,6060.676352378354,7257.773506241294,3321.6763523783534,3936.0971538629447,3915.0,778.0,80.0,0,,,,,,,0.7197714000067208
