case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
26,Route31,14,14,14,10281.033,340,14,1,31,8024.268960314259,8182.032751174398,6117.268960314259,2064.763790860142,1700.0,329.0,70.0,0,0.624681999994209
26,ClippedRoute,14,14,14,10281.033,340,14,1,31,8024.268960314259,8182.032751174398,6117.268960314259,2064.763790860142,1700.0,329.0,70.0,0,0.6094394999963697
27,L950_C2,10,10,10,10489.415,397,10,1,31,8722.896811441358,8064.414650150468,6403.896811441358,1660.5178387091082,1985.0,390.0,50.0,0,0.26950789999682456
27,Route31,10,10,10,10476.413,437,10,1,31,8670.69276534477,7813.413134171975,6123.692765344769,1689.7203688272054,2185.0,428.0,50.0,0,0.30926360000739805
27,ClippedRoute,10,10,10,10476.413,437,10,1,31,8670.69276534477,7813.413134171975,6123.692765344769,1689.7203688272054,2185.0,428.0,50.0,0,0.30973020000965334
28,L950_C2,11,11,11,11031.016,410,11,1,31,8716.448267190432,8533.01614540718,6395.448267190432,2137.567878216747,2050.0,393.0,55.0,0,0.5182711000088602
28,Route31,11,11,11,10858.179,446,11,1,31,8684.268960314259,8139.179074694748,6117.268960314259,2021.9101143804883,2230.0,434.0,55.0,0,0.4506571000092663
28,ClippedRoute,11,11,11,10858.179,446,11,1,31,8684.268960314259,8139.179074694748,6117.268960314259,2021.9101143804883,2230.0,434.0,55.0,0,0.45319369999924675
29,L950_C2,10,10,10,9929.676,382,10,1,31,8642.653717661726,7589.676388172819,6400.653717661727,1189.022670511092,1910.0,380.0,50.0,0,0.2234028999810107
29,Route31,10,10,10,9927.93,428,10,1,31,8640.474410785553,7311.9300022282,6122.474410785553,1189.4555914426467,2140.0,426.0,50.0,0,0.23385849999613129
29,ClippedRoute,10,10,10,9927.93,428,10,1,31,8640.474410785553,7311.9300022282,6122.474410785553,1189.4555914426467,2140.0,426.0,50.0,0,0.23156090002157725
30,L950_C2,15,15,15,10275.283,298,15,1,31,8144.638010174324,8422.283096404024,6463.638010174324,1958.6450862296979,1490.0,288.0,75.0,0,0.4667290000070352
30,Route31,15,15,15,10793.192,346,15,1,31,8012.233133262921,8669.192059593945,6144.233133262922,2524.958926331024,1730.0,319.0,75.0,0,0.5941723999858368
30,ClippedRoute,15,15,15,10793.192,346,15,1,31,8012.233133262921,8669.192059593945,6144.233133262922,2524.958926331024,1730.0,319.0,75.0,0,0.6017074000264984
31,L950_C2,13,13,13,10223.34,309,13,1,31,8162.122265906879,8314.340240947484,6407.122265906879,1907.2179750406065,1545.0,299.0,65.0,0,0.45084720000158995
31,Route31,13,13,13,9985.575,327,13,1,31,8026.139764809291,7964.574622410523,6133.139764809291,1831.4348576012305,1635.0,321.0,65.0,0,0.39577239999198355
31,ClippedRoute,13,13,13,9985.575,327,13,1,31,8026.139764809291,7964.574622410523,6133.139764809291,1831.4348576012305,1635.0,321.0,65.0,0,0.39486530001158826
32,L950_C2,13,13,13,10513.889,346,13,1,31,8410.685344388683,8374.888789896828,6396.685344388683,1978.2034455081464,1730.0,344.0,65.0,0,0.39593120000790805
32,Route31,13,13,13,10475.878,366,13,1,31,8256.610064213513,8223.877778603483,6164.610064213515,2059.2677143899673,1830.0,357.0,65.0,0,0.6042537000030279
32,ClippedRoute,13,13,13,10475.878,366,13,1,31,8256.610064213513,8223.877778603483,6164.610064213515,2059.2677143899673,1830.0,357.0,65.0,0,0.6006857999891508
33,L950_C2,10,10,10,10505.242,404,10,1,31,8912.60859701499,8034.241568524679,6511.608597014991,1522.6329715096863,2020.0,401.0,50.0,0,0.2069031000137329
33,Route31,10,10,10,10743.555,454,10,1,31,8809.793485851374,7978.554811772116,6166.7934858513745,1811.761325920742,2270.0,445.0,50.0,0,0.3096880999801215
33,ClippedRoute,10,10,10,10743.555,454,10,1,31,8809.793485851374,7978.554811772116,6166.7934858513745,1811.761325920742,2270.0,445.0,50.0,0,0.3100688000267837
34,L950_C2,14,14,14,10306.614,305,14,1,31,8134.448267190432,8411.61360264081,6395.448267190432,2016.165335450377,1525.0,300.0,70.0,0,0.4127433000248857
34,Route31,14,14,14,10337.678,367,14,1,31,8236.48813901438,8072.677552853652,6126.48813901438,1946.1894138392713,1835.0,360.0,70.0,0,0.42226420002407394
34,ClippedRoute,14,14,14,10337.678,367,14,1,31,8236.48813901438,8072.677552853652,6126.48813901438,1946.1894138392713,1835.0,360.0,70.0,0,0.4196230999950785
35,L950_C2,12,12,12,10740.765,354,12,1,31,8398.448267190432,8567.765248831005,6395.448267190432,2172.3169816405757,1770.0,343.0,60.0,0,0.4971568000037223
35,Route31,12,12,12,10991.788,393,12,1,31,8348.268960314259,8585.788076296929,6117.268960314259,2468.5191159826704,1965.0,381.0,60.0,0,0.4743839000002481
35,ClippedRoute,12,12,12,10991.788,393,12,1,31,8348.268960314259,8585.788076296929,6117.268960314259,2468.5191159826704,1965.0,381.0,60.0,0,0.48377640001126565
36,L950_C2,13,13,13,10455.479,342,13,1,31,8397.020669467836,8341.479249776638,6402.020669467837,1939.4585803088005,1710.0,339.0,65.0,0,0.23885389999486506
36,Route31,13,13,13,10507.916,395,13,1,31,8430.735262728838,8077.9160446112555,6123.735262728838,1954.1807818824177,1975.0,390.0,65.0,0,0.26581670000450686
36,ClippedRoute,13,13,13,10507.916,395,13,1,31,8430.735262728838,8077.9160446112555,6123.735262728838,1954.1807818824177,1975.0,390.0,65.0,0,0.26642629998968914
37,L950_C2,12,12,12,10854.857,393,12,1,31,8676.913891558876,8443.856857127708,6399.913891558875,2043.942965568836,1965.0,386.0,60.0,0,0.30653269999311306
37,Route31,12,12,12,11290.901,442,12,1,31,8564.268960314259,8603.901302246686,6117.268960314259,2486.6323419324285,2210.0,417.0,60.0,0,0.7099139000056311
37,ClippedRoute,12,12,12,11290.901,442,12,1,31,8564.268960314259,8603.901302246686,6117.268960314259,2486.6323419324285,2210.0,417.0,60.0,0,0.7228290000057314
38,L950_C2,14,14,14,10280.836,319,14,1,31,8201.639683383582,8303.836076421423,6397.6396833835815,1906.196393037842,1595.0,312.0,70.0,0,0.4778154999949038
38,Route31,14,14,14,10533.465,351,14,1,31,8092.129557218052,8373.4649730141,6133.129557218052,2240.335415796051,1755.0,335.0,70.0,0,0.497811700013699
38,ClippedRoute,14,14,14,10533.465,351,14,1,31,8092.129557218052,8373.4649730141,6133.129557218052,2240.335415796051,1755.0,335.0,70.0,0,0.49111079997965135
39,L950_C2,12,12,12,11180.804,401,12,1,31,8602.37297307086,8743.803628350843,6403.37297307086,2340.430655279986,2005.0,372.0,60.0,0,0.6811225000128616
39,Route31,12,12,12,10745.303,393,12,1,31,8323.102217654774,8348.302815825637,6123.102217654774,2225.2005981708658,1965.0,372.0,60.0,0,0.49694919999456033
39,ClippedRoute,12,12,12,10745.303,393,12,1,31,8323.102217654774,8348.302815825637,6123.102217654774,2225.2005981708658,1965.0,372.0,60.0,0,0.4960953999834601
40,L950_C2,16,16,16,7331.322,293,16,1,31,4439.746140164965,5507.321787503546,3110.7461401649653,2396.5756473385804,1465.0,279.0,80.0,0,0.7872332999831997
40,Route31,16,16,16,8087.585,302,16,1,31,5567.329359189069,6210.584747532588,3898.32935918907,2312.255388343519,1510.0,287.0,80.0,0,0.5486058999958914
40,ClippedRoute,16,16,16,8087.585,302,16,1,31,5567.329359189069,6210.584747532588,3898.32935918907,2312.255388343519,1510.0,287.0,80.0,0,0.5457878000161145
41,L950_C2,16,16,16,5542.684,209,16,1,31,2977.0,4218.683925631708,2090.0,2128.6839256317076,1045.0,199.0,80.0,0,0.9867615999828558
41,Route31,16,16,16,8469.624,263,16,1,31,5321.0,6837.623901604173,3990.0,2847.623901604176,1315.0,237.0,80.0,0,0.9759101000090595
41,ClippedRoute,16,16,16,8469.624,263,16,1,31,5321.0,6837.623901604173,3990.0,2847.623901604176,1315.0,237.0,80.0,0,0.9693649999971967
42,L950_C2,10,10,10,11074.379,393,10,1,31,8656.825541408076,8681.378627243057,6426.825541408076,2254.5530858349816,1965.0,378.0,50.0,0,0.4127971999987494
42,Route31,10,10,10,10988.187,410,10,1,31,8450.268960314259,8491.186887649528,6117.268960314259,2373.917927335265,2050.0,397.0,50.0,0,0.46636219997890294
42,ClippedRoute,10,10,10,10988.187,410,10,1,31,8450.268960314259,8491.186887649528,6117.268960314259,2373.917927335265,2050.0,397.0,50.0,0,0.46149280000827275
43,L950_C2,12,12,12,10754.164,367,12,1,31,8452.448267190432,8506.164167368912,6395.448267190432,2110.71590017848,1835.0,353.0,60.0,0,0.6171389000082854
43,Route31,12,12,12,10708.434,406,12,1,31,8408.268960314259,8226.434161562338,6117.268960314259,2109.165201248078,2030.0,392.0,60.0,0,0.6080885000119451
43,ClippedRoute,12,12,12,10708.434,406,12,1,31,8408.268960314259,8226.434161562338,6117.268960314259,2109.165201248078,2030.0,392.0,60.0,0,0.612721599987708
44,L950_C2,13,13,13,10263.952,319,13,1,31,8218.953746747895,8289.951856150374,6396.953746747895,1892.998109402479,1595.0,314.0,65.0,0,0.4134769999946002
44,Route31,13,13,13,10273.747,357,13,1,31,8174.268960314259,8070.7468068768385,6117.268960314259,1953.4778465625775,1785.0,353.0,65.0,0,0.3429382999893278
44,ClippedRoute,13,13,13,10273.747,357,13,1,31,8174.268960314259,8070.7468068768385,6117.268960314259,1953.4778465625775,1785.0,353.0,65.0,0,0.35039330000290647
45,L950_C2,12,12,12,10779.963,365,12,1,31,8529.267251324669,8538.96268120175,6437.267251324669,2101.6954298770816,1825.0,356.0,60.0,0,0.48668530001305044
45,Route31,12,12,12,10752.09,400,12,1,31,8414.268960314259,8300.08957556001,6117.268960314259,2182.820615245751,2000.0,392.0,60.0,0,0.5252430999826174
45,ClippedRoute,12,12,12,10752.09,400,12,1,31,8414.268960314259,8300.08957556001,6117.268960314259,2182.820615245751,2000.0,392.0,60.0,0,0.5358236999891233
46,L950_C2,15,15,15,11181.523,337,15,1,31,8221.2780766621,9119.522745696175,6473.278076662101,2646.244669034064,1685.0,302.0,75.0,0,1.1733577999984846
46,Route31,15,15,15,11376.155,370,15,1,31,8105.051993288789,9116.15540157628,6146.051993288789,2970.1034082874794,1850.0,335.0,75.0,0,1.085992400010582
46,ClippedRoute,15,15,15,11376.155,370,15,1,31,8105.051993288789,9116.15540157628,6146.051993288789,2970.1034082874794,1850.0,335.0,75.0,0,1.0912038999958895
47,L950_C2,13,13,13,11569.342,378,13,1,31,8325.9898154825,9257.341519100835,6397.989815482501,2859.3517036183334,1890.0,357.0,65.0,0,0.43859219999285415
47,Route31,13,13,13,11341.029,382,13,1,31,8113.232659362514,9007.029042035967,6154.232659362514,2852.796382673453,1910.0,359.0,65.0,0,0.5144813999941107
47,ClippedRoute,13,13,13,11341.029,382,13,1,31,8113.232659362514,9007.029042035967,6154.232659362514,2852.796382673453,1910.0,359.0,65.0,0,0.5269832999911159
48,L950_C2,13,13,13,10556.116,307,13,1,31,8210.893086378266,8651.116137258436,6413.893086378265,2237.223050880174,1535.0,305.0,65.0,0,0.22024719999171793
48,Route31,13,13,13,10295.571,353,13,1,31,8194.471126200442,8122.571148639301,6158.471126200442,1964.1000224388608,1765.0,343.0,65.0,0,0.37302830000407994
48,ClippedRoute,13,13,13,10295.571,353,13,1,31,8194.471126200442,8122.571148639301,6158.471126200442,1964.1000224388608,1765.0,343.0,65.0,0,0.37277820002054796
49,L950_C2,15,15,15,11369.889,318,15,1,31,8050.448267190432,9416.888622785302,6395.448267190432,3021.4403555948725,1590.0,288.0,75.0,0,0.7751682999951299
49,Route31,15,15,15,11570.524,362,15,1,31,8035.279990399052,9356.523653792605,6117.279990399051,3239.2436633935577,1810.0,329.0,75.0,0,0.6126981999841519
49,ClippedRoute,15,15,15,11570.524,362,15,1,31,8035.279990399052,9356.523653792605,6117.279990399051,3239.2436633935577,1810.0,329.0,75.0,0,0.6107535999908578
50,L950_C2,15,15,15,11110.807,329,15,1,31,8168.078721771825,9089.807397472021,6412.078721771825,2677.7286757001925,1645.0,301.0,75.0,0,0.8443941000150517
50,Route31,15,15,15,11248.936,368,15,1,31,8123.430816306288,8994.935818272834,6146.430816306288,2848.505001966547,1840.0,339.0,75.0,0,0.9163935000251513
50,ClippedRoute,15,15,15,11248.936,368,15,1,31,8123.430816306288,8994.935818272834,6146.430816306288,2848.505001966547,1840.0,339.0,75.0,0,0.9092142000154126
