case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,wall_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions
160,rand1800,12,12,12,8156.299,354,12,1,25,5770.280648254722,0.2744823999819346,5985.299385776358,3768.2806482547235,2217.018737521634,1770.0,341.0,60.0,0
161,rand1800,12,12,12,8037.268,370,12,1,25,5858.644274496777,0.348190099990461,5769.268445360189,3765.644274496778,2003.624170863411,1850.0,358.0,60.0,0
162,rand1800,12,12,12,8237.62,358,12,1,25,5777.120658407558,0.4459828000108246,6046.620399255062,3781.120658407559,2265.4997408475065,1790.0,341.0,60.0,0
163,rand1800,12,12,12,8085.979,354,12,1,25,5787.125897312145,0.42198469999129884,5917.979334027001,3804.1258973121458,2113.853436714855,1770.0,338.0,60.0,0
164,rand1800,12,12,12,8280.811,411,12,1,25,5960.644274496777,0.3060334000037983,5766.811416197583,3765.644274496778,2001.1671417008045,2055.0,399.0,60.0,0
165,rand1800,12,12,12,7834.268,341,12,1,25,5594.644274496778,0.5878575000097044,5753.268367119858,3765.644274496778,1987.6240926230832,1705.0,316.0,60.0,0
166,rand1800,12,12,12,7957.871,293,12,1,25,5451.550609017257,0.25226859998656437,6151.870578032028,3810.550609017256,2341.319969014774,1465.0,281.0,60.0,0
167,rand1800,12,12,12,7798.734,360,12,1,25,5922.111716206282,0.16367380000883713,5583.733518587252,3813.1117162062824,1770.6218023809706,1800.0,355.0,60.0,0
168,rand1800,12,12,12,8030.074,332,12,1,25,5552.644274496778,0.4881446000072174,6004.074341877591,3765.644274496778,2238.4300673808175,1660.0,306.0,60.0,0
169,rand1800,12,12,12,7526.749,342,12,1,25,5759.4757919008725,0.24607590000960045,5418.74918777292,3781.4757919008734,1637.2733958720469,1710.0,338.0,60.0,0
170,rand1800,12,12,12,8276.542,341,12,1,25,5636.644274496778,0.43029449999448843,6191.541805176374,3765.644274496778,2425.8975306795974,1705.0,320.0,60.0,0
171,rand1800,12,12,12,8448.314,294,12,1,25,5354.644274496778,0.325070599996252,6642.314240773364,3765.644274496778,2876.669966276585,1470.0,276.0,60.0,0
172,rand1800,12,12,12,8569.641,381,12,1,25,5942.644274496777,0.2499311999999918,6230.64136572021,3765.644274496778,2464.997091223433,1905.0,374.0,60.0,0
173,rand1800,12,12,12,8461.46,434,12,1,25,6198.964746900069,0.1769862000073772,5820.460311570134,3826.9647469000706,1993.4955646700635,2170.0,411.0,60.0,0
174,rand1800,12,12,12,7418.549,295,12,1,25,5426.644274496778,0.2643353000166826,5597.548665089873,3765.644274496778,1831.9043905930946,1475.0,286.0,60.0,0
175,rand1800,12,12,12,8027.695,370,12,1,25,5810.644274496777,0.45141249999869615,5767.694850494112,3765.644274496778,2002.0505759973346,1850.0,350.0,60.0,0
176,rand1800,12,12,12,8196.54,369,12,1,25,5738.644274496777,0.28577350001432933,5939.539524927376,3765.644274496778,2173.8952504305976,1845.0,352.0,60.0,0
177,rand1800,12,12,12,7599.199,320,12,1,25,5641.295475709056,0.23071199998958036,5626.199343921208,3801.295475709056,1824.9038682121522,1600.0,313.0,60.0,0
178,rand1800,12,12,12,7814.017,312,12,1,25,5516.644274496778,0.6353213999827858,5894.016737382335,3765.644274496778,2128.3724628855575,1560.0,300.0,60.0,0
179,rand1800,12,12,12,8203.787,361,12,1,25,5760.005060957767,0.344713700003922,5996.7865314064575,3770.005060957767,2226.781470448691,1805.0,342.0,60.0,0
180,rand1800,12,12,12,7980.29,336,12,1,25,5654.644274496778,0.641053200000897,5916.290326391054,3765.644274496778,2150.646051894275,1680.0,324.0,60.0,0
181,rand1800,12,12,12,8433.763,365,12,1,25,5834.644274496777,0.5976800999778789,6192.762754348704,3765.644274496778,2427.118479851929,1825.0,356.0,60.0,0
182,rand1800,12,12,12,8109.554,427,12,1,25,6116.543553566229,0.4448813000053633,5502.553911557691,3766.5435535662305,1736.01035799146,2135.0,412.0,60.0,0
183,rand1800,12,12,12,7896.98,344,12,1,25,5797.694763301581,0.5666435000021011,5780.980042701785,3820.6947633015825,1960.2852794002026,1720.0,336.0,60.0,0
184,rand1800,12,12,12,8369.07,374,12,1,25,5884.501892228414,0.8718469000014011,6083.069522240303,3798.5018922284157,2284.5676300118876,1870.0,356.0,60.0,0
185,rand1800,12,12,12,8168.844,364,12,1,25,5804.644274496777,0.9470744999998715,5937.844491433962,3765.644274496778,2172.200216937184,1820.0,351.0,60.0,0
186,rand1800,12,12,12,9294.702,367,12,1,25,5642.644274496778,0.8075288999825716,7050.70236353936,3765.644274496778,3285.0580890425836,1835.0,349.0,60.0,0
187,rand1800,12,12,12,9485.517,368,12,1,25,5600.644274496778,1.4843170999956783,7255.516889824166,3765.644274496778,3489.872615327397,1840.0,330.0,60.0,0
188,rand1800,12,12,12,8332.703,348,12,1,25,5540.644274496778,0.6701455000147689,6212.702871683681,3765.644274496778,2447.0585971869036,1740.0,320.0,60.0,0
189,rand1800,12,12,12,7834.778,329,12,1,25,5647.09425770218,0.7442642999812961,5809.777714800492,3777.0942577021797,2032.6834570983142,1645.0,320.0,60.0,0
190,rand1800,12,12,12,8442.708,342,12,1,25,5628.076061290148,0.977040500001749,6353.70775378962,3806.076061290148,2547.6316924994762,1710.0,319.0,60.0,0
191,rand1800,12,12,12,8975.653,359,12,1,25,5798.644274496777,0.5969694000086747,6770.65294629454,3765.644274496778,3005.008671797762,1795.0,350.0,60.0,0
192,rand1800,12,12,12,7939.602,340,12,1,25,5649.014090855937,1.1566944000078365,5859.602368697636,3773.0140908559374,2086.588277841699,1700.0,320.0,60.0,0
193,rand1800,12,12,12,7746.575,330,12,1,25,5654.599442652942,0.3922205999842845,5713.575109610197,3772.5994426529423,1940.9756669572544,1650.0,323.0,60.0,0
194,rand1800,12,12,12,8084.554,339,12,1,25,5684.6652045054525,0.4514991999894846,6003.55422022777,3766.665204505453,2236.889015722316,1695.0,326.0,60.0,0
195,rand1800,12,12,12,8794.39,400,12,1,25,5825.9995068397375,0.6196783000195865,6353.390202330065,3769.999506839738,2583.39069549033,2000.0,381.0,60.0,0
196,rand1800,12,12,12,8000.092,349,12,1,25,5771.868016991291,0.6817979000043124,5858.09213418293,3811.868016991292,2046.2241171916387,1745.0,337.0,60.0,0
197,rand1800,12,12,12,8423.245,392,12,1,25,5948.644274496777,0.5145416000159457,6019.245016976655,3765.644274496778,2253.6007424798786,1960.0,384.0,60.0,0
198,rand1800,12,12,12,8400.055,303,12,1,25,5450.644274496778,0.38193810000666417,6533.054871738943,3765.644274496778,2767.4105972421667,1515.0,292.0,60.0,0
199,rand1800,12,12,12,8602.522,370,12,1,25,5768.644274496777,1.0513164000003599,6348.522031408745,3765.644274496778,2582.8777569119698,1850.0,344.0,60.0,0
200,rand1800,12,12,12,7799.359,309,12,1,25,5444.644274496778,0.8457505999831483,5904.359181877627,3765.644274496778,2138.7149073808514,1545.0,290.0,60.0,0
201,rand1800,12,12,12,8047.287,311,12,1,25,5522.644274496778,0.3234159000276122,6131.286574038855,3765.644274496778,2365.642299542078,1555.0,301.0,60.0,0
202,rand1800,12,12,12,7902.707,348,12,1,25,5716.854730413065,0.49404570000479,5764.707032722112,3810.854730413066,1953.852302309045,1740.0,338.0,60.0,0
203,rand1800,12,12,12,8175.907,350,12,1,25,5801.736424087404,0.4459985999856144,6020.906685313124,3793.7364240874044,2227.1702612257222,1750.0,345.0,60.0,0
204,rand1800,12,12,12,7879.695,322,12,1,25,5655.019050228678,0.40624969999771565,5891.694654183704,3786.019050228678,2105.6756039550246,1610.0,318.0,60.0,0
205,rand1800,12,12,12,9076.334,379,12,1,25,5510.644274496778,1.5258878999738954,6761.3335431426985,3765.644274496778,2995.689268645924,1895.0,360.0,60.0,0
206,rand1800,12,12,12,7681.466,349,12,1,25,5804.929922959052,0.6075951000093482,5535.466171141086,3802.9299229590533,1732.5362481820332,1745.0,341.0,60.0,0
207,rand1800,12,12,12,7614.795,326,12,1,25,5664.83473967415,0.5879471999942325,5612.794791347415,3819.8347396741506,1792.9600516732671,1630.0,312.0,60.0,0
208,rand1800,12,12,12,8123.224,376,12,1,25,5840.644274496777,1.0707887000171468,5827.224313431099,3765.644274496778,2061.5800389343244,1880.0,356.0,60.0,0
209,rand1800,12,12,12,8573.551,344,12,1,25,5564.644274496778,0.8024672000028659,6473.551388857337,3765.644274496778,2707.907114360562,1720.0,320.0,60.0,0
210,rand1800,12,12,12,8853.306,373,12,1,25,5810.531408074361,1.296863099996699,6583.306382390438,3790.531408074362,2792.7749743160784,1865.0,345.0,60.0,0
211,rand1800,12,12,12,7756.084,353,12,1,25,5755.613972748112,0.9681058000132907,5595.084005811568,3784.6139727481127,1810.470033063455,1765.0,336.0,60.0,0
212,rand1800,12,12,12,8425.767,400,12,1,25,6032.644274496777,0.6928616000222974,5975.76677310118,3765.644274496778,2210.122498604402,2000.0,390.0,60.0,0
213,rand1800,12,12,12,8298.194,339,12,1,25,5612.644274496778,0.7031118999875616,6225.194348577307,3765.644274496778,2459.5500740805287,1695.0,318.0,60.0,0
214,rand1800,12,12,12,7951.412,344,12,1,25,5624.644274496778,1.114134000003105,5852.412026231407,3765.644274496778,2086.767751734632,1720.0,319.0,60.0,0
215,rand1800,12,12,12,7499.153,310,12,1,25,5450.644274496778,0.5434499999973923,5592.153454994348,3765.644274496778,1826.5091804975693,1550.0,297.0,60.0,0
216,rand1800,12,12,12,8314.782,399,12,1,25,5924.644274496777,0.49423579999711365,5874.782448877161,3765.644274496778,2109.1381743803827,1995.0,385.0,60.0,0
217,rand1800,12,12,12,7720.768,318,12,1,25,5612.644274496778,0.4122237999981735,5755.7684335655995,3765.644274496778,1990.1241590688228,1590.0,315.0,60.0,0
218,rand1800,12,12,12,7841.359,277,12,1,25,5354.644274496778,0.38446540001314133,6124.358864489591,3765.644274496778,2358.714589992815,1385.0,272.0,60.0,0
219,rand1800,12,12,12,7865.988,338,12,1,25,5576.644274496778,0.7137392000004184,5794.988111671829,3765.644274496778,2029.3438371750508,1690.0,321.0,60.0,0
220,rand1800,12,12,12,7926.017,310,12,1,25,5510.644274496778,0.5564545999804977,6017.017006446252,3765.644274496778,2251.3727319494747,1550.0,299.0,60.0,0
221,rand1800,12,12,12,8081.128,341,12,1,25,5672.644274496778,0.8653914000024088,5990.128455719206,3765.644274496778,2224.48418122243,1705.0,326.0,60.0,0
222,rand1800,12,12,12,8049.25,358,12,1,25,5726.644274496778,0.9197361000115052,5862.249528766409,3765.644274496778,2096.6052542696348,1790.0,337.0,60.0,0
223,rand1800,12,12,12,9265.36,403,12,1,25,5930.644274496777,1.0403662000026088,6817.3604293808,3765.644274496778,3051.7161548840263,2015.0,373.0,60.0,0
224,rand1800,12,12,12,7735.528,316,12,1,25,5522.644274496778,0.9284048000117764,5796.528435141493,3765.644274496778,2030.884160644715,1580.0,299.0,60.0,0
225,rand1800,12,12,12,8070.79,348,12,1,25,5702.644274496778,0.6191585999913514,5938.790263762241,3765.644274496778,2173.1459892654643,1740.0,332.0,60.0,0
226,rand1800,12,12,12,8264.628,342,12,1,25,5764.714433292744,0.7155758999870159,6163.627804615879,3817.7144332927446,2345.9133713231327,1710.0,331.0,60.0,0
227,rand1800,12,12,12,7821.979,309,12,1,25,5510.644274496778,0.6173145000066143,5917.9793839891845,3765.644274496778,2152.3351094924055,1545.0,299.0,60.0,0
228,rand1800,12,12,12,8685.694,400,12,1,25,5744.93654567555,0.877620899991598,6233.693586542443,3766.93654567555,2466.757040866896,2000.0,392.0,60.0,0
229,rand1800,12,12,12,7506.885,307,12,1,25,5566.114727889283,0.4344107999932021,5611.885383708346,3804.114727889283,1807.7706558190623,1535.0,300.0,60.0,0
230,rand1800,12,12,12,8032.388,340,12,1,25,5724.815162992009,0.8199586999835446,5952.38751451178,3843.8151629920103,2108.572351519773,1700.0,320.0,60.0,0
231,rand1800,12,12,12,7940.28,312,12,1,25,5486.644274496778,0.6883087999885902,6022.280319449204,3765.644274496778,2256.636044952426,1560.0,298.0,60.0,0
232,rand1800,12,12,12,8320.012,371,12,1,25,5716.978199283509,1.015397999988636,6071.011818817404,3804.9781992835087,2266.033619533901,1855.0,334.0,60.0,0
233,rand1800,12,12,12,7871.752,334,12,1,25,5624.644274496778,0.8731026999885216,5821.751858894561,3765.644274496778,2056.1075843977856,1670.0,320.0,60.0,0
234,rand1800,12,12,12,8064.723,362,12,1,25,5762.644274496778,0.5966214000072796,5844.7233408555985,3765.644274496778,2079.0790663588195,1810.0,350.0,60.0,0
235,rand1800,12,12,12,8300.093,391,12,1,25,5985.241500516035,0.7608602999825962,5911.092667896825,3791.241500516034,2119.851167380792,1955.0,374.0,60.0,0
236,rand1800,12,12,12,8046.366,364,12,1,25,5744.644274496778,0.9740434999985155,5825.365504675355,3765.644274496778,2059.7212301785794,1820.0,341.0,60.0,0
237,rand1800,12,12,12,8197.03,341,12,1,25,5704.99194418539,0.6243297000182793,6104.029794687497,3780.991944185391,2323.0378505021067,1705.0,328.0,60.0,0
238,rand1800,12,12,12,8368.431,377,12,1,25,5852.644274496777,0.8754148999869358,6064.430646039331,3765.644274496778,2298.7863715425547,1885.0,359.0,60.0,0
239,rand1800,12,12,12,7810.717,354,12,1,25,5804.644274496777,0.4441724000207614,5632.717414784048,3765.644274496778,1867.0731402872702,1770.0,348.0,60.0,0
240,rand1800,12,12,12,8113.406,351,12,1,25,5747.205994131508,0.6642496999993455,5966.40556119456,3805.205994131509,2161.1995670630536,1755.0,332.0,60.0,0
241,rand1800,12,12,12,7957.462,342,12,1,25,5701.876097498077,0.6245118000078946,5857.462208653608,3765.8760974980783,2091.586111155533,1710.0,330.0,60.0,0
242,rand1800,12,12,12,8961.862,350,12,1,25,5695.535236314397,0.6543617999996059,6823.862023054103,3777.5352363143966,3046.326786739706,1750.0,328.0,60.0,0
243,rand1800,12,12,12,8232.463,347,12,1,25,5726.644274496777,0.6173129999951925,6099.463047018739,3765.644274496778,2333.81877252196,1735.0,338.0,60.0,0
244,rand1800,12,12,12,7485.218,286,12,1,25,5390.644274496778,0.4583549000089988,5714.218310223742,3765.644274496778,1948.574035726964,1430.0,281.0,60.0,0
245,rand1800,12,12,12,8563.784,383,12,1,25,5756.644274496778,0.7377975999843329,6233.78380541532,3765.644274496778,2468.1395309185427,1915.0,355.0,60.0,0
246,rand1800,12,12,12,8720.157,382,12,1,25,5774.644274496778,0.5916224000102375,6384.157479706988,3765.644274496778,2618.5132052102103,1910.0,366.0,60.0,0
247,rand1800,12,12,12,7237.386,282,12,1,25,5415.753145718149,0.3023568000062369,5488.385691329166,3779.7531457181485,1708.6325456110171,1410.0,279.0,60.0,0
248,rand1800,12,12,12,7881.402,362,12,1,25,5883.456544678629,0.44663170000421815,5651.402400181254,3773.4565446786305,1877.9458555026226,1810.0,360.0,60.0,0
249,rand1800,12,12,12,8604.088,397,12,1,25,5930.644274496777,0.7162109999917448,6189.088398061357,3765.644274496778,2423.4441235645804,1985.0,370.0,60.0,0
250,rand1800,12,12,12,8271.731,371,12,1,25,5744.644274496778,1.2628840999968816,6011.731081610509,3765.644274496778,2246.0868071137343,1855.0,345.0,60.0,0
251,rand1800,12,12,12,7855.157,314,12,1,25,5542.409800975979,0.5775725000130478,5921.156722350553,3768.409800975979,2152.746921374576,1570.0,304.0,60.0,0
252,rand1800,12,12,12,8458.285,350,12,1,25,5774.237636677127,0.42821069998899475,6307.284918061187,3772.2376366771273,2535.0472813840634,1750.0,341.0,60.0,0
253,rand1800,12,12,12,9127.521,350,12,1,25,5699.547485606528,0.4928975999937393,6986.520903730927,3769.5474856065284,3216.9734181244003,1750.0,331.0,60.0,0
254,rand1800,12,12,12,7669.218,335,12,1,25,5702.256316460152,0.4741455000184942,5603.217710960191,3766.2563164601524,1836.9613945000397,1675.0,331.0,60.0,0
255,rand1800,12,12,12,8303.866,348,12,1,25,5702.563657516971,0.9247132000164129,6169.86558371842,3766.563657516971,2403.301926201451,1740.0,334.0,60.0,0
256,rand1800,12,12,12,8300.312,380,12,1,25,5946.674514201634,0.640508399985265,5976.31228579889,3812.6745142016352,2163.637771597256,1900.0,364.0,60.0,0
257,rand1800,12,12,12,8578.584,338,12,1,25,5654.644274496778,0.5002083000144921,6504.583646478339,3765.644274496778,2738.9393719815616,1690.0,324.0,60.0,0
258,rand1800,12,12,12,8058.525,355,12,1,25,5767.32522625945,0.7632945000077598,5883.524668095168,3771.325226259451,2112.199441835719,1775.0,340.0,60.0,0
259,rand1800,12,12,12,7425.852,338,12,1,25,5666.644274496778,0.7747665000206325,5349.851536337102,3765.644274496778,1584.2072618403274,1690.0,326.0,60.0,0
260,rand1800,12,12,12,7804.359,374,12,1,25,5894.805000028097,0.45787419998669066,5514.358756566567,3778.805000028098,1735.55375653847,1870.0,360.0,60.0,0
261,rand1800,12,12,12,8061.079,307,12,1,25,5450.644274496778,0.7654540999792516,6175.078987777009,3765.644274496778,2409.4347132802327,1535.0,291.0,60.0,0
262,rand1800,12,12,12,8674.749,400,12,1,25,5833.029518801424,0.726165600004606,6230.748583080402,3777.029518801425,2453.719064278977,2000.0,384.0,60.0,0
263,rand1800,12,12,12,7832.217,346,12,1,25,5743.649818373614,0.46643969998694956,5704.216505248122,3765.6498183736144,1938.5666868745066,1730.0,338.0,60.0,0
264,rand1800,12,12,12,8618.391,356,12,1,25,5762.644274496778,0.6618959999759682,6434.390934373433,3765.644274496778,2668.7466598766564,1780.0,344.0,60.0,0
265,rand1800,12,12,12,7801.857,328,12,1,25,5636.644274496778,0.6814715000218712,5781.856704676394,3765.644274496778,2016.2124301796173,1640.0,320.0,60.0,0
266,rand1800,12,12,12,7531.777,371,12,1,25,5936.644274496777,0.3504291999852285,5246.776909217492,3765.644274496778,1481.132634720715,1855.0,370.0,60.0,0
267,rand1800,12,12,12,9009.751,351,12,1,25,5756.644274496778,0.6230719999875873,6850.751002007474,3765.644274496778,3085.1067275106966,1755.0,344.0,60.0,0
268,rand1800,12,12,12,8455.343,384,12,1,25,5822.644274496777,0.7156772999733221,6116.343331822182,3765.644274496778,2350.6990573254047,1920.0,359.0,60.0,0
269,rand1800,12,12,12,7556.748,337,12,1,25,5745.734570970815,0.5390305999899283,5484.747958494468,3811.7345709708156,1673.01338752365,1685.0,327.0,60.0,0
270,rand1800,12,12,12,8051.32,337,12,1,25,5624.644274496778,0.7974648000090383,5988.319580307662,3765.644274496778,2222.6753058108857,1685.0,318.0,60.0,0
271,rand1800,12,12,12,7885.922,344,12,1,25,5676.606760318349,0.8491321000037715,5781.922144693032,3776.6067603183487,2005.3153843746832,1720.0,324.0,60.0,0
272,rand1800,12,12,12,8288.519,350,12,1,25,5833.935906364909,0.5248434999957681,6134.518521242874,3813.9359063649094,2320.5826148779647,1750.0,344.0,60.0,0
273,rand1800,12,12,12,8905.682,367,12,1,25,5689.519108032096,1.2406543000251986,6681.682239957728,3771.5191080320947,2910.1631319256376,1835.0,329.0,60.0,0
274,rand1800,12,12,12,8509.15,376,12,1,25,5888.644274496777,0.42663669999456033,6208.149590575206,3765.644274496778,2442.5053160784278,1880.0,361.0,60.0,0
275,rand1800,12,12,12,8198.629,361,12,1,25,5774.644274496777,0.5924136999819893,5988.629296940549,3765.644274496778,2222.9850224437696,1805.0,345.0,60.0,0
276,rand1800,12,12,12,8408.226,374,12,1,25,5813.717177360466,0.9558444000140298,6126.225668321044,3799.7171773604664,2326.508490960582,1870.0,352.0,60.0,0
277,rand1800,12,12,12,7885.662,350,12,1,25,5712.749893729169,0.9275941000087187,5744.6624388560895,3770.74989372917,1973.9125451269213,1750.0,331.0,60.0,0
278,rand1800,12,12,12,8123.25,341,12,1,25,5684.121825049299,0.8260501000040676,6041.250305151872,3814.1218250493,2227.128480102578,1705.0,317.0,60.0,0
279,rand1800,12,12,12,7965.456,332,12,1,25,5678.644274496778,0.5079740999790374,5920.4561482336685,3765.644274496778,2154.811873736889,1660.0,325.0,60.0,0
280,rand1800,12,12,12,7922.468,374,12,1,25,5870.644274496777,0.7267171999847051,5630.468436133915,3765.644274496778,1864.8241616371388,1870.0,362.0,60.0,0
281,rand1800,12,12,12,8972.318,357,12,1,25,5672.644274496778,0.9477455999876838,6796.318369613544,3765.644274496778,3030.67409511677,1785.0,331.0,60.0,0
282,rand1800,12,12,12,8169.439,320,12,1,25,5603.1121291453155,0.40402580000227317,6196.4394274888255,3769.112129145316,2427.3272983435104,1600.0,313.0,60.0,0
283,rand1800,12,12,12,8663.594,343,12,1,25,5678.644274496778,0.7952619999996386,6558.593607841506,3765.644274496778,2792.9493333447267,1715.0,330.0,60.0,0
284,rand1800,12,12,12,7914.419,354,12,1,25,5798.644274496777,0.44271430000662804,5734.418979464971,3765.644274496778,1968.774704968194,1770.0,350.0,60.0,0
285,rand1800,12,12,12,8181.2,362,12,1,25,5816.644274496778,0.6318495000014082,5963.199752276169,3765.644274496778,2197.555477779395,1810.0,348.0,60.0,0
286,rand1800,12,12,12,8354.013,381,12,1,25,5690.644274496778,0.6849082999979146,6027.012720019816,3765.644274496778,2261.3684455230373,1905.0,362.0,60.0,0
287,rand1800,12,12,12,8383.093,384,12,1,25,5936.461661626773,0.3212698000133969,6027.09266221355,3827.461661626774,2199.6310005867776,1920.0,376.0,60.0,0
288,rand1800,12,12,12,7692.118,312,12,1,25,5551.257754944905,0.501248399988981,5768.117931114151,3771.257754944905,1996.8601761692466,1560.0,304.0,60.0,0
289,rand1800,12,12,12,8042.496,307,12,1,25,5468.644274496778,0.5324988999927882,6154.49571458546,3765.644274496778,2388.851440088683,1535.0,293.0,60.0,0
290,rand1800,12,12,12,7832.945,349,12,1,25,5600.644274496778,0.6109297999937553,5690.945393409157,3765.644274496778,1925.30111891238,1745.0,337.0,60.0,0
291,rand1800,12,12,12,7911.557,342,12,1,25,5702.644274496778,0.6756050999974832,5808.556746378438,3765.644274496778,2042.9124718816627,1710.0,333.0,60.0,0
292,rand1800,12,12,12,7867.477,338,12,1,25,5648.644274496778,0.7129186000092886,5793.4772599116,3765.644274496778,2027.8329854148265,1690.0,324.0,60.0,0
293,rand1800,12,12,12,8253.993,310,12,1,25,5522.644274496778,0.4915423000056762,6341.992986298777,3765.644274496778,2576.348711802,1550.0,302.0,60.0,0
294,rand1800,12,12,12,7484.208,314,12,1,25,5546.644274496778,0.4789230000169482,5547.207783490343,3765.644274496778,1781.5635089935658,1570.0,307.0,60.0,0
295,rand1800,12,12,12,7985.963,317,12,1,25,5569.194360971945,0.7082839999930002,6039.9631284512325,3807.1943609719447,2232.7687674792883,1585.0,301.0,60.0,0
296,rand1800,12,12,12,8834.169,333,12,1,25,5630.644274496778,0.4361031999869738,6789.169223366012,3765.644274496778,3023.5249488692334,1665.0,320.0,60.0,0
297,rand1800,12,12,12,8495.56,361,12,1,25,5756.644274496777,0.8117308000219055,6290.560362814335,3765.644274496778,2524.9160883175623,1805.0,340.0,60.0,0
298,rand1800,12,12,12,7945.229,349,12,1,25,5684.644274496778,0.7242377000220586,5811.229436019548,3765.644274496778,2045.5851615227734,1745.0,329.0,60.0,0
299,rand1800,12,12,12,9456.152,350,21,1,25,5639.828926339974,0.4974457999924198,7307.151760868552,3836.828926339974,3470.322834528579,1750.0,312.0,87.0,9
300,rand1800,12,12,12,8537.127,395,12,1,25,6014.0256134318015,0.6519799999950919,6131.126719670523,3833.0256134318024,2298.1011062387224,1975.0,371.0,60.0,0
