case,strategy,source_count,cleared_channels,all_cleared,total_virtual_time_s,search_end_time_s,measure_total,measure_search,measure_post,measure_search_no_signal,measure_post_no_signal,measure_post_direction,clear_total,clear_post_success,clear_post_fail,stations_search,stations_post,distance_m,distance_post_m,wall_time_s
96,B,12,12,1,9742.212,6282.8719793931805,414,367,47,343,34,13,12,12,0,27,59,36181.059231814936,15771.699334849034,1.230184600019129
96,C,12,12,1,8193.447,6047.24732733897,415,401,14,377,5,9,12,11,0,30,25,28257.23289504538,10070.996258350551,0.33590299999923445
97,B,16,16,1,8971.562,5400.21718717348,388,305,83,276,69,14,16,16,0,24,60,32932.80828112885,15076.722345261429,0.824087499990128
97,C,16,16,1,7737.2,4479.369788528068,338,256,82,227,66,16,16,16,0,23,55,28226.000147379003,13504.151204738677,0.8884858000092208
98,B,16,16,1,7958.012,4603.24801460471,302,257,45,227,29,16,16,13,0,23,36,30390.061623019905,15153.821549996355,0.4870846999983769
98,C,16,16,1,9836.201,5812.752387083912,443,355,88,326,72,16,16,15,0,30,54,35596.005757017665,17202.243821598102,0.681776199984597
99,B,15,15,1,8796.922,6068.451314287262,357,330,27,300,14,13,15,14,0,28,41,32989.61122157757,12567.354650141258,0.7271949999849312
99,C,15,15,1,9890.498,5824.5264323263955,442,366,76,338,58,18,15,15,0,29,61,35917.491362831584,17769.859201199604,0.8589412999863271
100,B,14,14,1,8331.218,6135.658802423298,359,336,23,308,10,13,14,12,0,29,35,30596.0906704272,10042.796658310725,0.6344586000195704
100,C,14,14,1,8285.887,5866.5264323263955,402,373,29,345,14,15,14,14,0,29,43,29099.435919642085,10951.803758010123,0.8613736999977846
101,B,11,11,1,8196.552,6622.4511154165475,406,390,16,368,12,4,11,4,0,34,20,28597.761862567557,7355.506285484824,0.39285380000364967
101,C,11,11,1,9010.205,6211.445389991586,461,421,40,400,29,11,11,9,0,31,37,31041.026608109412,12658.79965815148,0.6712253000005148
102,B,13,13,1,8510.164,6282.08641347564,378,364,14,338,2,12,13,12,0,28,26,30915.81833107896,10445.386263700748,0.3780294999887701
102,C,13,13,1,8518.051,5902.526432326396,396,379,17,353,2,15,13,13,0,29,30,30420.25561765579,12272.623456023814,0.4601220000186004
103,B,11,11,1,8722.432,6448.158913535906,402,386,16,364,9,7,11,9,0,29,25,31332.15997334481,10716.365405665265,0.3493132000148762
103,C,11,11,1,9683.583,6472.526432326396,519,474,45,454,37,8,11,11,0,29,35,32697.913983533603,14550.28182190163,0.32216070001595654
104,B,10,10,1,9372.512,6576.752332402745,434,403,31,384,22,9,10,7,0,30,32,33707.562221682914,12983.80055966918,0.26361130000441335
104,C,10,10,1,8539.069,6134.439781970747,429,414,15,395,5,10,10,9,0,30,21,29610.344608552554,11378.145698698816,0.2756177000119351
105,B,11,11,1,8143.349,6349.11690436658,378,367,11,345,5,6,11,8,0,30,19,29131.744388027797,8466.1598661949,0.30481289999443106
105,C,11,11,1,9366.833,6316.526432326396,504,448,56,428,46,10,11,11,0,29,39,31534.166970775474,13386.534809143503,0.5048061000125017
106,B,12,12,1,8703.485,6329.266745675615,379,364,15,340,4,11,12,9,0,30,24,31887.42728376368,11231.093555385602,0.3609899999864865
106,C,12,12,1,8655.077,6249.0941859928125,437,421,16,398,5,11,12,10,0,31,25,29900.387257877595,11329.916327913548,0.3304303000040818
107,B,15,15,1,9244.002,6325.497119512731,396,372,24,342,10,13,15,14,0,28,37,34025.0094411551,13577.523843591453,0.4936129000270739
107,C,15,15,1,10370.577,5921.898596839826,502,376,126,349,113,13,15,13,0,31,58,36447.882752344376,18163.389768145265,0.5904205999977421
108,B,10,10,1,8216.429,6555.112307820741,409,400,9,380,5,3,10,7,0,30,15,28592.144210012313,7886.582670908612,0.1779433999909088
108,C,10,10,1,8964.752,6261.673049859155,458,434,24,415,13,11,10,9,0,30,33,30918.761063663173,12650.395814367386,0.4324118999938946
109,B,11,11,1,8562.72,6282.8719793931805,389,367,22,346,13,9,11,11,0,27,22,30923.59974191559,10514.239844949681,0.2803006000176538
109,C,11,11,1,9770.18,6384.0685351195925,528,456,72,436,58,14,11,9,0,31,43,32795.89867589976,14600.556000301813,0.5764025999815203
110,B,14,14,1,8651.265,6266.939969996669,384,349,35,321,23,12,14,11,0,30,46,31511.32307899847,10716.623229015137,0.765367799991509
110,C,14,14,1,8834.706,5998.526432326396,441,395,46,368,28,18,14,14,0,29,46,30698.532054791598,12550.899893159632,0.599340899992967
111,B,16,16,1,8466.035,5455.917761604188,339,302,37,271,24,13,16,13,0,27,42,31875.177256446514,13725.588448425571,0.5093801000039093
111,C,16,16,1,9348.511,5090.551058281916,408,302,106,273,86,20,16,16,0,26,65,34187.55463052879,17789.799339119207,1.0649786999856587
112,B,10,10,1,8632.595,6294.8719793931805,385,369,16,349,6,10,10,10,0,27,26,31402.973234268502,10993.613337302584,0.37924230002681725
112,C,10,10,1,9809.231,6352.526432326396,540,454,86,437,74,12,10,10,0,29,47,32631.155865584227,14483.523703952253,0.4963778000092134
113,B,16,16,1,9617.197,5490.171542716545,331,290,41,259,20,21,16,15,0,26,49,37855.98744405355,19125.12973047078,0.8458197000145447
113,C,16,16,1,8076.802,4972.854133701501,306,280,26,249,11,14,16,15,0,27,40,30869.00844503923,14424.73777653173,0.7734767999791075
114,B,14,14,1,8979.175,6219.897840668473,348,332,16,304,2,14,14,9,0,32,25,34145.87479778002,13126.38559443766,0.345656899997266
114,C,14,14,1,9920.725,5664.897453730739,442,338,104,312,92,12,14,13,0,30,58,36093.62335209562,17929.13608344193,0.8399607000174001
115,B,11,11,1,8424.022,6350.662614650373,392,377,15,355,8,7,11,10,0,28,25,30140.109554810137,9716.796481558262,0.21368640000582673
115,C,11,11,1,9502.374,6419.634801997167,526,448,78,428,68,10,11,9,0,31,40,31516.86970766745,12903.695697681607,0.4877288999850862
116,B,16,16,1,8989.217,6077.8254485676125,375,341,34,310,24,10,16,12,0,30,41,33396.083856801175,13331.956613963106,0.4854324999905657
116,C,16,16,1,10299.931,5729.048952982977,544,375,169,347,153,16,16,14,0,30,74,34899.652842042,17549.40807712711,0.8477656999893952
117,B,13,13,1,9064.47,6263.83422619573,390,355,35,329,23,12,13,11,0,29,46,33422.35043998368,12798.179309005023,0.8823139000160154
117,C,13,13,1,8390.955,5973.691114666431,415,389,26,363,15,11,13,12,0,30,38,29264.775301501857,11086.319728169727,0.4729924999992363
118,B,10,10,1,9251.919,6426.8719793931805,422,391,31,371,20,11,10,10,0,27,41,33464.59608629369,13055.236189327796,0.5690717999823391
118,C,10,10,1,9090.105,6322.7801582063275,495,447,48,428,36,12,10,9,0,30,52,30535.527163462008,12351.626372430372,0.7939539999933913
119,B,14,14,1,8507.085,5984.402559594008,333,312,21,284,11,10,14,12,0,29,33,32260.427420118536,11743.414622148503,0.5855714000063017
119,C,14,14,1,9880.825,5872.5264323263955,497,374,123,349,107,16,14,14,0,29,55,34204.12535068048,16056.493189048511,0.9387906999909319
120,B,13,13,1,9003.06,6226.667353346518,374,339,35,313,24,11,13,9,0,31,44,33605.29964479726,12736.96287806469,0.7526169999910053
120,C,13,13,1,8662.857,5734.5264323263955,372,351,21,325,7,14,13,13,0,29,34,31879.283859567582,13731.651697935618,0.44254849999560975
121,B,10,10,1,9146.286,6463.612223442019,424,388,36,369,27,9,10,8,0,29,39,32896.431812008384,12263.370694798286,0.5706776000151876
121,C,10,10,1,8855.701,6106.616247076969,468,412,56,393,45,11,10,9,0,30,41,30113.50712184438,11960.425886459545,0.3900763000128791
122,B,14,14,1,8589.633,6026.089935133362,352,323,29,295,15,14,14,13,0,28,42,32138.165399053018,11717.715723386216,0.6868274999724235
122,C,14,14,1,8727.146,6076.526432326396,457,408,49,381,39,10,14,14,0,29,38,29680.72810621128,11533.095944579307,0.5140360999794211
123,B,16,16,1,8460.38,5630.467856772288,333,312,21,282,6,15,16,15,0,26,34,31951.898982667866,13179.55969880642,0.3194655000115745
123,C,16,16,1,9594.149,4111.704632400724,550,273,277,247,252,25,16,15,0,20,73,31095.745897382254,18747.222735378622,1.2417474999965634
124,B,16,16,1,7942.901,5248.839383881776,316,302,14,271,1,13,16,14,0,25,28,29869.505109102683,12730.308189693791,0.3489780999952927
124,C,16,16,1,8815.803,5585.1929012195105,397,345,52,315,34,18,16,14,0,30,36,31809.014220961293,14278.049714863764,0.46506919999956153
125,B,10,10,1,8567.817,6738.289633288761,433,425,8,405,3,5,10,6,0,31,14,29624.085606127126,8777.63743968332,0.2194837999995798
125,C,10,10,1,8806.531,6244.526432326396,464,436,28,417,20,8,10,10,0,29,32,29967.654320489924,11820.022158857942,0.2336014000175055
126,B,12,12,1,8392.872,6530.326288088706,417,401,16,377,5,11,12,10,0,29,26,29194.359174894602,8617.727734451058,0.45425509999040514
126,C,12,12,1,10015.549,6100.5264323263955,536,412,124,391,109,15,12,12,0,29,54,33762.74507521386,15615.112913581894,0.6961917000007816
127,B,12,12,1,8746.039,6261.714410179895,375,354,21,330,11,10,12,9,0,30,30,32250.196798924662,11631.62474802519,0.45320650000940077
127,C,12,12,1,9097.404,6022.591474384365,445,398,47,375,36,11,12,11,0,30,38,31952.02094131884,13799.063569397005,0.4538719999836758
128,B,16,16,1,9313.642,6176.988595898766,388,358,30,327,15,15,16,14,0,28,39,34623.20853078925,14523.26555129541,0.41403089999221265
128,C,16,16,1,8377.774,5318.30848108931,439,334,105,306,94,11,16,14,0,28,44,28343.869872509407,11817.327467062869,0.5005489999894053
129,B,11,11,1,7909.713,6222.853152707973,363,348,15,326,6,9,11,8,0,30,23,28428.567295581346,7824.301532041477,0.40695340000092983
129,C,11,11,1,9015.055,5896.5264323263955,435,378,57,357,48,9,11,11,0,29,47,31900.27505778264,13752.642896150663,0.9088624000141863
130,B,13,13,1,8839.636,6456.2339771757115,425,387,38,362,27,11,13,9,0,31,28,31208.180514756008,10632.010628877439,0.24336950000724755
130,C,13,13,1,9199.286,6002.947630399393,477,389,88,365,78,10,13,12,0,30,46,31426.428360680828,13101.690208683856,0.5743146000022534
131,B,12,12,1,8382.39,6034.651654581185,345,324,21,300,11,10,12,11,0,28,32,31336.952494032554,10903.694221126634,0.46404619998065755
131,C,12,12,1,9114.393,6098.4256885577115,504,409,95,387,84,11,12,10,0,31,46,30176.96431019522,11999.83586740668,0.6370587999990676
132,B,12,12,1,8987.808,6492.8719793931805,423,402,21,378,9,12,12,12,0,27,33,32009.03881505026,11599.678918084363,0.4031072999932803
132,C,12,12,1,9052.957,6291.527443176882,495,443,52,420,39,13,12,11,0,30,38,30229.782969562097,12082.145753677692,0.3642342000093777
133,B,13,13,1,8710.921,6050.481066467425,340,323,17,297,4,13,13,11,0,29,28,33069.60579579397,12552.200463456853,0.4016445000015665
133,C,13,13,1,8610.372,5716.5264323263955,408,348,60,323,49,11,13,13,0,29,52,30616.858110304354,12469.22594867237,0.6470342999964487
134,B,10,10,1,8385.767,6514.314356147771,414,392,22,373,15,7,10,6,0,31,28,29348.83519675191,8632.263416013053,0.20025819999864325
134,C,10,10,1,9137.713,6256.184236534314,472,437,35,418,24,11,10,9,0,30,36,31398.56496051181,13247.643777840234,0.40558770002098754
135,B,16,16,1,7717.831,5291.120852732929,272,255,17,224,6,11,16,14,0,27,29,30069.155069559103,11308.550805894462,0.48596819999511354
135,C,16,16,1,8823.002,3361.5891755103576,468,215,253,187,235,18,16,16,0,16,83,29730.008245690282,19367.062368138493,1.1257309000066016
136,B,13,13,1,8707.356,6456.8719793931805,412,396,16,370,4,12,13,13,0,27,29,30881.781178856687,10472.421281890774,0.42987299998640083
136,C,13,13,1,8229.319,5892.28064776944,392,374,18,349,4,14,13,11,0,31,29,29106.595186744493,10910.191947897298,0.4179440000152681
137,B,12,12,1,9417.101,6419.856373676953,406,383,23,359,13,10,12,10,0,29,33,34680.50591234615,14116.224043961362,0.4895290000131354
137,C,12,12,1,8948.998,6178.824131014141,489,424,65,401,53,12,12,11,0,30,46,29874.98941440619,11720.868759335499,0.38480989998788573
138,B,14,14,1,8695.343,5970.925181100251,339,314,25,286,14,11,14,13,0,28,38,33041.71663394019,12627.090728438936,0.48397669999394566
138,C,14,14,1,10018.72,5930.6514364724735,470,378,92,353,80,12,14,13,0,30,57,35803.601315972715,17510.344133610357,0.4916411000012886
139,B,13,13,1,8992.018,6408.1144797078505,395,371,24,346,13,11,13,10,0,30,28,32850.089033674216,12009.516635134954,0.34100889999535866
139,C,13,13,1,9035.019,5914.696674532565,439,373,66,348,55,11,13,11,0,31,48,31825.096224889312,13486.61285222649,0.5885867000033613
140,B,12,12,1,8166.261,6512.331702954186,405,391,14,367,2,11,12,8,0,31,21,28416.30267449063,7679.644159719707,0.30743789998814464
140,C,12,12,1,8560.038,6132.020046305019,456,413,43,391,30,13,12,11,0,30,38,28935.19099168887,10685.090760163788,0.5501775000011548
141,B,13,13,1,8673.695,6287.9039399242765,374,357,17,331,8,9,13,11,0,29,28,31868.475620937952,11183.955921316558,0.48070350001216866
141,C,13,13,1,8805.425,5950.5264323263955,439,387,52,362,40,12,13,13,0,29,39,30652.125859538573,12504.493697906608,0.5560846999869682
142,B,15,15,1,8111.778,6005.014496171816,334,315,19,285,8,11,15,13,0,29,32,30218.88874717106,9688.816266311984,0.5185085999837611
142,C,15,15,1,9201.264,5526.022450157399,405,313,92,286,75,17,15,14,0,30,46,33536.31858208528,15316.206331298294,0.5877656000084244
143,B,14,14,1,8940.419,6069.1701176064935,351,330,21,302,10,11,14,13,0,28,34,33882.09665716562,13456.246069133143,0.43945350000285544
143,C,14,14,1,9725.052,6029.0496679656035,476,399,77,373,61,16,14,13,0,30,43,34070.26239107053,15915.014051242526,0.436763300007442
144,B,12,12,1,8666.868,6036.871979393181,345,326,19,302,7,12,12,12,0,27,31,32739.33846473457,12329.978567768669,0.45151699997950345
144,C,12,12,1,9439.48,6160.526432326396,538,422,116,401,103,13,12,12,0,29,49,30832.399162875234,12684.767001243243,0.779316000000108
145,B,15,15,1,8858.435,5998.490965687752,341,314,27,284,15,12,15,13,0,29,40,33782.17305635937,13254.718227920599,0.6992899999895599
145,C,15,15,1,9013.299,5977.6352959246415,433,381,52,353,39,13,15,13,0,31,38,31731.496050739028,13318.319571115824,0.4866116999764927
146,B,15,15,1,9188.428,6387.627962432136,403,367,36,338,25,11,15,10,0,32,42,33607.14127084607,12799.001458685381,0.46250910000526346
146,C,15,15,1,10765.602,5771.608012094862,512,349,163,322,152,11,15,13,0,31,81,38193.01244505142,19849.972384577108,0.7075754000106826
147,B,15,15,1,8751.822,6336.051254912536,403,369,34,340,24,10,15,12,0,30,37,31389.11033421924,10848.85405965655,0.4680468999722507
147,C,15,15,1,11026.765,6154.526432326396,567,421,146,394,127,19,15,15,0,29,68,37883.82688967428,19736.19472804233,0.6633197000192013
148,B,14,14,1,8300.232,6221.687123208551,359,344,15,316,3,12,14,8,0,33,23,30426.15760901472,9782.721992971972,0.3626548000029288
148,C,14,14,1,9899.688,5746.710078738421,462,344,118,318,104,14,14,13,0,30,68,35388.4378808752,16994.887487183096,0.7496809999865945
149,B,10,10,1,9103.606,6555.058026620991,437,410,27,390,19,8,10,9,0,28,36,32263.030940210905,11807.74080710595,0.4625684999919031
149,C,10,10,1,9383.384,6376.805493902733,508,449,59,430,51,8,10,8,0,31,49,31601.921839487703,13232.894369974038,0.5034600000071805
150,B,16,16,1,7131.226,4294.945466570072,269,241,28,210,12,16,16,15,0,20,43,27261.12976988374,13036.402437033372,0.6807011000055354
150,C,16,16,1,9334.29,5794.526432326396,403,361,42,330,27,15,16,16,0,29,58,34326.44761682542,16178.815455193435,1.1019037000078242
151,B,10,10,1,9079.909,6716.985945585818,453,433,20,413,8,12,10,8,0,29,28,31624.5469689051,11074.617240976007,0.41578039998421445
151,C,10,10,1,8236.105,6106.526432326396,432,413,19,393,8,10,10,10,0,29,28,28025.52637343683,9877.894211804854,0.4189067999832332
152,B,15,15,1,9183.73,6027.748293016833,342,318,24,288,12,12,15,13,0,29,37,35358.65247846841,14804.91101338424,0.6805093000002671
152,C,15,15,1,9081.818,5842.411458446071,386,360,26,331,16,10,15,13,0,31,30,33519.09203823523,15152.034746004867,0.3211618999775965
153,B,10,10,1,8061.139,6280.605091818823,371,363,8,343,0,8,10,9,0,28,17,28935.695821418063,8442.670362323945,0.23030689998995513
153,C,10,10,1,8352.05,6320.8027396998705,461,447,14,428,5,9,10,9,0,30,20,27705.248215878233,9531.234517378884,0.18885279999813065
154,B,10,10,1,8560.532,6600.952205625443,431,416,15,396,9,6,10,8,0,29,23,29672.660536935407,9192.8995088082,0.3605616000131704
154,C,10,10,1,8900.184,6532.526432326396,532,484,48,465,38,9,10,10,0,29,40,28415.92089229474,10268.288730662764,0.580997999990359
155,B,12,12,1,8738.669,6414.783416862377,404,381,23,357,14,9,12,9,0,30,32,31363.343836641387,10789.426752329502,0.40489149998757057
155,C,12,12,1,7925.094,6240.575593907176,446,428,18,406,10,8,12,10,0,31,26,26000.469945420406,7682.591975884521,0.2251074000087101
156,B,10,10,1,8552.788,6714.896839517173,450,437,13,417,6,7,10,9,0,28,22,29048.940598469584,8604.45640088372,0.3218281000154093
156,C,10,10,1,8155.844,6238.526432326396,458,435,23,417,11,12,10,10,0,29,26,26829.221559519472,8681.589397887494,0.3192451999930199
157,B,13,13,1,9357.018,6079.805409977308,348,328,20,302,7,13,13,11,0,29,31,36075.088597865324,15561.061547978792,0.41999680001754314
157,C,13,13,1,8419.758,5833.736312490015,379,364,15,338,4,11,13,12,0,30,27,30428.79008144127,12200.108518991206,0.44418120000045747
158,B,15,15,1,9211.486,6043.621701618107,363,318,45,288,31,14,15,12,0,30,57,34967.42790002537,14359.31939193484,1.1641137000115123
158,C,15,15,1,9733.884,6009.608597777715,477,386,91,358,77,14,15,13,0,31,55,34089.42184280634,15666.378853917775,0.9415098000026774
159,B,12,12,1,8641.052,6533.332799492722,419,400,19,376,9,10,12,10,0,29,29,30390.258317014348,9768.59431955074,0.47412959998473525
159,C,12,12,1,9292.652,6232.526432326396,500,434,66,412,52,14,12,12,0,29,49,31233.262454703367,13085.630293071395,0.5894628999812994
160,B,12,12,1,8544.363,6262.069728983189,376,360,16,336,4,12,12,11,0,28,27,31176.81723108767,10686.468586171737,0.4216213999898173
160,C,12,12,1,7986.885,5971.6897149721635,405,388,17,364,6,11,12,11,0,30,28,27519.42252823911,9320.973953378305,0.5317838999908417
161,B,15,15,1,9089.775,6084.8719793931805,354,334,20,305,5,15,15,15,0,27,33,34498.876521142935,14089.516624177028,0.4816710999875795
161,C,15,15,1,10639.667,6015.273509936816,511,396,115,369,100,15,15,14,0,30,65,37568.3342092945,19391.966659610425,1.162028199993074
162,B,13,13,1,8964.596,6398.878236668978,411,382,29,356,17,12,13,11,0,29,40,32272.981757524893,11783.590574179998,0.6824428999971133
162,C,13,13,1,9253.223,6154.459425808153,474,420,54,395,41,13,13,12,0,30,43,31851.115619430995,13698.818490390231,0.7066968999861274
163,B,14,14,1,8331.401,6042.621920575322,338,316,22,289,13,9,14,11,0,30,31,31242.00696029526,10578.897357418642,0.3253787999856286
163,C,14,14,1,9532.841,5896.908419028117,454,376,78,350,64,14,14,12,0,31,63,33809.206152920364,15649.664057779773,1.1133374000201002
164,B,15,15,1,8969.92,6214.361231546198,382,354,28,325,17,11,15,14,0,28,40,33114.59908271103,12682.79292498004,0.5591862000001129
164,C,15,15,1,9624.956,6034.526432326396,495,401,94,373,80,14,15,15,0,29,55,32959.77894338372,14812.146781751744,0.9279779999924358
165,B,10,10,1,8954.457,6342.8719793931805,404,377,27,357,17,10,10,10,0,27,37,32497.285534419803,12087.925637453893,0.6027748000051361
165,C,10,10,1,9089.918,6124.526432326396,469,416,53,397,39,14,10,10,0,29,39,31219.59063148252,13071.95846985055,0.3751868999970611
166,B,15,15,1,8960.959,6210.865512988419,375,349,26,319,16,10,15,11,0,31,37,33274.79653178028,12785.468966838193,0.7011493000027258
166,C,15,15,1,8569.213,5512.5264323263955,345,314,31,285,15,16,15,15,0,29,44,32211.066985428715,14063.434823796752,0.8655601000064053
167,B,12,12,1,8815.018,6472.935458204262,401,392,9,368,1,8,12,9,0,30,18,31760.089677654134,11225.4123866328,0.21108409998123534
167,C,12,12,1,9865.912,6211.660863558864,516,424,92,402,78,14,12,11,0,30,56,33634.55968406182,15316.255366267496,0.6664200000232086
168,B,15,15,1,8050.736,5910.794562977462,316,303,13,273,5,8,15,14,0,28,27,30428.678476259545,9984.705661372236,0.40011640000739135
168,C,15,15,1,9335.117,5824.5264323263955,433,366,67,338,52,15,15,15,0,29,49,33400.58698256309,15252.954820931109,0.6327392999955919
169,B,11,11,1,8765.042,6563.491317016057,431,402,29,380,22,7,11,8,0,30,37,30745.212005922298,10057.755420842008,0.6799708000035025
169,C,11,11,1,9211.494,6285.035030045976,467,436,31,415,17,14,11,10,0,30,39,31877.471513255896,13552.296363026024,0.5795481000095606
170,B,12,12,1,8386.097,6483.68530707727,408,397,11,373,1,10,12,11,0,28,22,29405.486735597522,8917.060200211163,0.28484119998756796
170,C,12,12,1,9989.171,6316.526432326396,514,448,66,425,50,16,12,12,0,29,47,34345.85745013243,16198.225288500465,0.36264479998499155
171,B,16,16,1,9107.405,5487.505989660036,412,341,71,313,53,18,16,15,0,24,45,32862.02397721231,15674.494028912117,0.689987400022801
171,C,16,16,1,9264.607,5674.5264323263955,377,341,36,310,19,16,16,16,0,29,47,34723.03437527098,16575.40221363901,0.6337265000038315
172,B,16,16,1,7827.93,5905.622406466506,328,316,12,285,1,11,16,11,0,31,22,28919.650304152197,8991.538271819665,0.3332132000068668
172,C,16,16,1,9176.367,5632.124562277532,427,358,69,328,57,12,16,14,0,30,58,32776.83610117346,15401.213289785805,0.7306645999778993
173,B,15,15,1,8310.897,6058.6810153313945,334,322,12,292,3,9,15,12,0,30,24,31179.483615660232,10616.078539003269,0.31315050000557676
173,C,15,15,1,9815.014,6149.485191306775,511,412,99,384,87,12,15,13,0,31,57,33465.06789874369,15122.641942209815,0.8483169999963138
174,B,15,15,1,8699.784,6220.624163044741,381,349,32,320,20,12,15,13,0,29,35,31773.919165163115,11185.79834993941,0.5022405999770854
174,C,15,15,1,9289.461,5854.713971651974,456,370,86,343,69,16,15,14,0,30,51,32487.302968016276,14333.733109756411,0.6605456999968737
175,B,10,10,1,8091.49,6433.27737736299,401,391,10,371,3,7,10,9,0,28,19,28197.452200736498,7781.065313921548,0.3187873999995645
175,C,10,10,1,9520.202,6244.526432326396,490,436,54,417,41,13,10,10,0,29,45,32801.009128151076,14653.376966519094,0.47601620000205
176,B,12,12,1,8709.402,6119.667164499865,351,337,14,313,3,11,12,11,0,28,25,32747.01096691767,12278.675144418343,0.3573243000137154
176,C,12,12,1,10016.092,5914.5264323263955,431,381,50,358,36,14,12,12,0,29,59,37040.45775069512,18892.825589063137,0.8782847999827936
177,B,11,11,1,8857.784,6631.729054367479,433,415,18,393,14,4,11,9,0,29,27,31098.91914210397,10435.273870266577,0.36904150000191294
177,C,11,11,1,8869.902,6252.651807075766,464,436,28,415,16,11,11,10,0,30,28,30229.508734534975,12066.249699156157,0.27759129999321885
178,B,12,12,1,8803.584,6170.1710836615375,366,338,28,314,16,12,12,10,0,29,38,32832.921467620065,12167.066049312374,0.6662005999824032
178,C,12,12,1,9671.012,5968.5264323263955,439,390,49,367,35,14,12,12,0,29,56,35075.058138356006,16927.42597672405,1.2049795000057202
179,B,14,14,1,9132.103,6156.342145343485,367,345,22,317,11,11,14,13,0,28,35,34365.515137914044,13953.804411196612,0.6798371000040788
179,C,14,14,1,8812.233,5869.321614852115,419,361,58,334,47,11,14,12,0,31,42,31266.16630679666,12794.558232536101,0.5954448000120465
180,B,16,16,1,8217.102,5648.886702810402,322,302,20,271,7,13,16,13,0,28,33,31075.51016305554,11961.076649003533,0.5716226999938954
180,C,16,16,1,7904.79,4324.451119396962,401,296,105,270,86,19,16,14,0,21,35,27133.949157368625,14436.69356038382,0.45759520001593046
181,B,15,15,1,9465.937,6269.094462963388,424,354,70,325,57,12,15,13,0,29,53,34374.684650862306,13694.21233604537,0.8377840000030119
181,C,15,15,1,9923.493,5836.44436523348,434,367,67,338,51,16,15,14,0,30,61,36437.4646283217,18285.2428021543,0.6410344000032637
182,B,15,15,1,8531.187,5982.871979393181,331,317,14,287,1,13,15,15,0,27,29,32365.935537378802,11956.575640412902,0.4765602000115905
182,C,15,15,1,8285.366,5425.426365525192,316,292,24,262,8,16,15,14,0,30,38,31631.831618303113,13284.69979067716,0.6199615999939851
183,B,11,11,1,8488.889,6369.260794545675,397,377,20,355,12,8,11,9,0,29,29,30324.444439503386,9833.140466775012,0.4489861000038218
183,C,11,11,1,8693.376,6238.526432326396,454,435,19,413,5,14,11,11,0,29,30,29616.878568425236,11469.246406793272,0.48219870001776144
184,B,12,12,1,8213.95,6057.031042766275,346,323,23,299,9,14,12,11,0,28,34,30454.748503879167,9879.593290047796,0.57152810000116
184,C,12,12,1,8258.522,5878.526432326396,391,375,16,351,3,13,12,12,0,29,28,29287.6084081956,11139.976246563632,0.36466039999504574
185,B,15,15,1,8652.987,5911.8173892833565,304,288,16,258,3,13,15,11,0,31,27,33799.932549161924,12975.845602745156,0.2786385999934282
185,C,15,15,1,8449.392,5842.066101522801,386,357,29,327,18,11,15,11,0,33,40,30386.959450186925,11981.628942572925,0.7120239000068977
186,B,15,15,1,9649.994,6270.75126031698,397,364,33,334,18,15,15,14,0,28,47,36069.97091360323,15656.214612018335,0.6338495000090916
186,C,15,15,1,8913.738,5650.5264323263955,380,337,43,308,24,19,15,15,0,29,39,32853.689519664615,14706.057358032636,0.6406102000037208
187,B,13,13,1,8791.751,6215.871999147149,372,355,17,329,5,12,13,12,0,28,29,32513.754705514333,12104.394709778591,0.3442741999751888
187,C,13,13,1,9793.508,5982.480431886767,510,388,122,365,110,12,13,11,0,31,54,33452.53876539606,15225.136605962225,0.6504836000094656
188,B,11,11,1,8478.166,6375.430253328043,396,372,24,350,15,9,11,8,0,30,32,30305.830455176823,9658.679188536611,0.40402779998839833
188,C,11,11,1,8382.287,6346.526432326396,467,453,14,431,2,12,11,11,0,29,25,27646.43290362899,9498.800741997013,0.3140292999742087
189,B,11,11,1,8314.64,6379.81189298621,398,376,22,354,16,6,11,8,0,30,30,29448.202274477087,8899.142809546041,0.47083390000625513
189,C,11,11,1,9835.564,6190.526432326396,529,427,102,408,92,10,11,11,0,29,51,33112.82123434522,14965.189072713238,0.43558849999681115
190,B,10,10,1,8472.755,6484.502186087534,410,397,13,377,4,9,10,8,0,29,21,29848.775421663773,9381.264491226106,0.28014360001543537
190,C,10,10,1,8034.376,6183.861515891932,450,425,25,407,15,10,10,9,0,30,24,26491.879720193985,8342.572140734326,0.3460019000049215
191,B,15,15,1,9083.499,6431.5021636883,390,377,13,347,1,11,15,12,0,30,24,33367.49694930789,12589.98613086639,0.30641029999242164
191,C,15,15,1,10352.785,5788.5264323263955,527,360,167,333,152,15,15,15,0,29,73,35683.92606203378,17536.2939004018,0.8120725000044331
192,B,13,13,1,8411.856,6237.227744165181,373,356,17,330,5,12,13,12,0,28,29,30584.2796599244,10098.140939098488,0.45779859999311157
192,C,13,13,1,8436.406,5843.298873489558,398,368,30,343,18,12,13,12,0,30,38,30012.030435644414,11855.536068196627,0.46118610000121407
193,B,14,14,1,8954.718,6419.6971658772845,403,373,30,346,19,11,14,11,0,30,32,32428.59234389348,11590.10651450705,0.21672279998892918
193,C,14,14,1,10362.32,5990.603502039456,481,390,91,365,70,21,14,13,0,30,69,37161.60025988558,18928.582749688318,0.7494874999974854
194,B,11,11,1,7971.657,6186.324483911379,361,348,13,326,5,8,11,10,0,28,23,28783.285385154948,8311.662965598054,0.39364900000509806
