case,strategy,source_count,cleared_channels,all_cleared,total_virtual_time_s,search_end_time_s,measure_total,measure_search,measure_post,measure_search_no_signal,measure_post_no_signal,measure_post_direction,clear_total,clear_post_success,clear_post_fail,stations_search,stations_post,distance_m,distance_post_m,wall_time_s
97,B,16,16,1,9306.345,4958.637958047453,570,320,250,294,239,11,16,13,0,23,54,29046.723114766086,13923.533324528813,0.7487877999956254
97,C,16,16,1,15365.247,6637.992644483121,1049,509,540,486,522,18,16,12,0,32,106,45061.232823622246,27236.269601206586,0.8733151000051294
98,B,16,16,1,8763.985,6247.855176691947,392,367,25,336,17,8,16,12,0,30,37,31749.925876371784,11615.649992912042,0.567879099980928
98,C,16,16,1,11373.658,6443.854392631363,745,496,249,472,229,20,16,15,0,29,68,34183.29192316172,16864.019960004905,0.7778225999791175
99,B,16,16,1,9670.795,5830.20862443064,472,343,129,314,116,13,16,14,0,27,43,33828.97612937883,15012.93300722562,0.5447402000136208
99,C,16,16,1,11276.017,6405.330469109899,737,484,253,460,236,16,16,14,0,30,69,33925.08311614926,16463.43077059976,0.6480508999957237
100,B,16,16,1,10984.368,6097.560577981242,557,385,172,359,154,18,16,13,0,28,57,37896.83912478065,19029.036234874427,0.5674078000010923
100,C,16,16,1,8819.097,5886.174674652821,491,404,87,375,67,19,16,16,0,28,44,28995.48509577068,11679.61172250658,0.516341000009561
101,B,16,16,1,8785.345,6419.417743180476,427,404,23,373,13,10,16,13,0,29,35,30791.726906624528,10884.63819072214,0.5517057999968529
101,C,16,16,1,10287.515,6250.942562966263,619,459,160,436,140,20,16,13,0,31,50,32552.57522396999,15137.862409138677,0.3214911000104621
102,B,16,16,1,9710.809,5879.226352818442,459,350,109,320,98,11,16,14,0,27,60,34499.044168080145,15647.912403987923,0.877237700013211
102,C,16,16,1,11877.459,6526.526432326396,731,483,248,457,230,18,16,16,0,29,73,37127.29616492966,18979.664003297672,0.8069350000005215
103,B,16,16,1,9323.826,6170.507419059702,471,400,71,371,60,11,16,13,0,28,49,32214.131085859844,13431.593990561321,0.5854497000109404
103,C,16,16,1,13819.105,6708.881215000088,920,511,409,489,390,19,16,14,0,31,86,41200.52683982347,23031.12076482302,0.8305838000087533
104,B,16,16,1,9052.215,5906.804396148596,402,354,48,324,41,7,16,13,0,28,37,32846.075455105216,14002.053474362232,0.4086226999934297
104,C,16,16,1,10043.875,6484.526432326396,627,476,151,450,135,16,16,16,0,29,45,31059.377415066472,12911.745253434488,0.5963836000009906
105,B,16,16,1,10153.422,6119.378497018141,561,394,167,369,154,13,16,15,0,26,52,33587.11028351659,14830.217798425856,0.48533369999495335
105,C,16,16,1,13958.031,6800.316708577248,1011,524,487,503,473,14,16,13,0,32,96,39065.15712184034,20853.573578954125,0.951549800025532
106,B,16,16,1,8059.976,5627.834076827914,379,339,40,310,27,13,16,13,0,27,46,28649.87782242667,10750.707438287103,0.6381400999962352
106,C,16,16,1,9103.114,5683.410224834625,495,425,70,397,52,18,16,14,0,27,41,30340.570649555466,14718.519525382342,0.4306569999898784
107,B,16,16,1,8549.892,5512.871418980402,397,340,57,312,49,8,16,13,0,26,36,30554.461816940446,13260.104722038432,0.33236820000456646
107,C,16,16,1,13242.54,6807.561053278324,899,523,376,501,358,16,16,14,0,31,81,38907.69843326555,20604.893166873917,0.6330197999777738
108,B,16,16,1,9773.514,6284.923468084929,477,381,96,352,88,8,16,12,0,30,46,34247.570536164865,14347.953195740218,0.6814110999985132
108,C,16,16,1,12643.408,5854.199300608341,947,457,490,435,470,20,16,16,0,25,88,34462.038606861184,18896.042103819484,0.7547645000158809
109,B,16,16,1,9156.702,6244.157538662448,497,415,82,388,67,15,16,15,0,26,35,30518.507678780617,11767.719985468371,0.40714999998454005
109,C,16,16,1,14189.107,6429.900649436504,900,462,438,438,420,18,16,14,0,31,99,43615.53633771076,25371.033090528246,1.0346946000063326
110,B,16,16,1,8850.716,5991.448237681696,395,356,39,325,31,8,16,12,0,29,40,32113.581856815046,12931.340668406563,0.5184682999970391
110,C,16,16,1,10184.979,6090.174674652821,519,438,81,410,60,21,16,16,0,28,57,35074.89541611661,17759.02204285249,0.6767382999823894
111,B,16,16,1,10657.763,6153.34250740874,592,396,196,369,185,11,16,14,0,27,61,35163.81642014182,16322.103883098094,0.786197200010065
111,C,16,16,1,14899.243,6708.238245809226,1076,511,565,489,546,19,16,14,0,31,101,41836.21350313572,23670.02227408957,0.8945535999955609
112,B,16,16,1,9211.555,5925.853082050383,384,345,39,314,29,10,16,11,0,30,50,34292.776265780434,15133.51085552851,0.8170626999926753
112,C,16,16,1,9839.077,6545.037552241707,566,479,87,450,71,16,16,14,0,31,46,31865.385120198556,13555.197358990034,0.5463757999823429
113,B,16,16,1,7634.036,5172.09403675098,416,352,64,324,56,8,16,13,0,23,33,25370.18168482156,10139.711501066657,0.3769614999764599
113,C,16,16,1,14110.16,6736.511044125095,896,529,367,508,344,23,16,14,0,30,95,43355.798169405745,25588.242948780262,1.013578200014308
114,B,16,16,1,8024.881,5925.048062101495,396,361,35,334,23,12,16,15,0,26,31,27869.404531471973,9094.16422096449,0.4063903000205755
114,C,16,16,1,9188.177,5733.174468649862,510,398,112,370,96,16,16,14,0,28,54,30280.8835248756,13600.011181626303,0.5455534999782685
115,B,16,16,1,9131.933,5836.054366470981,410,343,67,313,60,7,16,14,0,27,49,33079.666345855905,14234.39451350098,0.506590100005269
115,C,16,16,1,14648.997,6499.552398478687,998,504,494,481,476,18,16,14,0,30,102,42929.986179939115,25597.224187545664,0.8311198000155855
116,B,16,16,1,8547.284,5545.2723663395445,378,320,58,290,48,10,16,13,0,27,42,31036.421775203515,12980.059943505803,0.5218792000086978
116,C,16,16,1,12001.859,6084.174674652821,722,437,285,412,266,19,16,16,0,28,87,38019.296110076575,20703.422736812463,0.7479195999912918
117,B,16,16,1,9940.151,6024.090312880921,495,363,132,334,122,10,16,11,0,30,47,34470.75533599146,15360.303771586841,0.42567899997811764
117,C,16,16,1,13709.542,6122.176590204425,886,472,414,449,395,19,16,14,0,28,96,41642.70960945744,25236.826658435293,1.0564420000009704
118,B,16,16,1,8150.416,5660.866603971001,330,300,30,270,22,8,16,11,0,30,25,30492.079636717008,11307.746616862,0.3158228999818675
118,C,16,16,1,9777.162,6105.489034914633,560,433,127,406,115,12,16,13,0,31,56,31760.811285749074,14293.366111175921,0.489041199994972
119,B,16,16,1,9406.34,5987.1197264309285,459,370,89,342,80,9,16,14,0,27,49,32931.699600370564,14141.10096821592,0.515067000000272
119,C,16,16,1,14888.838,6806.7277615634275,1080,523,557,502,541,15,16,13,0,32,99,41669.19159516562,23395.552787348483,0.9092976999818347
120,B,16,16,1,8578.388,6083.636332818403,443,386,57,358,47,10,16,14,0,27,32,29266.937513738365,10473.755849646346,0.4227713999862317
120,C,16,16,1,11077.338,5910.174674652821,570,408,162,379,145,17,16,16,0,28,77,38046.69076142233,20730.817388158226,0.8288989000138827
121,B,16,16,1,8857.186,5806.159389177757,374,336,38,306,29,9,16,14,0,27,38,32725.930831145917,13820.13388525713,0.4492245999863371
121,C,16,16,1,13380.958,6639.8008346862425,852,501,351,478,330,21,16,15,0,30,77,41014.7916138002,22865.787440368986,0.7675755000091158
122,B,16,16,1,8613.756,5758.383988082591,352,315,37,286,25,12,16,10,0,31,39,32223.782017794896,13026.862077381951,0.26385499999742024
122,C,16,16,1,9913.75,5977.362035923325,513,418,95,389,78,17,16,15,0,29,57,33853.752398710356,16526.94221909373,0.6499794999836013
123,B,16,16,1,9220.014,6411.762030637337,487,412,75,385,65,10,16,14,0,28,39,31175.07202455977,11521.26187137307,0.34599440000602044
123,C,16,16,1,13995.258,6568.204982775802,981,513,468,492,453,15,16,13,0,31,92,40221.28898488402,22840.264071004985,0.6544928999792319
124,B,16,16,1,9180.33,6089.603942133399,408,369,39,339,25,14,16,12,0,29,47,33396.64822800861,14113.628517341614,0.4603317999863066
124,C,16,16,1,11360.766,6269.5450978121935,677,463,214,437,198,16,16,14,0,30,80,36228.83066569828,18816.105176637328,0.7708786000148393
125,B,16,16,1,9419.874,5890.2891645651225,487,355,132,328,126,6,16,15,0,26,46,32149.372105153616,13367.926282327984,0.3764558999973815
125,C,16,16,1,14604.4,6751.652449791354,1049,517,532,496,516,16,16,14,0,31,105,41222.00017385691,23018.73792490014,0.9166480000130832
126,B,16,16,1,8988.686,5819.26162619089,406,337,69,307,58,11,16,13,0,28,51,32458.427552770387,13542.119421815943,0.4750299000006635
126,C,16,16,1,9208.757,6024.174674652821,568,427,141,402,120,21,16,16,0,28,44,28618.78601126903,11302.912638004942,0.7314397000009194
127,B,16,16,1,9296.016,6265.305419238595,438,373,65,343,59,6,16,11,0,31,42,33030.081350504326,13013.55425431135,0.6314472999947611
127,C,16,16,1,13869.564,6610.58649173632,938,515,423,493,407,16,16,13,0,31,99,40862.817958300264,23329.885499618696,1.1524688999925274
128,B,16,16,1,8782.438,5717.509097640033,397,314,83,285,75,8,16,11,0,30,49,31662.189150809103,12614.643662608934,0.5378453999874182
128,C,16,16,1,9570.329,5680.199300608341,648,428,220,404,202,18,16,16,0,25,49,28046.645142166253,12480.648639124545,0.6690290000115056
129,B,16,16,1,8741.823,5882.765772021941,415,354,61,324,50,11,16,15,0,26,39,30964.11504395817,12190.286183848455,0.44920810000621714
129,C,16,16,1,14271.845,6713.916611777617,853,509,344,487,322,22,16,13,0,32,91,45504.2247855467,27274.6417266586,0.8471789000032004
130,B,16,16,1,9625.778,6139.647641349474,459,389,70,360,59,11,16,12,0,29,51,34073.88892148349,15140.650714736124,0.5844052000029478
130,C,16,16,1,10251.576,5982.174674652821,529,420,109,391,91,18,16,16,0,28,65,35077.87896061447,17762.005587350377,0.6182126000057906
131,B,16,16,1,9326.186,6104.07627359582,454,386,68,358,56,12,16,13,0,28,37,32650.931900448064,13780.550532468957,0.5067291000159457
131,C,16,16,1,14519.553,6562.932297939653,967,488,479,465,459,20,16,15,0,30,102,43242.76640629883,25088.10491660055,1.3023925000161398
132,B,16,16,1,8446.72,5592.230669244828,330,299,31,268,23,8,16,12,0,29,43,32053.59818635054,13157.444840126398,0.6370121999934781
132,C,16,16,1,9868.485,6454.07296046622,550,468,82,439,66,15,16,15,0,30,46,32487.427195056553,14277.062392725464,0.42672200000379235
133,B,16,16,1,9126.244,6176.624775784202,420,375,45,345,38,7,16,15,0,27,42,32711.218860700865,13098.09498177984,0.4407168999896385
133,C,16,16,1,12343.781,6794.232120086174,847,522,325,500,309,15,16,12,0,33,62,35923.906831129374,17707.74623069849,0.48523689998546615
134,B,16,16,1,7600.633,5475.75694151938,307,293,14,262,4,10,16,11,0,29,25,28423.16536053039,9954.380652933476,0.3860225999960676
134,C,16,16,1,10342.586,6018.174674652821,515,426,89,396,69,20,16,16,0,28,57,35967.928852193036,18652.055478928938,0.6687455000064801
135,B,16,16,1,8123.005,5305.230900508099,339,309,30,279,19,11,16,13,0,26,38,30130.026287039207,12943.871784498702,0.514458600024227
135,C,16,16,1,13296.272,6833.894271933242,913,525,388,503,372,15,16,13,0,32,80,38776.3614992983,20426.890139632073,0.8992413000087254
136,B,16,16,1,8187.775,5712.606710265049,351,324,27,294,20,7,16,14,0,27,29,30033.873521947302,11235.839970622052,0.36577579998993315
136,C,16,16,1,11231.736,6339.686607978565,612,450,162,421,147,15,16,15,0,30,75,37488.67978409491,19310.246744202082,0.985347300011199
137,B,16,16,1,8266.283,5970.114450661472,357,337,20,307,10,10,16,14,0,28,32,30281.414345577432,10585.84209227006,0.4081467999785673
137,C,16,16,1,11818.529,6476.889469027898,752,494,258,471,243,15,16,13,0,31,69,36192.64746706251,18698.200121923015,0.6839855000143871
138,B,16,16,1,8527.534,5817.80934024744,367,340,27,309,16,11,16,13,0,28,40,31317.670666034108,12498.623964796907,0.5062107999983709
138,C,16,16,1,10056.618,6005.317240011058,654,452,202,425,187,15,16,15,0,27,52,30298.091530628077,13851.505330572776,0.6227597999968566
139,B,16,16,1,8164.38,5913.192814017487,430,379,51,351,45,6,16,10,0,30,34,27601.901723236988,9550.937653149535,0.2605191000038758
139,C,16,16,1,13283.719,6767.520064389136,971,522,449,502,430,19,16,15,0,30,73,36948.59647928045,18790.99615733477,0.6831257000158075
140,B,16,16,1,8529.519,5985.424130829882,382,363,19,333,8,11,16,14,0,27,28,30822.59277958046,11830.472125431044,0.4001503000035882
140,C,16,16,1,9624.629,5888.551058281917,566,435,131,408,112,19,16,16,0,26,60,30823.14277212903,14425.387480719448,0.9384625000238884
141,B,16,16,1,9395.829,6249.860888037957,485,373,112,345,103,9,16,12,0,30,38,32044.14732098274,12079.842880792954,0.518968299991684
141,C,16,16,1,13514.291,6361.238717484699,1001,482,519,461,502,16,16,15,0,29,84,37156.45699266065,19830.263405237165,1.0681951000005938
142,B,16,16,1,7986.226,5684.126920793547,338,318,20,287,15,4,16,14,0,27,33,29476.12838126719,10640.493777299447,0.37313259998336434
142,C,16,16,1,10150.663,6306.2602689013775,534,465,69,435,52,17,16,15,0,29,51,34408.31622055984,16847.01487605296,0.6299997000023723
143,B,16,16,1,8147.212,5721.836274009477,360,340,20,309,10,10,16,12,0,28,31,29591.061176368396,11276.879806321003,0.4614364999870304
143,C,16,16,1,12868.424,6602.545039827473,809,494,315,470,296,19,16,15,0,30,68,39682.11776016743,21509.392561030065,0.7922925000020768
144,B,16,16,1,9516.156,6111.366398664366,483,384,99,356,88,11,16,12,0,29,52,32735.77813922382,13793.946145901991,0.5669683000014629
144,C,16,16,1,10867.103,6290.684016066333,581,441,140,413,123,17,16,15,0,30,68,36625.517178780865,18422.097098449187,0.7452209999901243
145,B,16,16,1,10367.973,6222.688963514654,521,399,122,370,117,5,16,14,0,27,58,35919.86711165893,16821.422294085645,0.47684590000426397
145,C,16,16,1,15463.224,6851.6300029853855,1138,536,602,516,583,19,16,15,0,30,117,42866.118875993925,24707.968861067005,0.9712064000195824
146,B,16,16,1,11010.133,6355.189377625879,609,417,192,389,180,12,16,11,0,30,58,36405.666226072906,17259.71933794352,0.5501304999925196
146,C,16,16,1,12209.557,6354.383597486474,768,473,295,449,275,20,16,15,0,29,86,37662.78692204625,20100.868934613893,0.7605218999960925
147,B,16,16,1,11290.411,6090.251871102168,590,373,217,345,208,9,49,14,0,27,111,37907.0526538792,18690.79329836832,0.5661277000035625
147,C,16,16,1,13890.011,6671.677547549925,937,496,441,473,424,17,16,13,0,32,87,41010.053078135636,22601.66534038599,0.7152263000025414
148,B,16,16,1,9052.568,5681.62249563185,425,342,83,314,75,8,16,12,0,28,40,32172.8381752082,14119.72569704893,0.554330300015863
148,C,16,16,1,10634.454,6161.736503354783,603,449,154,422,133,21,16,15,0,29,51,34732.26810724022,17413.585590466304,0.5521645999979228
149,B,16,16,1,10757.437,5914.962776627514,635,380,255,354,245,10,16,14,0,26,67,34352.18668694044,16222.372803802858,0.5477106999896932
149,C,16,16,1,12227.088,6204.447314211879,671,455,216,430,197,19,16,14,0,30,60,40635.4424518168,23308.205880757403,0.5085492999933194
150,B,16,16,1,8497.422,5679.938021178647,341,312,29,281,21,8,16,11,0,30,39,31977.111900637097,13057.421794743857,0.5296424000116531
150,C,16,16,1,11392.483,5638.199300608341,729,421,308,396,289,19,16,16,0,25,74,34707.4146359453,19141.4181329036,1.0428683999925852
151,B,16,16,1,7888.363,5612.102136025777,377,334,43,304,34,9,16,14,0,26,34,27821.814820284086,9826.30414015518,0.48727769998367876
151,C,16,16,1,10108.544,5410.958913703554,554,401,153,377,132,21,16,14,0,25,46,33587.71944781069,18607.92487929292,0.34650740001234226
152,B,16,16,1,8689.296,6378.541489566034,420,386,34,356,26,8,16,11,0,31,26,30481.482210022066,10288.77476219188,0.3515929999994114
152,C,16,16,1,10637.541,6243.415091054407,680,456,224,431,208,16,16,15,0,29,59,32392.705662939323,14875.630207667287,0.6508776999835391
153,B,16,16,1,11323.767,6554.720318341239,637,431,206,404,198,8,16,13,0,29,67,37168.83567544474,17395.234083738527,0.9360772999934852
153,C,16,16,1,13419.968,6669.703498722565,897,500,397,477,382,15,16,14,0,31,86,39864.84082745063,21561.32333383781,0.7214769000129309
154,B,16,16,1,8480.926,5604.070822007274,369,337,32,308,15,17,16,15,0,25,34,30974.628629915253,13084.274519878863,0.4827225999906659
154,C,16,16,1,13445.74,6293.198112716314,832,471,361,445,342,19,16,15,0,29,94,41928.7023709557,24612.711807374115,0.9533417999919038
155,B,16,16,1,11558.04,6043.6762025022845,613,392,221,365,211,10,16,13,0,27,85,39100.20022139023,20711.8192088788,1.1499092000012752
155,C,16,16,1,13083.011,6748.372827543634,862,510,352,488,334,18,16,14,0,31,90,39240.0554265368,20843.19128881862,0.7588547999912407
156,B,16,16,1,9743.252,6213.9756312255895,419,372,47,342,35,12,16,13,0,29,51,35851.25824286757,16011.38008673961,0.9321377000014763
156,C,16,16,1,12200.702,6146.551058281917,850,478,372,454,354,18,16,16,0,26,80,35163.51240682024,18765.757115410684,0.7196656999876723
157,B,16,16,1,8706.923,6067.968101380145,403,355,48,326,37,11,16,15,0,27,33,31119.614837428035,11449.774330527292,0.3671817000140436
157,C,16,16,1,11635.361,6152.775815750886,754,468,286,445,268,18,16,13,0,29,60,35171.802720231455,18517.92364147703,0.513468900026055
158,B,16,16,1,8049.827,5527.405294428831,357,333,24,305,13,11,16,11,0,28,26,29179.134287580175,11652.107815436013,0.3620583000010811
158,C,16,16,1,11395.422,6393.077485977497,771,486,285,462,266,19,16,14,0,30,70,33467.10880809467,16126.721378207183,1.0010658000246622
159,B,16,16,1,10642.001,5997.6879760411975,641,394,247,369,234,13,16,13,0,27,63,33690.00402530308,15591.56414509707,0.5612900999840349
159,C,16,16,1,13033.618,6719.074585909571,820,506,314,482,295,19,16,13,0,32,61,40178.09210346334,21832.719173915477,0.34195219998946413
160,B,16,16,1,8564.066,6001.174366731719,408,362,46,332,38,8,16,11,0,30,36,30280.3320281603,11254.460194501711,0.4799287999921944
160,C,16,16,1,9410.336,5680.644495335777,540,424,116,399,98,18,16,15,0,26,43,30461.678889592742,14798.456412913867,0.3830686000001151
161,B,16,16,1,9865.181,6095.971057355681,532,390,142,364,133,9,16,15,0,26,50,33035.90324770984,14276.0479609314,0.6088209000008646
161,C,16,16,1,12506.032,6414.02729547656,793,490,303,469,283,20,16,14,0,30,68,38415.15766400355,21090.021186620765,0.49073250000947155
162,B,16,16,1,7511.145,4849.319281480438,365,302,63,272,52,11,16,13,0,23,40,26285.723801553006,11169.127394150808,0.689767000003485
162,C,16,16,1,10302.639,6628.5264323263955,626,500,126,471,108,18,16,16,0,29,53,32368.197403778526,14220.56524214655,0.6530704000033438
163,B,16,16,1,9686.586,5904.635498011094,500,358,142,330,134,8,16,15,0,26,46,33042.92834744642,14279.750857390938,0.4006694999989122
163,C,16,16,1,14879.136,6822.3611368343945,1140,527,613,507,599,14,16,13,0,32,109,39830.6789839895,21598.8732998175,1.0776627000013832
164,B,16,16,1,8479.239,5801.33080994257,368,336,32,306,22,10,16,14,0,27,36,31001.19561538387,12119.541565671008,0.5703986999869812
164,C,16,16,1,10786.298,6459.020666963585,616,454,162,426,147,15,16,12,0,33,67,35081.4907725487,16501.38743773078,0.8175245999882463
165,B,16,16,1,9264.22,6330.188558377207,451,393,58,364,49,9,16,12,0,30,34,32471.101349195957,12705.158557309913,0.42236830000183545
165,C,16,16,1,15454.079,6661.590085012431,1055,502,553,479,534,19,16,14,0,31,105,45285.394434386195,27082.44400932404,0.8725011999777053
166,B,16,16,1,7898.941,5817.719624344501,334,321,13,290,7,6,16,9,0,32,22,29114.702731673893,9826.104609951382,0.3607503999955952
166,C,16,16,1,12716.98,6669.563204476256,845,505,340,480,321,19,16,15,0,30,80,37894.898659344086,19717.082636962798,0.8381328000104986
167,B,16,16,1,8526.79,6169.422362700731,361,349,12,318,6,6,16,12,0,30,23,31438.950273102706,11156.838459599034,0.23875809999299236
167,C,16,16,1,11102.158,6433.829540227921,651,481,170,457,154,16,16,12,0,32,43,35590.78764636356,17946.639945223968,0.23347929998999462
168,B,16,16,1,8835.925,6259.3190262173985,402,381,21,351,15,6,16,11,0,31,27,31804.625369844456,12058.030238757461,0.3140066000050865
168,C,16,16,1,11449.81,6318.174674652821,733,476,257,450,239,18,16,16,0,28,76,34944.04966470286,17628.176291438747,0.9362027000170201
169,B,16,16,1,7707.474,4994.864342712411,404,329,75,301,63,12,16,14,0,22,42,26062.369337982076,11003.047624420007,0.5990018000011332
169,C,16,16,1,12386.433,6586.341754571252,797,510,287,487,268,19,16,14,0,30,75,37742.16657908555,20155.457806229286,0.5134639000170864
170,B,16,16,1,9362.62,5784.525543923598,412,336,76,307,64,12,16,15,0,26,57,34138.09839995149,15315.470680333474,0.9027771000110079
170,C,16,16,1,10437.469,5792.551058281917,568,419,149,392,129,20,16,16,0,26,68,34802.34614148437,18404.59085007478,0.7676018999773078
171,B,16,16,1,8435.276,6167.259660605106,405,360,45,332,37,8,16,13,0,29,34,29656.37821630824,9690.079913282698,0.4395004000107292
171,C,16,16,1,14938.446,5914.319255514044,1065,465,600,445,580,20,16,14,0,27,116,42397.23005201569,26820.63377444547,0.9963669999851845
172,B,16,16,1,9442.294,5882.373788632483,421,349,72,320,60,12,16,13,0,28,53,34271.47128811462,15399.602344952196,0.649440000008326
172,C,16,16,1,11285.902,6168.174674652821,701,451,250,425,231,19,16,16,0,28,80,35129.510684747016,17813.63731148293,1.0057608999777585
173,B,16,16,1,9899.035,6181.529754822142,528,381,147,353,137,10,16,12,0,29,52,33280.17446933679,13897.525695226066,0.8011014999938197
173,C,16,16,1,14110.226,6616.172927843475,999,505,494,483,475,19,16,14,0,30,88,40271.12794569697,22385.263306479617,0.9209009000041988
174,B,16,16,1,8138.196,6001.791904709612,347,339,8,308,2,6,16,14,0,28,21,29895.98218821552,10102.022664667453,0.22888700000476092
174,C,16,16,1,12224.017,6283.547129703104,852,469,383,444,367,16,16,15,0,29,85,35195.08546606434,17867.349817548824,1.0550207999767736
175,B,16,16,1,7990.713,5835.4288719012075,386,363,23,333,16,7,16,12,0,28,25,28028.563166953023,9836.418807446973,0.3076934000127949
175,C,16,16,1,13836.591,7061.458315107585,946,569,377,547,363,14,16,13,0,32,84,40492.95525495793,22325.663679419984,0.6700585999933537
176,B,16,16,1,8300.873,5858.498568643204,366,347,19,316,12,7,16,12,0,29,29,30189.366428024998,11401.87358480898,0.42357350001111627
176,C,16,16,1,10713.874,6370.526432326396,595,457,138,430,118,20,16,16,0,29,58,35374.37045234546,17226.738290713492,0.7563289999961853
177,B,16,16,1,9983.805,6288.43268610006,589,413,176,385,166,9,16,11,0,30,47,31864.025983541578,12931.862553041276,0.5976663999899756
177,C,16,16,1,11540.752,6595.92195497602,675,492,183,469,161,22,16,15,0,30,51,37113.76158698431,18914.151812104203,0.3310932999884244
178,B,16,16,1,9354.735,6222.708722967626,412,381,31,350,18,13,16,15,0,27,45,34113.67608560134,14450.132470763208,0.7409176000219304
178,C,16,16,1,11416.24,5822.551058281917,715,424,291,397,272,19,16,16,0,26,85,35291.20041514598,18893.445123736394,0.6845182999968529
179,B,16,16,1,9008.744,5934.0751791835155,403,358,45,330,36,9,16,13,0,28,49,32728.719964163032,13868.344068245455,0.49031409999588504
179,C,16,16,1,13273.522,6581.579676962267,991,517,474,495,456,18,16,15,0,29,80,36262.60990402563,18884.71151921431,1.0912234999996144
180,B,16,16,1,9070.671,5944.704690190216,402,354,48,324,38,10,16,11,0,30,47,33013.35725173676,14029.833800785682,0.5780084000143688
180,C,16,16,1,9533.312,5767.699324152586,590,414,176,388,158,18,16,15,0,27,58,29591.56097426396,13193.064353501042,0.6654810000036377
181,B,16,16,1,9605.518,6117.923941949004,475,388,87,360,77,10,16,13,0,28,54,33467.59054396869,14587.97083422367,0.49969029999920167
181,C,16,16,1,13345.344,6613.528317815062,905,523,382,501,363,19,16,14,0,30,84,39251.720883411464,21919.079294336156,0.884255499986466
182,B,16,16,1,9762.054,6114.559278168654,461,361,100,331,89,11,16,14,0,28,59,34635.269779541646,14937.473388698363,0.841992300003767
182,C,16,16,1,11419.578,6170.193159800245,649,450,199,424,178,21,16,15,0,29,75,37252.88980349114,19921.92400448992,0.8149159000022337
183,B,16,16,1,8858.946,6422.029952273516,440,390,50,360,43,7,16,10,0,32,34,30744.732406502804,10479.582645135213,0.4959517000243068
183,C,16,16,1,12441.942,6622.526432326396,813,499,314,476,294,19,16,16,0,29,70,37494.70789911324,19347.07573748124,0.7150253999861889
184,B,16,16,1,8283.327,5853.882902878251,381,337,44,308,35,9,16,13,0,28,30,29661.634400531857,10572.219886140592,0.33221590000903234
184,C,16,16,1,9463.598,6342.172042704952,548,478,70,451,52,18,16,15,0,29,32,30497.991102102664,13147.130888577893,0.35680199999478646
185,B,16,16,1,8571.895,6145.626447546373,396,366,30,336,21,9,16,13,0,29,30,30639.474142862968,10961.341905131108,0.43021339998813346
185,C,16,16,1,13442.278,6784.7390403939235,905,518,387,496,367,19,16,15,0,30,79,39736.38983345136,21372.694631481718,0.8247095999831799
186,B,16,16,1,9241.123,5996.712134122159,443,360,83,330,74,9,16,12,0,29,38,32540.61337081095,13452.052700200147,0.40952469999319874
186,C,16,16,1,9430.228,5855.214215966029,467,397,70,368,53,17,16,15,0,29,60,32856.140021630206,15510.068941800071,0.802343400020618
187,B,16,16,1,9737.011,6091.295404309566,537,411,126,386,111,15,16,14,0,26,48,32235.052792966682,14153.575771418842,0.5491101999941748
187,C,16,16,1,15369.499,6646.005152029809,1078,501,577,479,559,18,16,14,0,31,124,44172.49398875803,26017.468228608952,1.4169249999977183
188,B,16,16,1,7332.645,4871.660377068449,339,301,38,272,30,7,16,14,0,22,39,26158.224299952955,10874.922414610708,0.5859334000269882
188,C,16,16,1,10862.256,6669.248222800045,675,499,176,474,160,15,16,14,0,31,53,33696.27816852373,15365.03705452351,0.6661836999992374
189,B,16,16,1,12278.516,5856.211440298837,693,380,313,355,301,12,16,15,0,25,87,40257.579063927704,22396.521862433525,1.0918576999974903
189,C,16,16,1,13694.245,6584.716402640724,982,493,489,472,473,16,16,14,0,30,79,38636.22514543739,20547.64313223379,0.7671244000084698
190,B,16,16,1,9038.657,5881.072260743157,365,329,36,299,26,10,16,10,0,31,42,33978.285149604955,14587.923845889141,0.5260812000196893
190,C,16,16,1,10442.194,6209.672414323196,617,455,162,430,145,17,16,14,0,30,47,33315.96856513404,15962.606493518058,0.4741453999886289
191,B,16,16,1,10260.254,5847.0495365662,517,343,174,315,164,10,16,13,0,28,71,35456.26823995832,16581.020557127318,0.7137261000170838
191,C,16,16,1,14217.875,6785.266871646199,972,523,449,500,431,18,16,13,0,32,77,41584.375848131865,23418.041489900857,0.7487924000015482
192,B,16,16,1,9210.782,6305.488111261366,441,412,29,382,13,15,16,12,0,29,38,32503.90918996974,13431.4686336629,0.574870300013572
192,C,16,16,1,10133.574,5904.174674652821,507,407,100,379,81,19,16,16,0,28,63,35167.871211828955,17851.99783856486,0.7863495000055991
193,B,16,16,1,9204.107,6042.848092452589,430,370,60,341,53,7,16,12,0,29,38,32800.532760050766,13781.292297787797,0.3905163999879733
193,C,16,16,1,12132.85,6829.77840810365,771,529,242,506,224,18,16,12,0,33,61,37179.250861374785,18995.358820856545,0.5311398000048939
194,B,16,16,1,9595.434,6366.638905347304,468,416,52,391,37,15,16,13,0,28,30,33572.168447957025,14288.973921220508,0.18550759999197908
194,C,16,16,1,11518.308,5781.312549466269,686,415,271,389,256,15,16,15,0,27,84,36721.540102928855,20284.977355597537,0.8504941000137478
195,B,16,16,1,8336.213,6261.302215900954,385,361,24,331,21,3,16,9,0,33,17,29781.06402641542,9474.552946910646,0.15816420002374798
195,C,16,16,1,12662.939,6712.845051935187,869,526,343,504,326,17,16,12,0,32,86,36914.69333716667,19225.46807749076,0.7742661999945994
