case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
16,Cplus3F,12,12,12,10518.905,523,12,1,27,6669.044910262645,7346.905015985663,4110.044910262646,3236.860105723022,2615.0,497.0,60.0,0,0,B,0,0,0.7055405999999493
16,C3FDirect,12,12,12,8485.761,416,12,1,29,5969.771170386354,5953.761452767385,3664.7711703863547,2288.990282381031,2080.0,392.0,60.0,0,0,C,146,56,0.20478289999300614
16,B,12,12,12,10518.905,523,12,1,27,6669.044910262645,7346.905015985663,4110.044910262646,3236.860105723022,2615.0,497.0,60.0,0,,,,,0.7832236000103876
16,C,12,12,12,8313.546,448,12,1,29,6183.045187258224,5575.545847280039,3635.0451872582225,1940.5006600218173,2240.0,438.0,60.0,0,,,,,0.19411650000256486
17,Cplus3F,15,15,15,8127.802,379,15,1,29,5830.34232797723,5793.801649474104,3724.3423279772287,2069.459321496876,1895.0,364.0,75.0,0,1,C,171,83,0.12424830000963993
17,C3FDirect,15,15,15,8127.802,379,15,1,29,5830.34232797723,5793.801649474104,3724.3423279772287,2069.459321496876,1895.0,364.0,75.0,0,1,C,171,83,0.14946120002423413
17,B,15,15,15,8720.685,388,15,1,27,6331.41139492748,6331.684501087258,4138.411394927481,2193.2731061597783,1940.0,374.0,75.0,0,,,,,0.4451575000130106
17,C,15,15,15,9248.381,424,15,1,29,5924.024824225964,6643.380584591856,3634.0248242259636,3009.3557603658915,2120.0,410.0,75.0,0,,,,,0.3466130000015255
18,Cplus3F,12,12,12,7827.67,396,12,1,29,5984.743033344567,5399.669625241187,3679.7430333445673,1719.9265918966187,1980.0,388.0,60.0,0,3,C,68,45,0.21051389997592196
18,C3FDirect,12,12,12,7827.67,396,12,1,29,5984.743033344567,5399.669625241187,3679.7430333445673,1719.9265918966187,1980.0,388.0,60.0,0,3,C,68,45,0.13968620001105592
18,B,12,12,12,8417.885,393,12,1,27,6345.204976319684,6018.884578279089,4123.204976319686,1895.6796019594017,1965.0,374.0,60.0,0,,,,,0.40017370000714436
18,C,12,12,12,8695.036,404,12,1,29,5890.5264323263955,6227.035637896739,3629.5264323263946,2597.5092055703462,2020.0,388.0,60.0,0,,,,,0.33308779998333193
19,Cplus3F,13,13,13,8094.68,405,13,1,29,5999.818224791734,5621.680047044042,3724.818224791733,1896.8618222523094,2025.0,383.0,65.0,0,2,C,100,48,0.22475439999834634
19,C3FDirect,13,13,13,8094.68,405,13,1,29,5999.818224791734,5621.680047044042,3724.818224791733,1896.8618222523094,2025.0,383.0,65.0,0,2,C,100,48,0.22478699998464435
19,B,13,13,13,8066.6,380,13,1,27,6396.766909644231,5725.5998665190045,4150.766909644232,1574.832956874772,1900.0,376.0,65.0,0,,,,,0.12106120001408271
19,C,13,13,13,9848.03,510,13,1,29,6099.557993246914,6744.029931789984,3629.5579932469127,3114.471938543072,2550.0,489.0,65.0,0,,,,,0.42525309999473393
