case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
27,C3FDirect,16,16,16,6573.103,311,16,1,29,4807.822711423771,4633.10289228621,3013.822711423772,1619.2801808624392,1555.0,305.0,80.0,0,0,C,109,52,0.1829188999836333
27,B,16,16,16,8618.374,381,16,1,27,5829.370204490505,6274.374469919823,3749.3702044905067,2525.004265429317,1905.0,359.0,80.0,0,,,,,0.49058379998314194
27,C,16,16,16,8711.135,415,16,1,29,4947.369788528069,6157.134842449069,2944.3697885280676,3212.7650539210026,2075.0,399.0,80.0,0,,,,,0.5999575000023469
28,Cplus3F,16,16,16,7889.189,396,16,1,27,4897.247369480307,5454.188858280809,3034.2473694803084,2419.941488800502,1980.0,375.0,80.0,0,0,B,0,0,0.36303220002446324
28,C3FDirect,16,16,16,8557.541,416,16,1,29,6033.76717217937,5997.540866659125,3675.7671721793695,2321.773694479756,2080.0,400.0,80.0,0,0,C,162,58,0.26282900001388043
28,B,16,16,16,7889.189,396,16,1,27,4897.247369480307,5454.188858280809,3034.2473694803084,2419.941488800502,1980.0,375.0,80.0,0,,,,,0.37639629998011515
28,C,16,16,16,9768.321,475,16,1,29,6367.471383867526,6853.32108282268,3665.4713838675243,3187.8496989551577,2375.0,460.0,80.0,0,,,,,0.36058999999659136
29,Cplus3F,16,16,16,7829.779,342,16,1,27,5671.887065037557,5713.778618021131,3810.887065037557,1902.8915529835724,1710.0,326.0,80.0,0,0,B,0,0,0.2569149000046309
29,C3FDirect,16,16,16,7771.809,387,16,1,29,5442.711827563187,5378.808622083395,3320.7118275631883,2058.096794520206,1935.0,378.0,80.0,0,0,C,159,73,0.2043505999899935
29,B,16,16,16,7829.779,342,16,1,27,5671.887065037557,5713.778618021131,3810.887065037557,1902.8915529835724,1710.0,326.0,80.0,0,,,,,0.25194810001994483
