scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S0_baseline,155921,1,I,13,0.0,0,,1,0,0,0,0,0,0,298.10646153846153,240.56802801738286,52.53846153846154,5.0,160.22590461538462,161.14898157018845,113.91821233941923,0.6153846153846154,2.3076923076923075,1.3846153846153846,8.307692307692308,0.38461538461538464,1.2467742000008002,0.0003642259771368117,0
S0_baseline,155921,1,J,13,0.0,0,,1,0,0,0,0,0,0,293.744,219.2055339762586,69.53846153846153,5.0,142.8631050769231,162.67491243080116,97.8287585846473,0.6923076923076923,3.3846153846153846,2.3076923076923075,11.461538461538462,0.6153846153846154,1.0188919999927748,5.83086380174791e-05,0
S0_baseline,155921,1,J+,13,0.0,0,,1,0,0,0,0,0,0,286.0100769230769,219.85623527589416,61.15384615384615,5.0,131.8330593076923,151.6448666495897,95.49102049574353,0.6153846153846154,2.0,1.6153846153846154,10.0,0.0,0.15806409998913296,5.858662416358129e-05,0
S0_baseline,155921,2,I,11,0.0,0,,1,0,0,0,0,0,0,347.32127272727274,273.9576808503632,68.36363636363636,5.0,160.00184054545454,197.6209798516511,133.0755253061966,0.6363636363636364,2.909090909090909,2.0,11.090909090909092,0.5454545454545454,1.415419800003292,0.0004893539953627624,0
S0_baseline,155921,2,J,11,0.0,0,,1,0,0,0,0,0,0,345.6960909090909,266.42340293481647,74.27272727272727,5.0,181.98156181818183,184.7088345502258,116.7088345502258,0.6363636363636364,2.5454545454545454,1.6363636363636365,12.0,0.36363636363636365,1.0070691999862902,0.0004322829809098039,0
S0_baseline,155921,2,J+,11,0.0,0,,1,0,0,0,0,0,0,333.96563636363635,258.23838129305744,70.72727272727273,5.0,175.8122599090909,179.08498722682472,113.8122599540974,0.6363636363636364,1.9090909090909092,1.4545454545454546,11.636363636363637,0.0,0.10506600001826882,0.00019422363220655825,0
S0_baseline,155921,3,I,10,0.0,0,,1,0,0,0,0,0,0,318.3957,250.19569837504477,63.2,5.0,77.0404704,217.25517162247488,154.2551716224749,0.3,2.0,1.1,10.2,0.8,0.9060743000009097,1.62495521180972e-05,0
S0_baseline,155921,3,J,10,0.0,0,,1,0,0,0,0,0,0,326.4866,245.98664206913872,75.5,5.0,100.485398,217.58611362929696,141.38611362929691,0.3,2.7,1.8,12.5,0.7,1.482510599977104,0.00042069138726219535,0
S0_baseline,155921,3,J+,10,0.0,0,,1,0,0,0,0,0,0,327.9787,252.9786885718237,70.0,5.0,88.8106991,203.67596777501367,134.57596777501362,0.4,1.8,1.5,11.5,0.0,0.10029729999951087,0.00011428176276240265,0
S0_baseline,155921,4,I,14,0.0,0,,1,0,0,0,0,0,0,277.3902857142857,222.24745558563694,50.142857142857146,5.0,127.49786835714285,152.54840973228124,105.40555258942409,0.42857142857142855,2.857142857142857,1.9285714285714286,8.0,0.5714285714285714,1.139473299990641,0.00037819891713297693,0
S0_baseline,155921,4,J,14,0.0,0,,1,0,0,0,0,0,0,279.09214285714285,223.9492619289787,50.142857142857146,5.0,117.93626457142857,136.4006433165058,91.18635760222011,0.5714285714285714,2.7857142857142856,1.7857142857142858,8.0,0.5714285714285714,0.7595655999903101,0.00033299429833277827,0
S0_baseline,155921,4,J+,14,0.0,0,,1,0,0,0,0,0,0,269.15335714285715,214.65335060932048,49.5,5.0,117.85488428571429,134.96584823966361,88.82299109680646,0.42857142857142855,2.0714285714285716,1.7857142857142858,8.071428571428571,0.0,0.12631799999508075,9.146951333605102e-05,0
S0_baseline,155921,5,I,16,0.0,0,,1,0,0,0,0,0,0,245.1965,201.00902007910025,39.1875,5.0,109.3410755625,109.71607556463034,76.52857556463034,0.625,2.625,1.6875,6.0625,0.3125,1.334266599995317,0.00032126560427059303,0
S0_baseline,155921,5,J,16,0.0,0,,1,0,0,0,0,0,0,230.1535625,179.6535411047915,45.5,5.0,107.47113125,110.09613126304856,70.72113126304856,0.6875,3.25,2.1875,7.0625,0.5,1.9502688999928068,0.00034232333609907073,0
S0_baseline,155921,5,J+,16,0.0,0,,1,0,0,0,0,0,0,254.8146875,211.62720981999578,38.1875,5.0,95.91822175,108.89378386635337,76.89378386635336,0.6875,2.0,1.4375,6.0,0.0,0.20183709997218102,0.00035711993268705555,0
S0_baseline,155921,6,I,11,0.0,0,,1,0,0,0,0,0,0,350.6367272727273,279.45493394026386,66.18181818181819,5.0,191.08015209090908,193.2619702537102,130.17106116280112,0.36363636363636365,2.090909090909091,0.9090909090909091,10.727272727272727,0.7272727272727273,0.639624500006903,0.0002733429028012324,0
S0_baseline,155921,6,J,11,0.0,0,,1,0,0,0,0,0,0,321.98609090909093,245.44063141848582,71.54545454545455,5.0,163.65865027272727,189.75774524295323,119.66683615204414,0.18181818181818182,2.1818181818181817,1.1818181818181819,11.545454545454545,0.7272727272727273,0.828787900012685,5.4396656196331605e-05,0
S0_baseline,155921,6,J+,11,0.0,0,,1,0,0,0,0,0,0,318.42263636363634,243.33176681313597,70.0909090909091,5.0,153.70613436363635,181.43778297753147,113.98323752298599,0.36363636363636365,1.9090909090909092,1.5454545454545454,11.454545454545455,0.0,0.16192149999551475,0.00043494449573699967,0
S0_baseline,155921,7,I,10,0.0,0,,1,0,0,0,0,0,0,349.424,275.12395081247473,69.3,5.0,177.439461,218.2748220696048,148.6748220696048,0.3,2.6,1.5,11.3,0.8,0.7669427999935579,0.0004918752524645242,0
S0_baseline,155921,7,J,10,0.0,0,,1,0,0,0,0,0,0,385.8721,302.3720574411618,78.5,5.0,179.7404985,212.77089923082053,136.07089923082054,0.3,3.0,1.5,12.5,0.8,0.7894835000042804,0.0004255883818586881,0
S0_baseline,155921,7,J+,10,0.0,0,,1,0,0,0,0,0,0,331.14369999999997,255.64374284268675,70.5,5.0,160.0767478,193.79551141357834,124.49551141357828,0.2,1.6,1.3,11.5,0.0,0.08727399999042973,0.0004284268675291969,0
S0_baseline,155921,8,I,12,0.0,0,,1,0,0,0,0,0,0,335.63983333333334,270.80652531359226,59.833333333333336,5.0,147.69745608333332,175.79066031859395,120.54066031859395,0.5833333333333334,2.6666666666666665,1.6666666666666667,9.833333333333334,0.5,1.2971589999797288,0.00030376310724022915,0
S0_baseline,155921,8,J,12,0.0,0,,1,0,0,0,0,0,0,327.84825,260.1815797039497,62.666666666666664,5.0,147.61828666666665,171.2778074422649,111.11114077559819,0.3333333333333333,2.4166666666666665,1.4166666666666667,10.166666666666666,0.5,0.8146983000042383,4.3552603983698646e-05,0
S0_baseline,155921,8,J+,12,0.0,0,,1,0,0,0,0,0,0,318.40766666666667,254.74097218448514,58.666666666666664,5.0,141.06818108333331,162.0309723787952,107.7809723787952,0.5,1.75,1.25,9.5,0.0,0.1461342000111472,0.0003337861780892126,0
S0_baseline,155921,9,I,13,0.0,0,,1,0,0,0,0,0,0,298.63253846153845,237.7094639990584,55.92307692307692,5.0,164.81164946153845,167.11934174106725,114.73472635645183,0.5384615384615384,2.3076923076923075,1.3846153846153846,9.0,0.6153846153846154,1.0588977999868803,3.1987759484763956e-05,0
S0_baseline,155921,9,J,13,0.0,0,,1,0,0,0,0,0,0,285.5445384615385,222.54455672376955,58.0,5.0,142.05497653846152,162.27768012917133,106.35460320609445,0.46153846153846156,2.1538461538461537,1.3076923076923077,9.538461538461538,0.6153846153846154,1.4965757000027224,0.00023740900405755383,0
S0_baseline,155921,9,J+,13,0.0,0,,1,0,0,0,0,0,0,298.9379230769231,235.70718210993346,58.23076923076923,5.0,125.90519061538461,146.64007491401074,95.48622876016458,0.7692307692307693,2.230769230769231,1.8461538461538463,9.384615384615385,0.0,0.1940407999791205,0.0003674291347124381,0
S0_baseline,155921,10,I,16,0.0,0,,1,0,0,0,0,0,0,229.5321875,188.03219322024924,36.5,5.0,96.4190580625,97.16905807118677,66.29405807118678,0.5625,2.4375,1.4375,5.875,0.5,0.8038818999775685,9.152398797596106e-05,0
S0_baseline,155921,10,J,16,0.0,0,,1,0,0,0,0,0,0,225.271,179.3334935146425,40.9375,5.0,106.662789875,113.24911462514818,76.12411462514815,0.5,2.5,1.625,6.5625,0.5,0.8491387999965809,0.0001037657198139641,0
S0_baseline,155921,10,J+,16,0.0,0,,1,0,0,0,0,0,0,232.13425,184.7592341328634,42.375,5.0,117.0263215625,120.40132153157711,81.27632153157708,0.375,1.8125,1.75,6.75,0.0,0.10619320001569577,0.00025387418554601027,0
