scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S2_min_radius,155921,1,I,13,0.0,0,,1,0,0,0,0,0,0,307.83753846153843,243.76061595029358,59.07692307692308,5.0,163.46790653846153,164.85252191957846,111.6986757657323,0.6923076923076923,2.230769230769231,1.2307692307692308,9.461538461538462,0.46153846153846156,0.8231909000023734,7.353816727118101e-06,0
S2_min_radius,155921,1,J,13,0.0,0,,1,0,0,0,0,0,0,320.56484615384613,254.48790031142502,61.07692307692308,5.0,158.48402523076922,160.79171752087404,104.33017905933558,0.6153846153846154,2.6923076923076925,1.3076923076923077,9.923076923076923,0.6153846153846154,1.2479239999956917,0.0002959514745271008,0
S2_min_radius,155921,1,J+,13,0.0,0,,1,0,0,0,0,0,0,324.02084615384615,261.2516319038818,57.76923076923077,5.0,147.8678126153846,150.17550493332894,98.71396647179046,0.6153846153846154,2.1538461538461537,1.3076923076923077,9.307692307692308,0.0,0.14438730000983924,0.00021475046332852799,0
S2_min_radius,155921,2,I,12,0.0,0,,1,0,0,0,0,0,0,332.62416666666667,266.87413616279156,60.75,5.0,178.53059266666665,181.5305926398283,125.78059263982833,0.5833333333333334,2.25,1.3333333333333333,9.916666666666666,0.5,1.1268997000006493,0.0003660465013126668,0
S2_min_radius,155921,2,J,12,0.0,0,,1,0,0,0,0,0,0,316.73291666666665,250.64958184553333,61.083333333333336,5.0,122.94568408333333,166.58511216077758,109.91844549411093,0.5833333333333334,2.0,1.1666666666666667,9.833333333333334,0.3333333333333333,1.2181115000275895,1.785360018402571e-05,0
S2_min_radius,155921,2,J+,12,0.0,0,,1,0,0,0,0,0,0,350.13708333333335,284.5537896209574,60.583333333333336,5.0,117.43449858333334,158.36008115684496,103.44341449017827,0.5833333333333334,1.9166666666666667,1.5,9.75,0.0,0.13089249999029562,0.0004754514880005445,0
S2_min_radius,155921,3,I,15,0.0,0,,1,0,0,0,0,0,0,304.56326666666666,251.96324920118903,47.6,5.0,140.25901493333333,141.0590149560398,99.25901495603976,0.5333333333333333,2.4,1.2666666666666666,7.6,0.4666666666666667,1.131560299982084,0.0002619821643747855,0
S2_min_radius,155921,3,J,15,0.0,0,,1,0,0,0,0,0,0,288.34433333333334,233.94436241703687,49.4,5.0,115.2588724,129.62910545276975,86.56243878610307,0.5333333333333333,2.0,1.2666666666666666,8.066666666666666,0.4,0.7413758000184316,0.0004362555532679835,0
S2_min_radius,155921,3,J+,15,0.0,0,,1,0,0,0,0,0,0,288.5568666666667,236.09017491702602,47.46666666666667,5.0,122.44429253333332,123.64429252036645,82.97762585369978,0.6666666666666666,1.9333333333333333,1.2666666666666666,7.8,0.0,0.2763238000043202,0.00037624460992446984,0
S2_min_radius,155921,4,I,13,0.0,0,,1,0,0,0,0,0,0,340.1728461538462,282.94205288202005,52.23076923076923,5.0,143.48348630769232,165.3296401214395,117.4065631983626,0.5384615384615384,2.4615384615384617,1.0769230769230769,8.0,0.6153846153846154,0.5451743000012357,0.0003125337393612426,0
