case,cleared,group,measure_actions,movement_time_s,post_search_time_s,search_time_s,source_count,time_per_source_s,total_time_s
11,16,C_coobserve_only,108,3266.2557530968193,,,16,249.4535,3991.256
11,16,Cplus,114,2847.71723227877,,,16,225.4198125,3606.717
11,16,F_no_insertion,107,3843.6861684026417,,,16,285.042875,4560.686
11,16,F,99,3324.669886119243,,,16,249.666875,3994.67
11,16,I_normal,103,3219.028517430749,1905.4664856730915,2007.5625143269085,16,244.5643125,3913.029
11,16,I_discovery_truth,66,3138.809270346498,,,16,225.8630625,3613.809
11,16,truth_after_search,,,1742.5255988149638,2007.5625143269085,16,234.38050707136702,3750.0881131418723
11,16,truth_direct_centres,,,,,16,111.44626337495791,1783.1402139993265
11,16,truth_disk_lower_bound,,,,,16,103.69626337495791,1659.1402139993265
12,10,C,136,3300.248740837701,,,10,416.5249,4165.249
12,10,C_reweighted,139,3139.0191059050026,,,10,401.90189999999996,4019.019
12,10,C_completion_only,138,3051.6905829873494,,,10,392.66909999999996,3926.691
12,10,C_coobserve_only,137,3295.7540140872165,,,10,416.5754,4165.754
12,10,Cplus,138,3045.494528846284,,,10,392.1495,3921.495
12,10,F_no_insertion,113,3105.7061528293702,,,10,382.8706,3828.706
12,10,F,119,3112.286749452197,,,10,387.2287,3872.287
12,10,I_normal,119,2778.8651320668423,1343.655351256376,2196.209648743624,10,353.9865,3539.865
12,10,I_discovery_truth,90,2658.9020918516776,,,10,324.7902,3247.902
12,10,truth_after_search,,,1302.208552672283,2196.209648743624,10,349.8418201415907,3498.418201415907
12,10,truth_direct_centres,,,,,10,164.43365916004447,1644.3365916004448
12,10,truth_disk_lower_bound,,,,,10,156.83365916004448,1568.3365916004448
13,14,C,145,4041.1351597194325,,,14,355.7239285714286,4980.135
13,14,C_reweighted,146,3954.562534274396,,,14,349.8973571428572,4898.563
13,14,C_completion_only,145,3617.4875821247488,,,14,325.4634285714286,4556.488
13,14,C_coobserve_only,148,4012.6464438673916,,,14,354.7604285714286,4966.646
13,14,Cplus,147,3592.2066832626538,,,14,324.3719285714286,4541.207
13,14,F_no_insertion,112,3870.0963418244924,,,14,329.0782857142857,4607.096
13,14,F,109,3566.0283708796205,,,14,306.07342857142856,4285.028
13,14,I_normal,109,3454.8554854200383,2031.3999512808227,2145.455048719177,14,298.34678571428566,4176.855
13,14,I_discovery_truth,80,3644.518130074897,,,14,299.537,4193.518
13,14,truth_after_search,,,1963.1022732175948,2145.455048719177,14,293.4683801383408,4108.557321936772
13,14,truth_direct_centres,,,,,14,155.1979921254212,2172.7718897558966
13,14,truth_disk_lower_bound,,,,,14,147.48370641113547,2064.7718897558966
14,10,C,140,3599.069225088918,,,10,448.80690000000004,4488.069
14,10,C_reweighted,144,3409.350637025881,,,10,431.83509999999995,4318.351
14,10,C_completion_only,143,3050.019037470307,,,10,395.40189999999996,3954.019
14,10,C_coobserve_only,143,3240.561262133851,,,10,414.6561,4146.561
14,10,Cplus,145,3042.578435904334,,,10,396.0578,3960.578
14,10,F_no_insertion,112,2971.9935903621304,,,10,369.0994,3690.994
14,10,F,114,3080.6537426360346,,,10,380.9654,3809.654
14,10,I_normal,115,2897.1740844500223,1462.2423915755753,2172.9316084244247,10,363.5174,3635.174
14,10,I_discovery_truth,93,2762.4560630623046,,,10,336.9456,3369.456
14,10,truth_after_search,,,1350.9602769627154,2172.9316084244247,10,352.389188538714,3523.89188538714
14,10,truth_direct_centres,,,,,10,153.50353023528928,1535.0353023528928
14,10,truth_disk_lower_bound,,,,,10,145.90353023528928,1459.0353023528928
15,14,C,139,4180.63673450952,,,14,363.11692857142856,5083.637
15,14,C_reweighted,144,4010.4394857266693,,,14,352.74564285714285,4938.439
15,14,C_completion_only,141,3584.685910505939,,,14,321.2632857142857,4497.686
15,14,C_coobserve_only,140,3923.0989750095505,,,14,345.0785,4831.099
15,14,Cplus,144,3578.0850984514145,,,14,322.00607142857143,4508.085
15,14,F_no_insertion,103,3899.5187201916206,,,14,327.3942142857143,4583.519
15,14,F,110,3484.1685715835447,,,14,300.5120714285714,4207.169
15,14,I_normal,103,3423.1724033715045,2067.8796780826356,2040.292321917364,14,293.4408571428571,4108.172
15,14,I_discovery_truth,69,3208.3042821710237,,,14,263.66457142857143,3691.304
15,14,truth_after_search,,,2022.9762825481862,2040.292321917364,14,290.2334717475393,4063.26860446555
15,14,truth_direct_centres,,,,,14,145.01145163055514,2030.160322827772
15,14,truth_disk_lower_bound,,,,,14,137.29716591626942,1922.160322827772
16,16,C,127,4150.828714797158,,,16,311.9893125,4991.829
16,16,C_reweighted,130,3740.315291031117,,,16,287.2696875,4596.315
16,16,C_completion_only,134,3578.2072898824217,,,16,278.3879375,4454.207
16,16,C_coobserve_only,130,4037.2339630460133,,,16,305.889625,4894.234
16,16,Cplus,138,3370.5825609440826,,,16,267.2239375,4275.583
16,16,F_no_insertion,103,3579.768963481119,,,16,267.1105625,4273.769
16,16,F,89,3517.873726685172,,,16,257.929625,4126.874
