scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S4_clustered,155921,1,I,13,0.0,0,,1,0,0,0,0,0,0,262.77861538461536,195.70167194203913,62.07692307692308,5.0,165.63584192307692,166.5589188591172,110.94353424373259,0.7692307692307693,2.4615384615384617,1.6923076923076923,10.153846153846153,0.3076923076923077,0.7952283000049647,0.000264753491137526,0
S4_clustered,155921,1,J,13,0.0,0,,1,0,0,0,0,0,0,252.65646153846154,184.50262812477123,63.15384615384615,5.0,135.3367543076923,154.68702323988558,98.14856170142401,0.6153846153846154,2.4615384615384617,1.7692307692307692,10.076923076923077,0.46153846153846156,1.1899752999888733,0.0001656220260883856,0
S4_clustered,155921,1,J+,13,0.0,0,,1,0,0,0,0,0,0,247.10215384615384,181.40985156707478,60.69230769230769,5.0,130.05903676923077,149.4093056832415,95.48622876016458,0.6923076923076923,2.0,1.8461538461538463,9.923076923076923,0.0,0.11316719997557811,7.037197201498202e-05,0
S4_clustered,155921,2,I,14,0.0,0,,1,0,0,0,0,0,0,208.15678571428572,153.65677615726116,49.5,5.0,133.78802842857144,156.55182638015734,109.9089692373002,0.35714285714285715,2.7142857142857144,1.9285714285714286,8.071428571428571,0.5714285714285714,1.047154900006717,0.000133798343995295,0
S4_clustered,155921,2,J,14,0.0,0,,1,0,0,0,0,0,0,194.50257142857143,138.78827043197282,50.714285714285715,5.0,123.13661971428571,148.69419521876452,98.97990950447878,0.21428571428571427,2.5714285714285716,1.9285714285714286,8.214285714285714,0.5714285714285714,1.7409606000001077,0.00021395238059085386,0
S4_clustered,155921,2,J+,14,0.0,0,,1,0,0,0,0,0,0,197.03342857142857,147.10489043252247,44.92857142857143,5.0,96.37242735714287,131.02292670586712,88.66578384872425,0.35714285714285715,1.5,1.5,7.428571428571429,0.0,0.08863109999219887,0.0004660553145185986,0
S4_clustered,155921,3,I,15,0.0,0,,1,0,0,0,0,0,0,206.63253333333333,160.1658385846029,41.46666666666667,5.0,88.47136993333334,132.9002090528316,95.36687571949825,0.3333333333333333,2.466666666666667,1.8666666666666667,6.8,0.5333333333333333,0.8265811000019312,0.0004212309563627059,0
S4_clustered,155921,3,J,15,0.0,0,,1,0,0,0,0,0,0,176.23406666666668,126.10070269254206,45.13333333333333,5.0,91.26882193333333,125.77106514536158,85.03773181202823,0.6,2.6,2.0,7.466666666666667,0.4666666666666667,1.1550534999987576,0.00045961186901877227,0
S4_clustered,155921,3,J+,15,0.0,0,,1,0,0,0,0,0,0,200.49746666666667,151.3641270548884,44.13333333333333,5.0,85.54759886666668,118.68806492547598,82.75473159214262,0.6666666666666666,2.466666666666667,2.066666666666667,7.133333333333334,0.0,0.19137980000232346,9.417667388333939e-05,0
S4_clustered,155921,4,I,16,0.0,0,,1,0,0,0,0,0,0,218.670625,159.3581091542011,54.3125,5.0,133.971714,136.97171396875387,89.47171396875389,0.6875,2.6875,1.9375,8.6875,0.5,0.3066880999831483,0.0002535327826080902,0
S4_clustered,155921,4,J,16,0.0,0,,1,0,0,0,0,0,0,191.6565,141.03147924187994,45.625,5.0,101.221434875,101.5964348918921,67.15893489189209,0.9375,2.8125,2.0,7.5,0.1875,1.1403249000140931,0.0003321299209346762,0
S4_clustered,155921,4,J+,16,0.0,0,,1,0,0,0,0,0,0,185.50575,137.9432754147378,42.5625,5.0,99.297967375,99.67296738969478,66.73546738969476,1.0,2.3125,1.875,6.9375,0.0,0.2231690000044182,0.0004066358046657115,0
S4_clustered,155921,5,I,11,0.0,0,,1,0,0,0,0,0,0,268.33472727272726,194.97108690996149,68.36363636363636,5.0,125.40499345454546,192.34309464314518,129.2521855522361,0.7272727272727273,2.909090909090909,1.8181818181818181,11.090909090909092,0.7272727272727273,1.1825692999991588,4.399042336444836e-05,0
S4_clustered,155921,5,J,11,0.0,0,,1,0,0,0,0,0,0,271.70163636363634,189.4289312689114,77.27272727272727,5.0,181.42131700000002,205.3807257247222,131.01708936108582,0.36363636363636365,3.090909090909091,2.1818181818181817,12.727272727272727,0.7272727272727273,1.0351775999879465,0.00024395802574872505,0
