case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
402,L1100_C2,10,10,10,7687.812,305,10,1,19,5698.314574156936,5822.811800672601,3996.314574156936,1826.4972265156664,1525.0,290.0,50.0,0,0.3875755000044592
402,L1100I3,10,10,10,8336.988,359,10,1,22,6084.073721354744,6145.987614440098,4135.073721354744,2010.9138930853537,1795.0,346.0,50.0,0,0.43563049999647774
402,H8,10,10,10,8635.825,487,10,1,31,7149.749802523322,5664.825173493675,4276.749802523322,1388.0753709703538,2435.0,486.0,50.0,0,0.20983690000139177
403,L1100_C2,15,15,15,7748.035,242,15,1,19,5249.0,6234.035234079203,3960.0,2274.0352340792056,1210.0,229.0,75.0,0,0.5305527999880724
403,L1100I3,15,15,15,8929.074,285,15,1,22,5448.073721354744,7166.0740532202235,4135.073721354744,3031.000331865482,1425.0,263.0,75.0,0,0.5436541000090074
403,H8,15,15,15,8862.815,361,15,1,31,6255.749802523321,6640.814819493379,4276.749802523322,2364.065016970059,1805.0,342.0,75.0,0,0.6658670000033453
404,L1100_C2,10,10,10,8262.153,312,10,1,19,5645.0,6350.153380274586,3960.0,2390.1533802745885,1560.0,302.0,50.0,0,0.28090460001840256
404,L1100I3,10,10,10,8929.128,336,10,1,22,5988.073721354744,6871.1277654346,4135.073721354744,2736.0540440798577,1680.0,328.0,50.0,0,0.21172439999645576
404,H8,10,10,10,8535.82,421,10,1,31,6753.0135532068925,5964.820429741132,4295.013553206893,1669.8068765342405,2105.0,416.0,50.0,0,0.20218870000098832
405,L1100_C2,10,10,10,7676.021,290,10,1,19,5549.0,5902.020905370832,3960.0,1942.0209053708304,1450.0,274.0,50.0,0,0.3657515999802854
405,L1100I3,10,10,10,8519.734,315,10,1,22,5838.073721354744,6598.7337069819,4135.073721354744,2463.659985627157,1575.0,296.0,50.0,0,0.36975450001773424
