label,case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,origin_discoveries,selected_route,pruned_observations,audited_pruned,pruned_truth_hits,min_pruned_dist,max_kept_dist,movement,search_movement,post_movement,detection,switching,clearing
A_boundary_outward_n10,19,C,10,10,10,11471.861,730,10,1,0,C,0,0,0,,,7047.861069845644,3684.1009111560907,3363.7601586895516,3650.0,724.0,50.0
A_boundary_outward_n10,19,BF,10,10,10,9404.258,480,10,1,0,B,52,0,0,,,6499.258069938314,4137.948425327046,2361.309644611271,2400.0,455.0,50.0
A_boundary_outward_n10,19,CF,10,10,10,10734.861,608,10,1,0,C,122,0,0,,,7047.861069845644,3684.1009111560907,3363.7601586895516,3040.0,597.0,50.0
A_boundary_outward_n10,19,D,10,10,10,9404.258,480,10,1,0,B,52,52,0,1512.2072396473257,1480.2248009783523,6499.258069938314,4137.948425327046,2361.309644611271,2400.0,455.0,50.0
A_boundary_outward_n10,19,C3F,10,10,10,9726.258,532,10,1,0,B,0,0,0,,,6499.258069938314,4137.948425327046,2361.309644611271,2660.0,517.0,50.0
A_boundary_outward_n10,20,B,10,10,10,8946.505,461,10,1,0,B,0,0,0,,,6140.504766508564,4094.406302984744,2046.0984635238215,2305.0,451.0,50.0
A_boundary_outward_n10,20,C,10,10,10,10445.347,653,10,1,0,C,0,0,0,,,6483.346598255834,3629.5264323263946,2853.8201659294396,3265.0,647.0,50.0
A_boundary_outward_n10,20,BF,10,10,10,8946.505,461,10,1,0,B,0,0,0,,,6140.504766508564,4094.406302984744,2046.0984635238215,2305.0,451.0,50.0
A_boundary_outward_n10,20,CF,10,10,10,9573.347,510,10,1,0,C,143,0,0,,,6483.346598255834,3629.5264323263946,2853.8201659294396,2550.0,490.0,50.0
A_boundary_outward_n10,20,D,10,10,10,8946.505,461,10,1,0,B,0,0,0,,987.7399410841873,6140.504766508564,4094.406302984744,2046.0984635238215,2305.0,451.0,50.0
A_boundary_outward_n10,20,C3F,10,10,10,8946.505,461,10,1,0,B,0,0,0,,,6140.504766508564,4094.406302984744,2046.0984635238215,2305.0,451.0,50.0
A_boundary_outward_n10,21,B,10,10,10,9991.398,585,10,1,0,B,0,0,0,,,6446.398391051051,4081.871979393182,2364.526411657869,2925.0,570.0,50.0
A_boundary_outward_n10,21,C,10,10,10,12176.223,868,10,1,0,C,0,0,0,,,6941.223040118253,3658.719351573558,3282.5036885446966,4340.0,845.0,50.0
A_boundary_outward_n10,21,BF,10,10,10,9646.398,528,10,1,0,B,57,0,0,,,6446.398391051051,4081.871979393182,2364.526411657869,2640.0,510.0,50.0
A_boundary_outward_n10,21,CF,10,10,10,11179.223,702,10,1,0,C,166,0,0,,,6941.223040118253,3658.719351573558,3282.5036885446966,3510.0,678.0,50.0
A_boundary_outward_n10,21,D,10,10,10,9646.398,528,10,1,0,B,57,57,0,1503.377029360438,1492.002689470331,6446.398391051051,4081.871979393182,2364.526411657869,2640.0,510.0,50.0
A_boundary_outward_n10,21,C3F,10,10,10,9991.398,585,10,1,0,B,0,0,0,,,6446.398391051051,4081.871979393182,2364.526411657869,2925.0,570.0,50.0
A_boundary_outward_n10,22,B,10,10,10,9024.208,470,10,1,0,B,0,0,0,,,6161.207946365304,4133.106584925074,2028.101361440231,2350.0,463.0,50.0
A_boundary_outward_n10,22,C,10,10,10,11102.04,700,10,1,0,C,0,0,0,,,6874.039697330407,3629.5264323263946,3244.5132650040155,3500.0,678.0,50.0
A_boundary_outward_n10,22,BF,10,10,10,8844.208,440,10,1,0,B,30,0,0,,,6161.207946365304,4133.106584925074,2028.101361440231,2200.0,433.0,50.0
A_boundary_outward_n10,22,CF,10,10,10,10205.04,552,10,1,0,C,148,0,0,,,6874.039697330407,3629.5264323263946,3244.5132650040155,2760.0,521.0,50.0
A_boundary_outward_n10,22,D,10,10,10,8844.208,440,10,1,0,B,30,30,0,1607.7057423484378,1441.7780480319607,6161.207946365304,4133.106584925074,2028.101361440231,2200.0,433.0,50.0
A_boundary_outward_n10,22,C3F,10,10,10,9024.208,470,10,1,0,B,0,0,0,,,6161.207946365304,4133.106584925074,2028.101361440231,2350.0,463.0,50.0
A_boundary_outward_n10,23,B,10,10,10,10269.918,567,10,1,0,B,0,0,0,,,6832.9179786565,4104.095783160274,2728.8221954962264,2835.0,552.0,50.0
A_boundary_outward_n10,23,C,10,10,10,11632.67,818,10,1,0,C,0,0,0,,,6678.669895205814,3631.0308255562377,3047.6390696495805,4090.0,814.0,50.0
A_boundary_outward_n10,23,BF,10,10,10,9870.918,502,10,1,0,B,65,0,0,,,6832.9179786565,4104.095783160274,2728.8221954962264,2510.0,478.0,50.0
A_boundary_outward_n10,23,CF,10,10,10,10579.67,644,10,1,0,C,174,0,0,,,6678.669895205814,3631.0308255562377,3047.6390696495805,3220.0,631.0,50.0
A_boundary_outward_n10,23,D,10,10,10,9870.918,502,10,1,0,B,65,65,0,1522.0951338415825,1489.329691300057,6832.9179786565,4104.095783160274,2728.8221954962264,2510.0,478.0,50.0
A_boundary_outward_n10,23,C3F,10,10,10,10269.918,567,10,1,0,B,0,0,0,,,6832.9179786565,4104.095783160274,2728.8221954962264,2835.0,552.0,50.0
A_boundary_outward_n10,24,B,10,10,10,8321.514,407,10,1,0,B,0,0,0,,,5836.514484848492,4084.478027306014,1752.036457542478,2035.0,400.0,50.0
A_boundary_outward_n10,24,C,10,10,10,12479.849,910,10,1,0,C,0,0,0,,,6976.849334364791,3633.607196458503,3343.2421379062866,4550.0,903.0,50.0
A_boundary_outward_n10,24,BF,10,10,10,8231.514,392,10,1,0,B,15,0,0,,,5836.514484848492,4084.478027306014,1752.036457542478,1960.0,385.0,50.0
A_boundary_outward_n10,24,CF,10,10,10,10907.849,649,10,1,0,C,261,0,0,,,6976.849334364791,3633.607196458503,3343.2421379062866,3245.0,636.0,50.0
A_boundary_outward_n10,24,D,10,10,10,8231.514,392,10,1,0,B,15,15,0,1688.6112075502335,1411.4389406906248,5836.514484848492,4084.478027306014,1752.036457542478,1960.0,385.0,50.0
A_boundary_outward_n10,24,C3F,10,10,10,8321.514,407,10,1,0,B,0,0,0,,,5836.514484848492,4084.478027306014,1752.036457542478,2035.0,400.0,50.0
A_boundary_outward_n10,25,B,10,10,10,7573.897,390,10,1,0,B,0,0,0,,,5186.897085022526,4099.883393385013,1087.0136916375138,1950.0,387.0,50.0
A_boundary_outward_n10,25,C,10,10,10,11798.254,844,10,1,0,C,0,0,0,,,6686.253857247504,3630.9080164215975,3055.3458408259094,4220.0,842.0,50.0
A_boundary_outward_n10,25,BF,10,10,10,7573.897,390,10,1,0,B,0,0,0,,,5186.897085022526,4099.883393385013,1087.0136916375138,1950.0,387.0,50.0
A_boundary_outward_n10,25,CF,10,10,10,10365.254,607,10,1,0,C,237,0,0,,,6686.253857247504,3630.9080164215975,3055.3458408259094,3035.0,594.0,50.0
A_boundary_outward_n10,25,D,10,10,10,7573.897,390,10,1,0,B,0,0,0,,660.0127071671211,5186.897085022526,4099.883393385013,1087.0136916375138,1950.0,387.0,50.0
A_boundary_outward_n10,25,C3F,10,10,10,7573.897,390,10,1,0,B,0,0,0,,,5186.897085022526,4099.883393385013,1087.0136916375138,1950.0,387.0,50.0
A_normal_n11,1,B,11,11,11,8827.421,339,11,1,6,B,0,0,0,,,6757.421496409579,4118.527581316258,2638.8939150933234,1695.0,320.0,55.0
A_normal_n11,1,C,11,11,11,7414.321,391,11,1,6,C,0,0,0,,,5017.321077310709,3699.2009054705804,1318.1201718401278,1955.0,387.0,55.0
A_normal_n11,1,BF,11,11,11,8827.421,339,11,1,6,B,0,0,0,,,6757.421496409579,4118.527581316258,2638.8939150933234,1695.0,320.0,55.0
A_normal_n11,1,CF,11,11,11,7192.321,354,11,1,6,C,37,0,0,,,5017.321077310709,3699.2009054705804,1318.1201718401278,1770.0,350.0,55.0
A_normal_n11,1,D,11,11,11,7192.321,354,11,1,6,C,37,37,0,1547.8584354822533,1498.8288463307692,5017.321077310709,3699.2009054705804,1318.1201718401278,1770.0,350.0,55.0
A_normal_n11,1,C3F,11,11,11,7192.321,354,11,1,6,C,37,0,0,,,5017.321077310709,3699.2009054705804,1318.1201718401278,1770.0,350.0,55.0
A_normal_n11,2,B,11,11,11,8663.345,392,11,1,4,B,0,0,0,,,6271.344700396742,4081.871979393182,2189.4727210035635,1960.0,377.0,55.0
A_normal_n11,2,C,11,11,11,7610.9,404,11,1,4,C,0,0,0,,,5135.9000193512,3629.5264323263946,1506.373587024805,2020.0,400.0,55.0
A_normal_n11,2,BF,11,11,11,8633.345,387,11,1,4,B,5,0,0,,,6271.344700396742,4081.871979393182,2189.4727210035635,1935.0,372.0,55.0
A_normal_n11,2,CF,11,11,11,7316.9,355,11,1,4,C,49,0,0,,,5135.9000193512,3629.5264323263946,1506.373587024805,1775.0,351.0,55.0
A_normal_n11,2,D,11,11,11,7316.9,355,11,1,4,C,49,49,0,1511.8694661738443,1491.0253052206385,5135.9000193512,3629.5264323263946,1506.373587024805,1775.0,351.0,55.0
A_normal_n11,2,C3F,11,11,11,7316.9,355,11,1,4,C,49,0,0,,,5135.9000193512,3629.5264323263946,1506.373587024805,1775.0,351.0,55.0
A_normal_n11,3,B,11,11,11,8264.075,340,11,1,4,B,0,0,0,,,6179.074736758983,4081.912618977934,2097.1621177810493,1700.0,330.0,55.0
A_normal_n11,3,C,11,11,11,7669.449,389,11,1,4,C,0,0,0,,,5283.448892715489,3709.021790638117,1574.4271020773708,1945.0,386.0,55.0
A_normal_n11,3,BF,11,11,11,8264.075,340,11,1,4,B,0,0,0,,,6179.074736758983,4081.912618977934,2097.1621177810493,1700.0,330.0,55.0
A_normal_n11,3,CF,11,11,11,7435.449,350,11,1,4,C,39,0,0,,,5283.448892715489,3709.021790638117,1574.4271020773708,1750.0,347.0,55.0
A_normal_n11,3,D,11,11,11,7435.449,350,11,1,4,C,39,39,0,1542.7121934645625,1470.0487390531039,5283.448892715489,3709.021790638117,1574.4271020773708,1750.0,347.0,55.0
A_normal_n11,3,C3F,11,11,11,7435.449,350,11,1,4,C,39,0,0,,,5283.448892715489,3709.021790638117,1574.4271020773708,1750.0,347.0,55.0
A_normal_n11,4,B,11,11,11,8282.789,377,11,1,4,B,0,0,0,,,5982.788789622902,4081.871979393182,1900.9168102297222,1885.0,360.0,55.0
A_normal_n11,4,C,11,11,11,7812.971,397,11,1,4,C,0,0,0,,,5381.971463861397,3630.7916322545107,1751.179831606887,1985.0,391.0,55.0
A_normal_n11,4,BF,11,11,11,8174.789,359,11,1,4,B,18,0,0,,,5982.788789622902,4081.871979393182,1900.9168102297222,1795.0,342.0,55.0
A_normal_n11,4,CF,11,11,11,7644.971,369,11,1,4,C,28,0,0,,,5381.971463861397,3630.7916322545107,1751.179831606887,1845.0,363.0,55.0
A_normal_n11,4,D,11,11,11,7644.971,369,11,1,4,C,28,28,0,1515.4197988160242,1497.8044725462719,5381.971463861397,3630.7916322545107,1751.179831606887,1845.0,363.0,55.0
A_normal_n11,4,C3F,11,11,11,7644.971,369,11,1,4,C,28,0,0,,,5381.971463861397,3630.7916322545107,1751.179831606887,1845.0,363.0,55.0
A_normal_n11,5,B,11,11,11,8799.542,399,11,1,4,B,0,0,0,,,6378.541729605264,4081.871979393182,2296.6697502120837,1995.0,371.0,55.0
A_normal_n11,5,C,11,11,11,8005.735,436,11,1,4,C,0,0,0,,,5341.73509484926,3629.662843920197,1712.0722509290647,2180.0,429.0,55.0
A_normal_n11,5,BF,11,11,11,8703.542,383,11,1,4,B,16,0,0,,,6378.541729605264,4081.871979393182,2296.6697502120837,1915.0,355.0,55.0
A_normal_n11,5,CF,11,11,11,7627.735,373,11,1,4,C,63,0,0,,,5341.73509484926,3629.662843920197,1712.0722509290647,1865.0,366.0,55.0
A_normal_n11,5,D,11,11,11,7627.735,373,11,1,4,C,63,63,0,1506.110531268465,1493.3449815747053,5341.73509484926,3629.662843920197,1712.0722509290647,1865.0,366.0,55.0
A_normal_n11,5,C3F,11,11,11,7627.735,373,11,1,4,C,63,0,0,,,5341.73509484926,3629.662843920197,1712.0722509290647,1865.0,366.0,55.0
A_normal_n11,6,B,11,11,11,8066.94,402,11,1,8,B,0,0,0,,,5613.940160676261,4081.871979393182,1532.0681812830762,2010.0,388.0,55.0
A_normal_n11,6,C,11,11,11,7244.969,350,11,1,8,C,0,0,0,,,5090.969038601446,3680.0260879258913,1410.9429506755557,1750.0,349.0,55.0
A_normal_n11,6,BF,11,11,11,7880.94,371,11,1,8,B,31,0,0,,,5613.940160676261,4081.871979393182,1532.0681812830762,1855.0,357.0,55.0
A_normal_n11,6,CF,11,11,11,7154.969,335,11,1,8,C,15,0,0,,,5090.969038601446,3680.0260879258913,1410.9429506755557,1675.0,334.0,55.0
A_normal_n11,6,D,11,11,11,7154.969,335,11,1,8,C,15,15,0,1617.7077304012284,1032.1064401768976,5090.969038601446,3680.0260879258913,1410.9429506755557,1675.0,334.0,55.0
A_normal_n11,6,C3F,11,11,11,7154.969,335,11,1,8,C,15,0,0,,,5090.969038601446,3680.0260879258913,1410.9429506755557,1675.0,334.0,55.0
A_normal_n11,7,B,11,11,11,8897.419,370,11,1,6,B,0,0,0,,,6651.418848105321,4081.871979393182,2569.5468687121447,1850.0,341.0,55.0
A_normal_n11,7,C,11,11,11,7545.082,390,11,1,6,C,0,0,0,,,5153.08159554916,3631.039290875772,1522.0423046733874,1950.0,387.0,55.0
A_normal_n11,7,BF,11,11,11,8831.419,359,11,1,6,B,11,0,0,,,6651.418848105321,4081.871979393182,2569.5468687121447,1795.0,330.0,55.0
A_normal_n11,7,CF,11,11,11,7275.082,345,11,1,6,C,45,0,0,,,5153.08159554916,3631.039290875772,1522.0423046733874,1725.0,342.0,55.0
A_normal_n11,7,D,11,11,11,7275.082,345,11,1,6,C,45,45,0,1536.2118276908757,1491.274383789603,5153.08159554916,3631.039290875772,1522.0423046733874,1725.0,342.0,55.0
A_normal_n11,7,C3F,11,11,11,7275.082,345,11,1,6,C,45,0,0,,,5153.08159554916,3631.039290875772,1522.0423046733874,1725.0,342.0,55.0
A_normal_n11,8,B,11,11,11,9414.888,382,11,1,5,B,0,0,0,,,7081.887827641671,4113.479267882781,2968.4085597588905,1910.0,368.0,55.0
A_normal_n11,8,C,11,11,11,7836.912,417,11,1,5,C,0,0,0,,,5293.91173728962,3637.806589117943,1656.1051481716777,2085.0,403.0,55.0
A_normal_n11,8,BF,11,11,11,9318.888,366,11,1,5,B,16,0,0,,,7081.887827641671,4113.479267882781,2968.4085597588905,1830.0,352.0,55.0
A_normal_n11,8,CF,11,11,11,7471.912,356,11,1,5,C,61,0,0,,,5293.91173728962,3637.806589117943,1656.1051481716777,1780.0,343.0,55.0
A_normal_n11,8,D,11,11,11,7471.912,356,11,1,5,C,61,61,0,1524.1568944114606,1492.6121228959094,5293.91173728962,3637.806589117943,1656.1051481716777,1780.0,343.0,55.0
A_normal_n11,8,C3F,11,11,11,7471.912,356,11,1,5,C,61,0,0,,,5293.91173728962,3637.806589117943,1656.1051481716777,1780.0,343.0,55.0
A_normal_n11,9,B,11,11,11,8757.137,369,11,1,5,B,0,0,0,,,6495.137135980881,4081.871979393182,2413.265156587699,1845.0,362.0,55.0
A_normal_n11,9,C,11,11,11,7617.268,379,11,1,5,C,0,0,0,,,5290.268349084606,3629.5264323263946,1660.7419167582107,1895.0,377.0,55.0
A_normal_n11,9,BF,11,11,11,8655.137,352,11,1,5,B,17,0,0,,,6495.137135980881,4081.871979393182,2413.265156587699,1760.0,345.0,55.0
A_normal_n11,9,CF,11,11,11,7545.268,367,11,1,5,C,12,0,0,,,5290.268349084606,3629.5264323263946,1660.7419167582107,1835.0,365.0,55.0
A_normal_n11,9,D,11,11,11,7545.268,367,11,1,5,C,12,12,0,1502.9926810302272,1417.243659303445,5290.268349084606,3629.5264323263946,1660.7419167582107,1835.0,365.0,55.0
A_normal_n11,9,C3F,11,11,11,7545.268,367,11,1,5,C,12,0,0,,,5290.268349084606,3629.5264323263946,1660.7419167582107,1835.0,365.0,55.0
A_normal_n11,10,B,11,11,11,8243.553,383,11,1,3,B,0,0,0,,,5896.553365448251,4116.136819238351,1780.4165462098993,1915.0,377.0,55.0
A_normal_n11,10,C,11,11,11,7764.764,407,11,1,3,C,0,0,0,,,5269.763985494063,3692.5993264515246,1577.1646590425373,2035.0,405.0,55.0
A_normal_n11,10,BF,11,11,11,8159.553,369,11,1,3,B,14,0,0,,,5896.553365448251,4116.136819238351,1780.4165462098993,1845.0,363.0,55.0
A_normal_n11,10,CF,11,11,11,7440.764,353,11,1,3,C,54,0,0,,,5269.763985494063,3692.5993264515246,1577.1646590425373,1765.0,351.0,55.0
A_normal_n11,10,D,11,11,11,7440.764,353,11,1,3,C,54,54,0,1506.3489002060185,1368.966523357151,5269.763985494063,3692.5993264515246,1577.1646590425373,1765.0,351.0,55.0
A_normal_n11,10,C3F,11,11,11,7440.764,353,11,1,3,C,54,0,0,,,5269.763985494063,3692.5993264515246,1577.1646590425373,1765.0,351.0,55.0
A_normal_n11,11,B,11,11,11,8537.02,366,11,1,6,B,0,0,0,,,6300.020014897077,4081.871979393182,2218.148035503896,1830.0,352.0,55.0
A_normal_n11,11,C,11,11,11,7617.221,405,11,1,6,C,0,0,0,,,5140.221193325742,3665.1952576024005,1475.0259357233426,2025.0,397.0,55.0
A_normal_n11,11,BF,11,11,11,8423.02,347,11,1,6,B,19,0,0,,,6300.020014897077,4081.871979393182,2218.148035503896,1735.0,333.0,55.0
A_normal_n11,11,CF,11,11,11,7402.221,369,11,1,6,C,36,0,0,,,5140.221193325742,3665.1952576024005,1475.0259357233426,1845.0,362.0,55.0
A_normal_n11,11,D,11,11,11,7402.221,369,11,1,6,C,36,36,0,1508.9065053556822,1486.5147773857923,5140.221193325742,3665.1952576024005,1475.0259357233426,1845.0,362.0,55.0
A_normal_n11,11,C3F,11,11,11,7402.221,369,11,1,6,C,36,0,0,,,5140.221193325742,3665.1952576024005,1475.0259357233426,1845.0,362.0,55.0
A_normal_n11,12,B,11,11,11,8086.097,381,11,1,3,B,0,0,0,,,5748.097220566939,4095.2572490571924,1652.8399715097469,1905.0,378.0,55.0
A_normal_n11,12,C,11,11,11,7942.279,475,11,1,3,C,0,0,0,,,5044.279186440834,3720.5843889533357,1323.6947974874965,2375.0,468.0,55.0
A_normal_n11,12,BF,11,11,11,8068.097,378,11,1,3,B,3,0,0,,,5748.097220566939,4095.2572490571924,1652.8399715097469,1890.0,375.0,55.0
A_normal_n11,12,CF,11,11,11,7623.279,422,11,1,3,C,53,0,0,,,5044.279186440834,3720.5843889533357,1323.6947974874965,2110.0,414.0,55.0
A_normal_n11,12,D,11,11,11,7623.279,422,11,1,3,C,53,53,0,1506.3489002060142,1473.266364315176,5044.279186440834,3720.5843889533357,1323.6947974874965,2110.0,414.0,55.0
A_normal_n11,12,C3F,11,11,11,7623.279,422,11,1,3,C,53,0,0,,,5044.279186440834,3720.5843889533357,1323.6947974874965,2110.0,414.0,55.0
A_normal_n11,13,B,11,11,11,8994.484,372,11,1,6,B,0,0,0,,,6714.483821717453,4081.871979393182,2632.6118423242688,1860.0,365.0,55.0
A_normal_n11,13,C,11,11,11,7706.974,439,11,1,6,C,0,0,0,,,5023.973940579535,3677.220685426617,1346.7532551529182,2195.0,433.0,55.0
A_normal_n11,13,BF,11,11,11,8964.484,367,11,1,6,B,5,0,0,,,6714.483821717453,4081.871979393182,2632.6118423242688,1835.0,360.0,55.0
A_normal_n11,13,CF,11,11,11,7324.974,375,11,1,6,C,64,0,0,,,5023.973940579535,3677.220685426617,1346.7532551529182,1875.0,371.0,55.0
A_normal_n11,13,D,11,11,11,7324.974,375,11,1,6,C,64,64,0,1505.7776482876156,1490.9835722717369,5023.973940579535,3677.220685426617,1346.7532551529182,1875.0,371.0,55.0
A_normal_n11,13,C3F,11,11,11,7324.974,375,11,1,6,C,64,0,0,,,5023.973940579535,3677.220685426617,1346.7532551529182,1875.0,371.0,55.0
A_normal_n11,14,B,11,11,11,8097.066,360,11,1,3,B,0,0,0,,,5890.065658693744,4081.871979393182,1808.1936793005636,1800.0,352.0,55.0
A_normal_n11,14,C,11,11,11,7795.828,393,11,1,3,C,0,0,0,,,5385.828381499002,3629.5264323263946,1756.3019491726077,1965.0,390.0,55.0
A_normal_n11,14,BF,11,11,11,8097.066,360,11,1,3,B,0,0,0,,,5890.065658693744,4081.871979393182,1808.1936793005636,1800.0,352.0,55.0
A_normal_n11,14,CF,11,11,11,7579.828,357,11,1,3,C,36,0,0,,,5385.828381499002,3629.5264323263946,1756.3019491726077,1785.0,354.0,55.0
A_normal_n11,14,D,11,11,11,7579.828,357,11,1,3,C,36,36,0,1563.2484220280758,1437.6265192426104,5385.828381499002,3629.5264323263946,1756.3019491726077,1785.0,354.0,55.0
A_normal_n11,14,C3F,11,11,11,7579.828,357,11,1,3,C,36,0,0,,,5385.828381499002,3629.5264323263946,1756.3019491726077,1785.0,354.0,55.0
A_normal_n11,15,B,11,11,11,7841.118,373,11,1,5,B,0,0,0,,,5552.118300741484,4127.884061397229,1424.2342393442557,1865.0,369.0,55.0
A_normal_n11,15,C,11,11,11,7807.536,439,11,1,5,C,0,0,0,,,5127.5358742539,3655.120662406617,1472.4152118472846,2195.0,430.0,55.0
A_normal_n11,15,BF,11,11,11,7787.118,364,11,1,5,B,9,0,0,,,5552.118300741484,4127.884061397229,1424.2342393442557,1820.0,360.0,55.0
A_normal_n11,15,CF,11,11,11,7423.536,375,11,1,5,C,64,0,0,,,5127.5358742539,3655.120662406617,1472.4152118472846,1875.0,366.0,55.0
A_normal_n11,15,D,11,11,11,7423.536,375,11,1,5,C,64,64,0,1580.8175828738335,1499.5981605998772,5127.5358742539,3655.120662406617,1472.4152118472846,1875.0,366.0,55.0
A_normal_n11,15,C3F,11,11,11,7423.536,375,11,1,5,C,64,0,0,,,5127.5358742539,3655.120662406617,1472.4152118472846,1875.0,366.0,55.0
A_normal_n11,16,B,11,11,11,8621.878,401,11,1,3,B,0,0,0,,,6176.877744783282,4096.062428307236,2080.8153164760492,2005.0,385.0,55.0
A_normal_n11,16,C,11,11,11,8162.418,436,11,1,3,C,0,0,0,,,5493.417807786281,3630.2165210098174,1863.2012867764638,2180.0,434.0,55.0
A_normal_n11,16,BF,11,11,11,8555.878,390,11,1,3,B,11,0,0,,,6176.877744783282,4096.062428307236,2080.8153164760492,1950.0,374.0,55.0
A_normal_n11,16,CF,11,11,11,7844.418,383,11,1,3,C,53,0,0,,,5493.417807786281,3630.2165210098174,1863.2012867764638,1915.0,381.0,55.0
A_normal_n11,16,D,11,11,11,7844.418,383,11,1,3,C,53,53,0,1504.1095963265743,1487.2139144361038,5493.417807786281,3630.2165210098174,1863.2012867764638,1915.0,381.0,55.0
A_normal_n11,16,C3F,11,11,11,7844.418,383,11,1,3,C,53,0,0,,,5493.417807786281,3630.2165210098174,1863.2012867764638,1915.0,381.0,55.0
A_normal_n11,17,B,11,11,11,7964.623,402,11,1,6,B,0,0,0,,,5499.622590757937,4081.871979393182,1417.7506113647555,2010.0,400.0,55.0
A_normal_n11,17,C,11,11,11,7916.24,407,11,1,6,C,0,0,0,,,5427.239739901592,3654.70469503159,1772.5350448700015,2035.0,399.0,55.0
A_normal_n11,17,BF,11,11,11,7808.623,376,11,1,6,B,26,0,0,,,5499.622590757937,4081.871979393182,1417.7506113647555,1880.0,374.0,55.0
A_normal_n11,17,CF,11,11,11,7730.24,376,11,1,6,C,31,0,0,,,5427.239739901592,3654.70469503159,1772.5350448700015,1880.0,368.0,55.0
A_normal_n11,17,D,11,11,11,7730.24,376,11,1,6,C,31,31,0,1515.5945670414649,1458.491020094651,5427.239739901592,3654.70469503159,1772.5350448700015,1880.0,368.0,55.0
A_normal_n11,17,C3F,11,11,11,7730.24,376,11,1,6,C,31,0,0,,,5427.239739901592,3654.70469503159,1772.5350448700015,1880.0,368.0,55.0
A_normal_n11,18,B,11,11,11,8104.641,377,11,1,5,B,0,0,0,,,5811.640671434617,4081.871979393182,1729.7686920414362,1885.0,353.0,55.0
A_normal_n11,18,C,11,11,11,7575.76,421,11,1,5,C,0,0,0,,,4998.760480898642,3709.422579855554,1289.3379010430863,2105.0,417.0,55.0
A_normal_n11,18,BF,11,11,11,8050.641,368,11,1,5,B,9,0,0,,,5811.640671434617,4081.871979393182,1729.7686920414362,1840.0,344.0,55.0
A_normal_n11,18,CF,11,11,11,7155.76,351,11,1,5,C,70,0,0,,,4998.760480898642,3709.422579855554,1289.3379010430863,1755.0,347.0,55.0
A_normal_n11,18,D,11,11,11,7155.76,351,11,1,5,C,70,70,0,1545.8404971127875,1479.3236275408042,4998.760480898642,3709.422579855554,1289.3379010430863,1755.0,347.0,55.0
A_normal_n11,18,C3F,11,11,11,7155.76,351,11,1,5,C,70,0,0,,,4998.760480898642,3709.422579855554,1289.3379010430863,1755.0,347.0,55.0
A_normal_n11,19,B,11,11,11,8609.633,388,11,1,3,B,0,0,0,,,6242.633024298581,4081.871979393182,2160.7610449053996,1940.0,372.0,55.0
A_normal_n11,19,C,11,11,11,8211.091,454,11,1,3,C,0,0,0,,,5442.091188150813,3729.256442661668,1712.834745489144,2270.0,444.0,55.0
A_normal_n11,19,BF,11,11,11,8591.633,385,11,1,3,B,3,0,0,,,6242.633024298581,4081.871979393182,2160.7610449053996,1925.0,369.0,55.0
A_normal_n11,19,CF,11,11,11,7725.091,373,11,1,3,C,81,0,0,,,5442.091188150813,3729.256442661668,1712.834745489144,1865.0,363.0,55.0
A_normal_n11,19,D,11,11,11,7725.091,373,11,1,3,C,81,81,0,1507.1084378960343,1456.7021838291603,5442.091188150813,3729.256442661668,1712.834745489144,1865.0,363.0,55.0
A_normal_n11,19,C3F,11,11,11,7725.091,373,11,1,3,C,81,0,0,,,5442.091188150813,3729.256442661668,1712.834745489144,1865.0,363.0,55.0
A_normal_n11,20,B,11,11,11,8230.09,371,11,1,6,B,0,0,0,,,5956.08989626234,4081.871979393182,1874.2179168691596,1855.0,364.0,55.0
A_normal_n11,20,C,11,11,11,8175.102,434,11,1,6,C,0,0,0,,,5527.101500569312,3654.2983281653487,1872.8031724039627,2170.0,423.0,55.0
A_normal_n11,20,BF,11,11,11,8080.09,346,11,1,6,B,25,0,0,,,5956.08989626234,4081.871979393182,1874.2179168691596,1730.0,339.0,55.0
A_normal_n11,20,CF,11,11,11,7955.102,398,11,1,6,C,36,0,0,,,5527.101500569312,3654.2983281653487,1872.8031724039627,1990.0,383.0,55.0
A_normal_n11,20,D,11,11,11,7955.102,398,11,1,6,C,36,36,0,1613.420681788985,1485.779753956768,5527.101500569312,3654.2983281653487,1872.8031724039627,1990.0,383.0,55.0
A_normal_n11,20,C3F,11,11,11,7955.102,398,11,1,6,C,36,0,0,,,5527.101500569312,3654.2983281653487,1872.8031724039627,1990.0,383.0,55.0
A_normal_n11,21,B,11,11,11,8359.985,361,11,1,7,B,0,0,0,,,6155.98479206675,4081.871979393182,2074.1128126735675,1805.0,344.0,55.0
A_normal_n11,21,C,11,11,11,7091.195,362,11,1,7,C,0,0,0,,,4870.194540024826,3668.0395789587055,1202.1549610661202,1810.0,356.0,55.0
A_normal_n11,21,BF,11,11,11,8257.985,344,11,1,7,B,17,0,0,,,6155.98479206675,4081.871979393182,2074.1128126735675,1720.0,327.0,55.0
A_normal_n11,21,CF,11,11,11,6941.195,337,11,1,7,C,25,0,0,,,4870.194540024826,3668.0395789587055,1202.1549610661202,1685.0,331.0,55.0
A_normal_n11,21,D,11,11,11,6941.195,337,11,1,7,C,25,25,0,1546.665831786144,1431.5732607401103,4870.194540024826,3668.0395789587055,1202.1549610661202,1685.0,331.0,55.0
