scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S3_systematic_bias,130363,1,I,15,1.0,0,,1,0,0,0,0,0,0,264.6896,210.422917293303,49.266666666666666,5.0,141.87734880000002,144.27734878873747,99.67734878873746,0.6,2.7333333333333334,2.0,7.933333333333334,0.5333333333333333,1.0674833999946713,0.00024060045507212635,0
S3_systematic_bias,130363,1,J,15,1.0,0,,1,0,0,0,0,0,0,252.58566666666667,203.5190156994624,44.06666666666667,5.0,99.19022626666667,137.24669600929033,94.84669600929038,0.3333333333333333,2.533333333333333,1.7333333333333334,7.066666666666666,0.5333333333333333,1.8123845999944024,0.00023549193610961083,0
S3_systematic_bias,130363,1,J+,15,1.0,0,,1,0,0,0,0,0,0,246.2046,200.27124397384696,40.93333333333333,5.0,88.44608366666667,121.18654975556584,83.71988308889915,0.3333333333333333,2.0,1.8,6.6,0.0,0.19035869999788702,0.0003403922955840244,0
S3_systematic_bias,130363,2,I,13,1.0,0,,1,0,0,0,0,0,0,327.67223076923074,269.5183800319443,53.15384615384615,5.0,114.66742523076923,162.05204063480141,114.20588678864759,0.6923076923076923,2.8461538461538463,1.6153846153846154,8.538461538461538,0.6153846153846154,0.8317156000121031,5.958472411293769e-05,0
S3_systematic_bias,130363,2,J,13,1.0,0,,1,0,0,0,0,0,0,310.5439230769231,249.00547877926678,56.53846153846154,5.0,129.20700976923078,153.06790635187545,100.14482942879854,0.46153846153846156,2.8461538461538463,1.7692307692307692,9.23076923076923,0.6153846153846154,1.9307130000088364,0.0002241304682684131,0
S3_systematic_bias,130363,2,J+,13,1.0,0,,1,0,0,0,0,0,0,301.4179230769231,245.03330956850908,51.38461538461539,5.0,119.90519061538461,143.70243005864822,96.77935313557128,0.46153846153846156,2.0,1.6153846153846154,8.307692307692308,0.0,0.21095569999306463,2.4390617909375578e-05,0
S3_systematic_bias,130363,3,I,14,1.0,0,,1,0,0,0,0,0,0,287.38214285714287,229.95360067267615,52.42857142857143,5.0,149.10000342857143,150.38571769542463,103.9571462668532,0.5,2.9285714285714284,1.7857142857142858,8.5,0.5714285714285714,1.600410799990641,0.0004094174660167482,0
S3_systematic_bias,130363,3,J,14,1.0,0,,1,0,0,0,0,0,0,296.55271428571433,238.9813164873017,52.57142857142857,5.0,125.88532064285714,146.7898304923511,97.86125906377967,0.42857142857142855,2.857142857142857,1.5714285714285714,8.285714285714286,0.5714285714285714,1.1386875000025611,0.0004308222237341397,0
S3_systematic_bias,130363,3,J+,14,1.0,0,,1,0,0,0,0,0,0,272.53664285714285,218.6794881012694,48.857142857142854,5.0,117.95813678571429,136.9000341916557,90.40003419165568,0.2857142857142857,1.9285714285714286,1.5,7.785714285714286,0.0,0.19273660000180826,0.00016658222830301384,0
S3_systematic_bias,130363,4,I,10,1.0,0,,1,0,0,0,0,0,0,378.93719999999996,299.7372464359352,74.2,5.0,218.9837447,220.78374469427462,150.2837446942746,0.6,2.2,1.2,12.2,0.6,1.253453300014371,0.0004643593524633616,0
S3_systematic_bias,130363,4,J,10,1.0,0,,1,0,0,0,0,0,0,394.52750000000003,303.9275222126501,85.6,5.0,212.09675299999998,213.89675297705222,133.7967529770522,0.6,2.9,1.5,14.1,0.6,1.345847499993397,0.0002221265008301998,0
