case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
2,Cplus3F,16,16,16,8364.92,334,16,1,27,5497.264298830264,6302.9196151216365,3706.2642988302664,2596.655316291372,1670.0,312.0,80.0,0,0,B,0,0,,,,,0.3656685999885667
2,C3FDirect,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,,,,,0.7113207999791484
2,DG2_k1_t0_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,1,,,0.6808121999783907
2,DG2_k2_t0_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.7167740000004414
2,DG2_k2_t1_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.730935400002636
2,DG2_k3_t0_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.6904813000001013
2,DG2_k3_t1_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.6793429999961518
2,DG2_k5_t0_R,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.7289620999945328
2,DG2_k2_t0_F,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.8096391999861225
2,DG2_k3_t0_F,16,16,16,10670.775,558,16,1,29,6133.715673097168,7277.774818401303,3633.7156730971674,3644.0591453041384,2790.0,523.0,80.0,0,0,C,353,134,C,2,,,0.68440530000953
3,Cplus3F,16,16,16,9160.74,448,16,1,27,5807.532448440248,6394.74007087061,3621.5324484402477,2773.207622430362,2240.0,446.0,80.0,0,0,B,0,0,,,,,0.26696030001039617
3,C3FDirect,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,,,,,0.8235028999915812
3,DG2_k1_t0_R,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,1,,,0.8079990000114776
3,DG2_k2_t0_R,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,1,,,0.6881085000059102
3,DG2_k2_t1_R,16,16,16,9776.845,458,16,1,27,7019.891377588158,6963.844605381975,4417.891377588158,2545.95322779382,2290.0,443.0,80.0,0,0,B,0,1,B,1,288.47307916059424,20422.27694531244,0.45216719998279586
3,DG2_k3_t0_R,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,1,,,0.6796521999931429
3,DG2_k3_t1_R,16,16,16,8721.269,478,16,1,27,5155.437565481629,5775.2693114843505,3119.437565481628,2655.8317460027247,2390.0,476.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.31696130000636913
3,DG2_k5_t0_R,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,3,,,0.8286370999994688
3,DG2_k2_t0_F,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,1,,,0.7927302000171039
3,DG2_k3_t0_F,16,16,16,12192.242,725,16,1,29,6384.020179470273,7780.242367159064,3640.0201794702725,4140.222187688795,3625.0,707.0,80.0,0,0,C,334,254,C,1,,,0.7792018000036478
4,Cplus3F,16,16,16,8485.343,428,16,1,27,6391.842908426244,5845.343045675831,3960.8429084262466,1884.5001372495838,2140.0,420.0,80.0,0,0,B,0,0,,,,,0.35836439998820424
4,C3FDirect,16,16,16,10720.097,577,16,1,29,5972.408884973576,7204.097323413977,3499.4088849735763,3704.6884384404057,2885.0,551.0,80.0,0,0,C,293,151,,,,,0.7487088000052609
4,DG2_k1_t0_R,16,16,16,10934.884,526,16,1,27,6684.122216863089,7714.884382837103,4287.122216863089,3427.7621659740125,2630.0,510.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.7886857000121381
4,DG2_k2_t0_R,16,16,16,11597.667,632,16,1,27,7004.259694086178,7732.666907878597,4304.259694086178,3428.407213792422,3160.0,625.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.8270256000105292
4,DG2_k2_t1_R,16,16,16,11597.667,632,16,1,27,7004.259694086178,7732.666907878597,4304.259694086178,3428.407213792422,3160.0,625.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.8093081999977585
4,DG2_k3_t0_R,16,16,16,10720.097,577,16,1,29,5972.408884973576,7204.097323413977,3499.4088849735763,3704.6884384404057,2885.0,551.0,80.0,0,0,C,293,151,C,2,,,0.8231562999717426
4,DG2_k3_t1_R,16,16,16,10720.097,577,16,1,29,5972.408884973576,7204.097323413977,3499.4088849735763,3704.6884384404057,2885.0,551.0,80.0,0,0,C,293,151,C,2,,,0.8284392999776173
4,DG2_k5_t0_R,16,16,16,10720.097,577,16,1,29,5972.408884973576,7204.097323413977,3499.4088849735763,3704.6884384404057,2885.0,551.0,80.0,0,0,C,293,151,C,3,,,0.7917392000090331
4,DG2_k2_t0_F,16,16,16,8998.365,468,16,1,27,6904.864918335188,6118.365055584774,4233.86491833519,1884.5001372495838,2340.0,460.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.4615353000117466
4,DG2_k3_t0_F,16,16,16,10720.097,577,16,1,29,5972.408884973576,7204.097323413977,3499.4088849735763,3704.6884384404057,2885.0,551.0,80.0,0,0,C,293,151,C,2,,,0.7622106999915559
5,Cplus3F,16,16,16,9752.697,472,16,1,27,5879.121411606982,6858.6971513184335,3633.1214116069837,3225.5757397114494,2360.0,454.0,80.0,0,0,B,0,0,,,,,0.40196279998053797
5,C3FDirect,16,16,16,10694.583,591,16,1,29,5897.31451256019,7074.582852995511,3484.3145125601886,3590.2683404353274,2955.0,585.0,80.0,0,0,C,386,198,,,,,0.467473999975482
5,DG2_k1_t0_R,16,16,16,12517.643,736,16,1,27,5973.256897951138,8027.643111913083,3641.256897951138,4386.386213961948,3680.0,730.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.6078421999991406
5,DG2_k2_t0_R,16,16,16,11186.301,614,16,1,27,6729.5566386921055,7435.301364854809,4142.556638692105,3292.7447261627076,3070.0,601.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.6101956000202335
5,DG2_k2_t1_R,16,16,16,11186.301,614,16,1,27,6729.5566386921055,7435.301364854809,4142.556638692105,3292.7447261627076,3070.0,601.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.598846400011098
5,DG2_k3_t0_R,16,16,16,10694.583,591,16,1,29,5897.31451256019,7074.582852995511,3484.3145125601886,3590.2683404353274,2955.0,585.0,80.0,0,0,C,386,198,C,2,,,0.4407855999888852
5,DG2_k3_t1_R,16,16,16,10694.583,591,16,1,29,5897.31451256019,7074.582852995511,3484.3145125601886,3590.2683404353274,2955.0,585.0,80.0,0,0,C,386,198,C,2,,,0.4747893000021577
5,DG2_k5_t0_R,16,16,16,10694.583,591,16,1,29,5897.31451256019,7074.582852995511,3484.3145125601886,3590.2683404353274,2955.0,585.0,80.0,0,0,C,386,198,C,4,,,0.405776200001128
5,DG2_k2_t0_F,16,16,16,10265.719,512,16,1,27,6392.143421515926,7131.7191612273755,3906.1434215159265,3225.5757397114494,2560.0,494.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.38268979999702424
5,DG2_k3_t0_F,16,16,16,10694.583,591,16,1,29,5897.31451256019,7074.582852995511,3484.3145125601886,3590.2683404353274,2955.0,585.0,80.0,0,0,C,386,198,C,2,,,0.4624809000233654
6,Cplus3F,16,16,16,8999.715,417,16,1,27,6222.840101539174,6442.714878973555,3920.8401015391746,2521.874777434379,2085.0,392.0,80.0,0,0,B,0,0,,,,,0.9952422000060324
6,C3FDirect,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,,,,,0.5680720999953337
6,DG2_k1_t0_R,16,16,16,9416.277,443,16,1,27,5831.495597819356,6703.276595109321,3656.4955978193548,3046.7809972899727,2215.0,418.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,1.0019155999762006
6,DG2_k2_t0_R,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,C,1,,,0.6126867000130005
6,DG2_k2_t1_R,16,16,16,10904.822,538,16,1,27,6540.542754017931,7622.822078392874,4058.54275401793,3564.2793243749443,2690.0,512.0,80.0,0,0,B,0,0,B,1,288.47307916059424,20422.27694531244,0.755489499977557
6,DG2_k3_t0_R,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,C,1,,,0.7144980000157375
6,DG2_k3_t1_R,16,16,16,10426.569,495,16,1,27,5690.745218580554,7400.568996196696,3418.745218580555,3981.8237776161436,2475.0,471.0,80.0,0,0,B,0,1,B,1,235.5167982314916,20015.301068666482,0.9264172000112012
6,DG2_k5_t0_R,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,C,3,,,0.7113121000002138
6,DG2_k2_t0_F,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,C,1,,,0.7004297999956179
6,DG2_k3_t0_F,16,16,16,10706.619,539,16,1,29,5657.580911771832,7409.619040310738,3310.580911771831,4099.038128538911,2695.0,522.0,80.0,0,0,C,395,146,C,1,,,0.7097405000240542
7,Cplus3F,16,16,16,8536.048,426,16,1,27,5694.343773084888,5920.048005199722,3653.3437730848905,2266.704232114835,2130.0,406.0,80.0,0,0,B,0,0,,,,,0.5537005999940448
7,C3FDirect,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,,,,,0.8604313999821898
7,DG2_k1_t0_R,16,16,16,9881.938,479,16,1,27,7061.293649027118,6942.938134837764,4489.293649027118,2453.644485810645,2395.0,464.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.5686064000183251
7,DG2_k2_t0_R,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,1,,,0.8655949000094552
7,DG2_k2_t1_R,16,16,16,10153.561,477,16,1,27,6611.442812911488,7232.560653199249,4274.4428129114885,2958.1178402877663,2385.0,456.0,80.0,0,0,B,0,0,B,1,288.47307916059424,20422.27694531244,0.7054669999924954
7,DG2_k3_t0_R,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,2,,,0.8233525000105146
7,DG2_k3_t1_R,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,2,,,0.8239990000147372
7,DG2_k5_t0_R,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,3,,,0.7913688000116963
7,DG2_k2_t0_F,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,1,,,0.8214963999926113
7,DG2_k3_t0_F,16,16,16,11322.896,611,16,1,29,6185.9262455561975,7586.895829151877,3682.9262455561984,3903.969583595683,3055.0,601.0,80.0,0,0,C,418,190,C,2,,,0.8204820000100881
8,Cplus3F,16,16,16,9032.498,374,16,1,27,5518.241124731796,6728.497899146955,3583.2411247317973,3145.256774415155,1870.0,354.0,80.0,0,0,B,0,0,,,,,0.548258299997542
8,C3FDirect,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,,,,,0.4365834000054747
8,DG2_k1_t0_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,1,,,0.43684350000694394
8,DG2_k2_t0_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,2,,,0.41961840001749806
8,DG2_k2_t1_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,2,,,0.3994937000097707
8,DG2_k3_t0_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,3,,,0.3754256999818608
8,DG2_k3_t1_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,3,,,0.4072920000180602
8,DG2_k5_t0_R,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,4,,,0.39609399999608286
8,DG2_k2_t0_F,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,2,,,0.4173350000055507
8,DG2_k3_t0_F,16,16,16,10507.501,549,16,1,29,6173.089390771327,7145.50115137839,3688.089390771328,3457.411760607063,2745.0,537.0,80.0,0,0,C,298,148,C,3,,,0.3964274000027217
9,Cplus3F,16,16,16,9413.587,425,16,1,27,6133.606043197296,6805.58745074465,3934.6060431972974,2870.9814075473514,2125.0,403.0,80.0,0,0,B,0,0,,,,,0.29412110001430847
9,C3FDirect,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,,,,,0.778342400008114
9,DG2_k1_t0_R,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.7900075999787077
9,DG2_k2_t0_R,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.796530099993106
9,DG2_k2_t1_R,16,16,16,10108.335,464,16,1,27,6920.750872255681,7249.335068891811,4451.75087225568,2797.58419663613,2320.0,459.0,80.0,0,0,B,0,1,B,1,288.47307916059424,20422.27694531244,0.36252049999893643
9,DG2_k3_t0_R,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.795862600003602
9,DG2_k3_t1_R,16,16,16,13768.372,717,16,1,27,6750.378664724658,9412.372086608555,4065.378664724659,5346.993421883903,3585.0,691.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.6857162999804132
9,DG2_k5_t0_R,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.7903102000127546
9,DG2_k2_t0_F,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.7963223000115249
9,DG2_k3_t0_F,16,16,16,12045.663,662,16,1,29,6082.283705474814,8008.6632324944485,3519.2837054748134,4489.379527019635,3310.0,647.0,80.0,0,0,C,491,230,C,1,,,0.7763149999955203
10,Cplus3F,16,16,16,9030.464,408,16,1,27,5951.711859147494,6533.464495324379,3820.711859147494,2712.7526361768864,2040.0,377.0,80.0,0,0,B,0,0,,,,,0.8409923000144772
10,C3FDirect,16,16,16,10996.519,574,16,1,29,5786.527406094479,7485.518685169443,3354.5274060944776,4130.9912790749695,2870.0,561.0,80.0,0,0,C,482,155,,,,,0.9168671000225004
10,DG2_k1_t0_R,16,16,16,9643.548,436,16,1,27,6789.949111311068,6977.548390305115,4387.949111311067,2589.599278994049,2180.0,406.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.7143657999986317
10,DG2_k2_t0_R,16,16,16,10355.856,533,16,1,27,6046.655563022344,7102.85574997062,3728.655563022344,3374.2001869482783,2665.0,508.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.9504174000176135
10,DG2_k2_t1_R,16,16,16,10355.856,533,16,1,27,6046.655563022344,7102.85574997062,3728.655563022344,3374.2001869482783,2665.0,508.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.8782559999963269
10,DG2_k3_t0_R,16,16,16,10996.519,574,16,1,29,5786.527406094479,7485.518685169443,3354.5274060944776,4130.9912790749695,2870.0,561.0,80.0,0,0,C,482,155,C,1,,,0.8001592000073288
10,DG2_k3_t1_R,16,16,16,10701.999,523,16,1,27,6275.382674476028,7486.999420311149,4070.3826744760286,3416.616745835124,2615.0,520.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.9449259999964852
10,DG2_k5_t0_R,16,16,16,10996.519,574,16,1,29,5786.527406094479,7485.518685169443,3354.5274060944776,4130.9912790749695,2870.0,561.0,80.0,0,0,C,482,155,C,2,,,0.7449468999984674
10,DG2_k2_t0_F,16,16,16,9543.487,448,16,1,27,6464.733869056438,6806.4865052333225,4093.733869056438,2712.7526361768864,2240.0,417.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.7225551000155974
10,DG2_k3_t0_F,16,16,16,10996.519,574,16,1,29,5786.527406094479,7485.518685169443,3354.5274060944776,4130.9912790749695,2870.0,561.0,80.0,0,0,C,482,155,C,1,,,0.7734334999986459
11,Cplus3F,16,16,16,9681.112,502,16,1,27,5599.521025545142,6596.11236908149,3599.5210255451443,2996.5913435363473,2510.0,495.0,80.0,0,0,B,0,0,,,,,0.7397133999911603
11,C3FDirect,16,16,16,10479.272,593,16,1,29,5575.299353075078,6864.272246236876,3299.299353075077,3564.9728931617965,2965.0,570.0,80.0,0,0,C,334,218,,,,,0.47133599998778664
11,DG2_k1_t0_R,16,16,16,9986.399,506,16,1,27,5741.576550103716,6886.398596571701,3705.5765501037154,3180.822046467985,2530.0,490.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.6891755000106059
11,DG2_k2_t0_R,16,16,16,9085.142,442,16,1,27,6374.242872189763,6367.141898001549,4067.2428721897645,2299.899025811785,2210.0,428.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.4921774000104051
11,DG2_k2_t1_R,16,16,16,9085.142,442,16,1,27,6374.242872189763,6367.141898001549,4067.2428721897645,2299.899025811785,2210.0,428.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.5044608999742195
11,DG2_k3_t0_R,16,16,16,10479.272,593,16,1,29,5575.299353075078,6864.272246236876,3299.299353075077,3564.9728931617965,2965.0,570.0,80.0,0,0,C,334,218,C,1,,,0.42818099999567494
11,DG2_k3_t1_R,16,16,16,10275.48,512,16,1,27,6971.743481971467,7135.480066509014,4287.743481971468,2847.736584537549,2560.0,500.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.4555792000028305
11,DG2_k5_t0_R,16,16,16,10479.272,593,16,1,29,5575.299353075078,6864.272246236876,3299.299353075077,3564.9728931617965,2965.0,570.0,80.0,0,0,C,334,218,C,3,,,0.47465320001356304
11,DG2_k2_t0_F,16,16,16,10194.134,542,16,1,27,6112.543035454085,6869.134378990432,3872.543035454087,2996.5913435363473,2710.0,535.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.6822793000028469
11,DG2_k3_t0_F,16,16,16,10479.272,593,16,1,29,5575.299353075078,6864.272246236876,3299.299353075077,3564.9728931617965,2965.0,570.0,80.0,0,0,C,334,218,C,1,,,0.41973729999153875
12,Cplus3F,16,16,16,7993.447,341,16,1,27,5660.529612598998,5879.446870038451,3703.5296125989994,2175.9172574394515,1705.0,329.0,80.0,0,0,B,0,0,,,,,0.2912833000009414
12,C3FDirect,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,,,,,0.8720855999854393
12,DG2_k1_t0_R,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,1,,,0.9110767999954987
12,DG2_k2_t0_R,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,1,,,0.9436332999903243
12,DG2_k2_t1_R,16,16,16,9610.33,438,16,1,27,6679.543959483185,6916.330255376743,4320.543959483185,2595.786295893557,2190.0,424.0,80.0,0,0,B,0,1,B,1,288.47307916059424,20422.27694531244,0.34609969999291934
12,DG2_k3_t0_R,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,2,,,0.8641475999902468
12,DG2_k3_t1_R,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,2,,,0.9167125000094529
12,DG2_k5_t0_R,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,2,,,0.8355118000181392
12,DG2_k2_t0_F,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,1,,,0.8827954000153113
12,DG2_k3_t0_F,16,16,16,10681.961,641,16,1,29,6356.6418263823725,6771.961111424968,3666.6418263823703,3105.319285042601,3205.0,625.0,80.0,0,0,C,465,190,C,2,,,0.9618667000031564
13,Cplus3F,16,16,16,8915.429,418,16,1,27,6112.0095178803695,6348.428897484439,3946.0095178803717,2402.4193796040686,2090.0,397.0,80.0,0,0,B,0,0,,,,,0.37997599999653175
13,C3FDirect,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,,,,,0.9075981000205502
13,DG2_k1_t0_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,1,,,0.8969213000091258
13,DG2_k2_t0_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,3,,,0.9791884000005666
13,DG2_k2_t1_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,3,,,1.0545982000185177
13,DG2_k3_t0_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,4,,,1.002575499995146
13,DG2_k3_t1_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,4,,,1.0510983999993186
13,DG2_k5_t0_R,16,16,16,12584.445,681,25,1,29,6213.927391987869,8404.445117478057,3638.927391987868,4765.517725490195,3405.0,668.0,107.0,9,0,C,601,222,C,4,,,1.0389589999977034
