case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
49,DG2_k2_t0_F,16,16,16,7478.226,371,16,1,27,5393.973787102226,5185.226383656304,3296.973787102226,1888.252596554081,1855.0,358.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.6742374000023119
49,DG2_k3_t0_F,16,16,16,8098.252,376,16,1,29,5284.8007362697235,5776.252070875684,3357.800736269722,2418.4513346059634,1880.0,362.0,80.0,0,0,C,270,97,C,3,,,0.24451059999410063
50,Cplus3F,16,16,16,8127.365,336,16,1,27,5219.416223170074,6042.365225168589,3421.4162231700757,2620.9490019985155,1680.0,325.0,80.0,0,0,B,0,0,,,,,0.5889323999872431
50,C3FDirect,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,,,,,0.5210867000278085
50,DG2_k1_t0_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,2,,,0.5269284999812953
50,DG2_k2_t0_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,6,,,0.5038529000012204
50,DG2_k2_t1_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,6,,,0.5572198000154458
50,DG2_k3_t0_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,8,,,0.562416700005997
50,DG2_k3_t1_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,8,,,0.5726845000172034
50,DG2_k5_t0_R,16,16,16,6575.345,273,16,1,29,3900.0026569780116,4877.344668291272,2490.002656978012,2387.3420113132606,1365.0,253.0,80.0,0,0,C,228,82,C,11,,,0.5674641999939922
