scenario,seed,case,model,n,bias_deg,anomaly,error,all_cleared,undiscovered_cases,undiscovered_sources,coverage_misses,exhausted_cases,exhausted_sources,failed_clears,total_per_source,movement_per_source,detect_switch_per_source,clear_time_per_source,last_discovery_per_source,search_end_per_source,search_movement_per_source,not_ready_rate,active_measurements_per_source,co_measurements_per_source,switches_per_source,insertions_per_source,decision_wall_s,decomposition_error_s,hard_fail
S1_boundary,104729,1,I,11,0.0,0,,1,0,0,0,0,0,0,347.979,267.9789952474253,75.0,5.0,192.68147463636362,193.7723837523511,126.7723837523511,1.0,1.8181818181818181,1.0,12.272727272727273,0.09090909090909091,0.41826119998586364,5.227832161835977e-05,0
S1_boundary,104729,1,J,11,0.0,0,,1,0,0,0,0,0,0,334.6642727272727,248.57331831031772,81.0909090909091,5.0,172.19811545454547,196.80109523657148,117.25564069111694,0.2727272727272727,1.7272727272727273,1.1818181818181819,13.363636363636363,0.45454545454545453,0.40601110001443885,0.0004985865048183769,0
S1_boundary,104729,1,J+,11,0.0,0,,1,0,0,0,0,0,0,328.8349090909091,244.2894692937678,79.54545454545455,5.0,165.70613436363635,189.6655430801945,112.84736126201265,0.45454545454545453,1.4545454545454546,1.1818181818181819,13.181818181818182,0.0,0.10668379999697208,0.00016223144575633341,0
S1_boundary,104729,2,I,13,0.0,0,,1,0,0,0,0,0,0,342.11846153846153,276.57996525368435,60.53846153846154,5.0,152.23076923076923,155.0,106.15384615384616,1.0,2.0,0.8461538461538461,9.76923076923077,0.0,0.5901523999928031,0.00045170210341893835,0
S1_boundary,104729,2,J,13,0.0,0,,1,0,0,0,0,0,0,343.3927692307692,272.5465942315043,65.84615384615384,5.0,130.98211369230768,154.5577593044075,95.55775930440751,0.6923076923076923,2.230769230769231,1.6153846153846154,10.846153846153847,0.15384615384615385,1.3066931999928784,0.0002749904438132944,0
S1_boundary,104729,2,J+,13,0.0,0,,1,0,0,0,0,0,0,321.73146153846153,252.73148649607785,64.0,5.0,130.98211369230768,153.56315183708764,95.48622876016455,0.9230769230769231,1.9230769230769231,1.3846153846153846,10.538461538461538,0.0,0.3332937000086531,0.0003244490121687704,0
S1_boundary,104729,3,I,13,0.0,0,,1,0,0,0,0,0,0,365.9392307692308,301.7084946963023,59.23076923076923,5.0,156.22493992307693,157.60955533621438,108.76340149006056,1.0,2.3076923076923075,1.0769230769230769,9.615384615384615,0.3076923076923077,0.5871433999855071,0.0004310519298087456,0
S1_boundary,104729,3,J,13,0.0,0,,1,0,0,0,0,0,0,325.5304615384615,259.2227867961609,61.30769230769231,5.0,135.57261807692308,157.3000772941861,99.22315421726302,0.5384615384615384,2.0,1.2307692307692308,10.153846153846153,0.46153846153846156,1.6650162000150885,0.00022835009167465614,0
S1_boundary,104729,3,J+,13,0.0,0,,1,0,0,0,0,0,0,319.22415384615385,255.22418418428754,59.0,5.0,130.05903676923077,150.33238260631845,95.48622876016455,0.6923076923076923,1.6153846153846154,1.3076923076923077,9.76923076923077,0.0,0.19470459999865852,0.0003943957381125074,0
S1_boundary,104729,4,I,14,0.0,0,,1,0,0,0,0,0,0,313.49921428571423,258.14205562672385,50.357142857142854,5.0,140.2425182142857,141.52823247823642,100.88537533537928,1.0,2.0,1.0714285714285714,8.214285714285714,0.14285714285714285,0.7904561999894213,0.0002212258659710642,0
S1_boundary,104729,4,J,14,0.0,0,,1,0,0,0,0,0,0,291.8949285714286,231.75210425163945,55.142857142857146,5.0,123.55597128571428,144.16971992634436,92.38400564063006,0.5,2.2857142857142856,1.4285714285714286,9.071428571428571,0.5714285714285714,1.5567345999879763,0.0004595229524966271,0
S1_boundary,104729,4,J+,14,0.0,0,,1,0,0,0,0,0,0,283.69485714285713,227.83768147872726,50.857142857142854,5.0,117.34053414285714,135.73721242015284,88.66578384872423,0.5714285714285714,1.5714285714285714,1.3571428571428572,8.357142857142858,0.0,0.15449069999158382,0.000459297818451887,0
S1_boundary,104729,5,I,13,0.0,0,,1,0,0,0,0,0,0,333.98069230769227,275.2883673818147,53.69230769230769,5.0,131.80078546153845,153.64693928849982,107.64693928849981,0.9230769230769231,1.6923076923076923,0.7692307692307693,8.692307692307692,0.15384615384615385,0.5876750999887008,0.0002240364087811031,0
S1_boundary,104729,5,J,13,0.0,0,,1,0,0,0,0,0,0,328.5516923076923,259.6285780130547,63.92307692307692,5.0,135.49779838461538,158.45197841030748,99.52890148723057,0.7692307692307693,2.6923076923076925,1.4615384615384615,10.461538461538462,0.6153846153846154,2.1826532000268344,0.0004858302881984855,0
S1_boundary,104729,5,J+,13,0.0,0,,1,0,0,0,0,0,0,320.15792307692305,256.23482929324166,58.92307692307692,5.0,129.59749830769232,149.40930568324148,95.48622876016455,0.8461538461538461,1.8461538461538463,1.3076923076923077,9.692307692307692,0.0,0.3319682000146713,0.0002191878584199003,0
S1_boundary,104729,6,I,14,0.0,0,,1,0,0,0,0,0,0,304.27,244.1985947299298,55.07142857142857,5.0,123.33092914285714,144.47378630534038,99.97378630534043,0.9285714285714286,2.0714285714285716,1.2142857142857142,9.0,0.14285714285714285,0.8842746000154875,0.00032621901755192084,0
S1_boundary,104729,6,J,14,0.0,0,,1,0,0,0,0,0,0,298.3342857142857,235.61997044671375,57.714285714285715,5.0,124.315734,145.77434360340757,91.91720074626473,0.6428571428571429,1.9285714285714286,1.3571428571428572,9.5,0.2857142857142857,1.4346159999840893,0.0004137460077799915,0
S1_boundary,104729,6,J+,14,0.0,0,,1,0,0,0,0,0,0,295.3707857142857,233.44224148440927,56.92857142857143,5.0,120.34053414285714,140.88006956300998,88.66578384872423,0.7857142857142857,1.7857142857142858,1.3571428571428572,9.428571428571429,0.0,0.23636390001047403,0.0003807817297456495,0
S1_boundary,104729,7,I,12,0.0,0,,1,0,0,0,0,0,0,344.0418333333334,281.3751421772543,57.666666666666664,5.0,162.590897,164.09089697094166,116.174230304275,1.0,1.75,0.8333333333333334,9.333333333333334,0.08333333333333333,0.5805560000007972,0.0002938729489869729,0
S1_boundary,104729,7,J,12,0.0,0,,1,0,0,0,0,0,0,317.01533333333333,251.34864067948976,60.666666666666664,5.0,115.43449858333334,161.19578321783987,107.44578321783986,0.5833333333333334,2.0833333333333335,1.3333333333333333,9.833333333333334,0.3333333333333333,1.1159765000047628,0.0003118461231679248,0
S1_boundary,104729,7,J+,12,0.0,0,,1,0,0,0,0,0,0,312.5301666666667,247.8634682562083,59.666666666666664,5.0,116.43449858333334,156.86008115684496,103.44341449017827,0.6666666666666666,1.9166666666666667,1.4166666666666667,9.666666666666666,0.0,0.22315020000678487,0.000380925500394369,0
S1_boundary,104729,8,I,11,0.0,0,,1,0,0,0,0,0,0,392.10181818181815,318.1018393470355,69.0,5.0,160.4798919090909,189.5708009786512,128.5708009786512,1.0,1.8181818181818181,0.6363636363636364,11.272727272727273,0.36363636363636365,0.48911139997653663,0.0002328173904970754,0
S1_boundary,104729,8,J,11,0.0,0,,1,0,0,0,0,0,0,379.5415454545455,298.0869635294711,76.45454545454545,5.0,162.22229090909093,189.60334409773094,117.33061682500369,0.6363636363636364,2.1818181818181817,1.5454545454545454,12.363636363636363,0.36363636363636365,1.2433465000067372,0.0004011758178421587,0
S1_boundary,104729,8,J+,11,0.0,0,,1,0,0,0,0,0,0,351.16472727272725,272.7101590145446,73.45454545454545,5.0,156.97886163636363,182.57463398928542,112.84736126201265,0.6363636363636364,1.6363636363636365,1.4545454545454546,12.090909090909092,0.0,0.09172110000508837,0.0002508400093574892,0
S1_boundary,104729,9,I,10,0.0,0,,1,0,0,0,0,0,0,400.82489999999996,319.72486262639904,76.1,5.0,207.19411129999997,208.99411127137532,139.49411127137532,0.9,1.3,0.5,12.6,0.1,0.4223286000196822,0.00037373600935097784,0
S1_boundary,104729,9,J,10,0.0,0,,1,0,0,0,0,0,0,422.6675,330.4674746273057,87.2,5.0,183.25645,213.27781328939804,128.97781328939806,0.4,2.1,1.4,14.2,0.4,0.7208536000107415,0.00025372694290126674,0
S1_boundary,104729,9,J+,10,0.0,0,,1,0,0,0,0,0,0,391.20889999999997,302.30894627115424,83.9,5.0,176.8767478,205.03209738821397,124.13209738821392,0.5,1.5,1.2,13.9,0.0,0.1138208000047598,0.0004627115426956152,0
S1_boundary,104729,10,I,10,0.0,0,,1,0,0,0,0,0,0,405.3822,319.6821602658559,80.7,5.0,204.0154139,210.61541386466124,139.31541386466122,1.0,1.8,0.9,13.2,0.1,0.36749080001027323,0.0003973414413849241,0
S1_boundary,104729,10,J,10,0.0,0,,1,0,0,0,0,0,0,399.6006,304.90058955954754,89.7,5.0,178.8167061,214.28934098286373,128.6893409828637,0.7,2.2,1.5,14.7,0.3,0.8509607999876607,0.00010440452433613245,0
S1_boundary,104729,10,J+,10,0.0,0,,1,0,0,0,0,0,0,392.3244,300.424402159461,86.9,5.0,173.2767478,206.83209738821398,124.13209738821392,0.7,1.7,1.3,14.4,0.0,0.15072929998859763,2.1594610188913066e-05,0
S1_boundary,104729,11,I,11,0.0,0,,1,0,0,0,0,0,0,389.6181818181818,316.7090710360017,67.9090909090909,5.0,183.34820954545455,188.25730041371256,127.25730041371254,0.9090909090909091,1.4545454545454546,0.5454545454545454,11.090909090909092,0.09090909090909091,0.4773459999996703,0.0002186039810112561,0
S1_boundary,104729,11,J,11,0.0,0,,1,0,0,0,0,0,0,398.3496363636363,314.07692860596677,79.27272727272727,5.0,166.45307727272728,197.71760762689647,122.17215308144192,0.45454545454545453,2.3636363636363638,1.4545454545454546,12.909090909090908,0.5454545454545454,0.8643649999867193,0.00021466563521244098,0
S1_boundary,104729,11,J+,11,0.0,0,,1,0,0,0,0,0,0,353.6969090909091,273.5150508266023,75.18181818181819,5.0,155.88795254545454,184.21099762564907,112.84736126201265,0.6363636363636364,1.6363636363636365,1.2727272727272727,12.454545454545455,0.0,0.12895349998143502,0.00044090737492297194,0
S1_boundary,104729,12,I,16,0.0,0,,1,0,0,0,0,0,0,277.819125,228.63159615790934,44.1875,5.0,119.1875,121.0625,86.25,0.875,1.8125,1.125,7.3125,0.0,0.7008829000114929,0.0004614734502865758,0
S1_boundary,104729,12,J,16,0.0,0,,1,0,0,0,0,0,0,255.780375,207.0303647774476,43.75,5.0,103.422967375,105.29796738969478,66.73546738969478,0.5,1.5,1.0,7.1875,0.0,0.3730634000094142,0.00016356083824575762,0
