seed,case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,movement_time_s,active_measurements,co_measurements,coverage_insertions,search_end_time_s,no_signal_actions,failed_clear_actions,decision_wall_time_s
999,1,F_coverage_integrated,16,16,16,4907.221,107,16,1,4191.22127,37,20,8,1965.813152997289,54,0,2.278933
999,1,G1_marginal_insertion,16,16,16,5031.433,110,16,1,4296.432836,40,18,13,2156.0862752907733,54,0,7.658925
999,1,G2_rolling_clear,16,16,16,4356.968,107,16,1,3642.967983,37,22,8,1965.813152997289,54,0,9.376766
999,1,G3_marginal_rolling,16,16,16,4390.655,109,16,1,3662.654796,39,20,13,2156.0862752907733,54,0,10.686373
999,2,F_coverage_integrated,10,10,10,4000.739,110,10,1,3294.739329,21,10,7,2226.6509893638067,79,0,6.173547
999,2,G1_marginal_insertion,10,10,10,4166.234,114,10,1,3435.23396,25,13,8,2310.1461631919174,79,0,6.829792
999,2,G2_rolling_clear,10,10,10,3983.981,110,10,1,3277.980523,21,11,7,2226.6509893638067,79,0,2.601429
999,2,G3_marginal_rolling,10,10,10,4171.334,115,10,1,3435.334351,26,14,8,2310.1461631919174,79,0,9.855378
999,3,F_coverage_integrated,16,16,16,4334.642,102,16,1,3646.642196,36,21,8,2183.8843864631344,50,0,8.721246
999,3,G1_marginal_insertion,16,16,16,4226.527,109,16,1,3495.527346,43,26,12,2353.7648364971537,50,0,23.890505
999,3,G2_rolling_clear,16,16,16,4313.098,102,16,1,3625.097833,36,23,8,2183.8843864631344,50,0,10.551609
999,3,G3_marginal_rolling,16,16,16,4226.527,109,16,1,3495.527346,43,26,12,2353.7648364971537,50,0,19.601175
