case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
8,Cplus3F,16,16,16,8155.302,410,16,1,27,4867.584717590897,5634.301683008377,3022.5847175908975,2611.71696541748,2050.0,391.0,80.0,0,0,B,0,0,,,,,0.5934564000053797
8,DG_k1_t0,16,16,16,8417.297,430,16,1,27,5129.5799015713355,5776.296866988815,3164.5799015713355,2611.71696541748,2150.0,411.0,80.0,0,0,B,0,0,B,0,,,0.5125606000074185
8,DG2_k3_t1_R,16,16,16,7691.105,363,16,1,29,4436.763937663682,5446.10454877794,2796.7639376636826,2649.3406111142576,1815.0,350.0,80.0,0,0,C,253,118,C,6,,,0.5670390999875963
8,C3FDirect,16,16,16,7691.105,363,16,1,29,4436.763937663682,5446.10454877794,2796.7639376636826,2649.3406111142576,1815.0,350.0,80.0,0,0,C,253,118,,,,,0.6335622999758925
9,Cplus3F,16,16,16,10578.637,498,16,1,27,6216.2805641022815,7521.636663505174,3965.280564102284,3556.3560994028894,2490.0,487.0,80.0,0,0,B,0,0,,,,,0.4576919999963138
9,DG_k1_t0,16,16,16,10840.632,518,16,1,27,6478.275748082721,7663.631847485612,4107.275748082722,3556.3560994028894,2590.0,507.0,80.0,0,0,B,0,0,B,0,,,0.36906259998795576
9,DG2_k3_t1_R,16,16,16,7640.354,338,16,1,29,5308.5513647821135,5546.354238900272,3451.551364782115,2094.8028741181574,1690.0,324.0,80.0,0,0,C,171,67,C,5,,,0.1762354999955278
9,C3FDirect,16,16,16,7640.354,338,16,1,29,5308.5513647821135,5546.354238900272,3451.551364782115,2094.8028741181574,1690.0,324.0,80.0,0,0,C,171,67,,,,,0.20733129998552613
10,Cplus3F,16,16,16,8586.289,388,16,1,27,5766.944821041597,6194.288521768956,3745.9448210415985,2448.3437007273565,1940.0,372.0,80.0,0,0,B,0,0,,,,,0.603148299996974
10,DG_k1_t0,16,16,16,8848.284,408,16,1,27,6028.940005022036,6336.283705749394,3887.9400050220365,2448.3437007273565,2040.0,392.0,80.0,0,0,B,0,0,B,0,,,0.5864020000153687
10,DG2_k3_t1_R,16,16,16,7858.18,362,16,1,29,5585.274713421123,5625.179650576569,3646.2747134211218,1978.9049371554484,1810.0,343.0,80.0,0,0,C,216,98,C,7,,,0.5213040999951772
10,C3FDirect,16,16,16,7858.18,362,16,1,29,5585.274713421123,5625.179650576569,3646.2747134211218,1978.9049371554484,1810.0,343.0,80.0,0,0,C,216,98,,,,,0.5523375999764539
11,Cplus3F,16,16,16,10401.502,552,16,1,27,6046.1357510194275,7023.501960245503,3704.135751019428,3319.3662092260756,2760.0,538.0,80.0,0,0,B,0,0,,,,,0.42139880001195706
11,DG_k1_t0,16,16,16,7182.068,357,16,1,29,4584.615419672882,4969.068158869058,2810.615419672883,2158.452739196176,1785.0,348.0,80.0,0,0,C,271,96,C,1,,,0.25281899998662993
11,DG2_k3_t1_R,16,16,16,7182.068,357,16,1,29,4584.615419672882,4969.068158869058,2810.615419672883,2158.452739196176,1785.0,348.0,80.0,0,0,C,271,96,C,2,,,0.23065650000353344
11,C3FDirect,16,16,16,7182.068,357,16,1,29,4584.615419672882,4969.068158869058,2810.615419672883,2158.452739196176,1785.0,348.0,80.0,0,0,C,271,96,,,,,0.22472089997609146
12,Cplus3F,16,16,16,8668.709,461,16,1,27,5860.727325988336,5831.708767382391,3595.7273259883373,2235.981441394053,2305.0,452.0,80.0,0,0,B,0,0,,,,,0.4159118999959901
12,DG_k1_t0,16,16,16,7006.957,293,16,1,29,4233.187711387358,5184.957102808398,2660.187711387358,2524.7693914210395,1465.0,277.0,80.0,0,0,C,159,64,C,2,,,0.3342392999911681
12,DG2_k3_t1_R,16,16,16,7006.957,293,16,1,29,4233.187711387358,5184.957102808398,2660.187711387358,2524.7693914210395,1465.0,277.0,80.0,0,0,C,159,64,C,3,,,0.35701020000851713
12,C3FDirect,16,16,16,7006.957,293,16,1,29,4233.187711387358,5184.957102808398,2660.187711387358,2524.7693914210395,1465.0,277.0,80.0,0,0,C,159,64,,,,,0.3444796999974642
13,Cplus3F,16,16,16,9202.032,426,16,1,27,5810.028477220459,6581.032021830136,3667.0284772204604,2914.0035446096745,2130.0,411.0,80.0,0,0,B,0,0,,,,,0.40050019999034703
13,DG_k1_t0,16,16,16,9464.027,446,16,1,27,6072.023661200898,6723.027205810575,3809.0236612008985,2914.0035446096745,2230.0,431.0,80.0,0,0,B,0,0,B,0,,,0.2833471999911126
13,DG2_k3_t1_R,16,16,16,8010.603,350,16,1,29,5325.09566252625,5839.603174628425,3328.09566252625,2511.507512102176,1750.0,341.0,80.0,0,0,C,157,69,C,4,,,0.062385200028074905
13,C3FDirect,16,16,16,8010.603,350,16,1,29,5325.09566252625,5839.603174628425,3328.09566252625,2511.507512102176,1750.0,341.0,80.0,0,0,C,157,69,,,,,0.05223639999167062
14,Cplus3F,16,16,16,7166.057,310,16,1,27,5220.603571972714,5234.056522602915,3449.6035719727165,1784.4529506301983,1550.0,302.0,80.0,0,0,B,0,0,,,,,0.23855949999415316
14,DG_k1_t0,16,16,16,7428.052,330,16,1,27,5482.598755953152,5376.051706583353,3591.5987559531545,1784.4529506301983,1650.0,322.0,80.0,0,0,B,0,0,B,0,,,0.22957759999553673
14,DG2_k3_t1_R,16,16,16,6839.962,318,16,1,29,4772.546178609789,4862.9622175883305,2992.54617860979,1870.4160389785402,1590.0,307.0,80.0,0,0,C,174,84,C,8,,,0.17182829999364913
14,C3FDirect,16,16,16,6839.962,318,16,1,29,4772.546178609789,4862.9622175883305,2992.54617860979,1870.4160389785402,1590.0,307.0,80.0,0,0,C,174,84,,,,,0.21897139999782667
15,Cplus3F,16,16,16,10263.046,598,16,1,27,6326.713335884373,6601.045804093599,3823.7133358843744,2777.3324682092257,2990.0,592.0,80.0,0,0,B,0,0,,,,,0.36377329999231733
15,DG_k1_t0,16,16,16,8538.796,388,16,1,29,4597.916126529597,6156.796085186111,2803.916126529598,3352.879958656512,1940.0,362.0,80.0,0,0,C,257,87,C,1,,,0.5397914000204764
15,DG2_k3_t1_R,16,16,16,8538.796,388,16,1,29,4597.916126529597,6156.796085186111,2803.916126529598,3352.879958656512,1940.0,362.0,80.0,0,0,C,257,87,C,2,,,0.4829391000093892
15,C3FDirect,16,16,16,8538.796,388,16,1,29,4597.916126529597,6156.796085186111,2803.916126529598,3352.879958656512,1940.0,362.0,80.0,0,0,C,257,87,,,,,0.6125558000057936
16,Cplus3F,16,16,16,7735.348,360,16,1,27,5761.553721633031,5516.347669459748,3780.5537216330313,1735.793947826718,1800.0,339.0,80.0,0,0,B,0,0,,,,,0.49142720000236295
16,DG_k1_t0,16,16,16,7046.867,308,16,1,29,4209.01991785379,5136.866750521792,2638.019917853791,2498.8468326680004,1540.0,290.0,80.0,0,0,C,125,74,C,1,,,0.2799881999962963
16,DG2_k3_t1_R,16,16,16,7046.867,308,16,1,29,4209.01991785379,5136.866750521792,2638.019917853791,2498.8468326680004,1540.0,290.0,80.0,0,0,C,125,74,C,6,,,0.2449299999861978
16,C3FDirect,16,16,16,7046.867,308,16,1,29,4209.01991785379,5136.866750521792,2638.019917853791,2498.8468326680004,1540.0,290.0,80.0,0,0,C,125,74,,,,,0.29041989997494966
17,Cplus3F,16,16,16,8701.161,408,16,1,27,6298.461041621379,6177.161291145585,3983.4610416213814,2193.700249524204,2040.0,404.0,80.0,0,0,B,0,0,,,,,0.18934089998947456
17,DG_k1_t0,16,16,16,8250.329,357,16,1,29,5272.26232193748,6057.329017666352,3372.2623219374786,2685.0666957288736,1785.0,328.0,80.0,0,0,C,154,77,C,1,,,0.23244399999384768
17,DG2_k3_t1_R,16,16,16,8250.329,357,16,1,29,5272.26232193748,6057.329017666352,3372.2623219374786,2685.0666957288736,1785.0,328.0,80.0,0,0,C,154,77,C,3,,,0.223331799992593
17,C3FDirect,16,16,16,8250.329,357,16,1,29,5272.26232193748,6057.329017666352,3372.2623219374786,2685.0666957288736,1785.0,328.0,80.0,0,0,C,154,77,,,,,0.21698040000046603
18,Cplus3F,16,16,16,10208.584,462,16,1,27,6253.672454909713,7385.583684893575,3920.6724549097153,3464.9112299838634,2310.0,433.0,80.0,0,0,B,0,0,,,,,0.5840979999920819
18,DG_k1_t0,16,16,16,8138.016,386,16,1,29,5299.922969614926,5746.0156581052415,3324.9229696149273,2421.092688490318,1930.0,382.0,80.0,0,0,C,191,106,C,2,,,0.44609339997987263
18,DG2_k3_t1_R,16,16,16,8138.016,386,16,1,29,5299.922969614926,5746.0156581052415,3324.9229696149273,2421.092688490318,1930.0,382.0,80.0,0,0,C,191,106,C,3,,,0.5816781999892555
18,C3FDirect,16,16,16,8138.016,386,16,1,29,5299.922969614926,5746.0156581052415,3324.9229696149273,2421.092688490318,1930.0,382.0,80.0,0,0,C,191,106,,,,,0.5468957999837585
19,Cplus3F,16,16,16,9980.794,527,16,1,27,6402.230813155082,6751.794308599193,3939.2308131550835,2812.56349544411,2635.0,514.0,80.0,0,0,B,0,0,,,,,0.45336050001787953
19,DG_k1_t0,16,16,16,8240.495,378,16,1,29,5903.96094837598,5897.495211790632,3668.9609483759805,2228.534263414651,1890.0,373.0,80.0,0,0,C,151,66,C,1,,,0.08639529999345541
19,DG2_k3_t1_R,16,16,16,8240.495,378,16,1,29,5903.96094837598,5897.495211790632,3668.9609483759805,2228.534263414651,1890.0,373.0,80.0,0,0,C,151,66,C,3,,,0.07309740001801401
19,C3FDirect,16,16,16,8240.495,378,16,1,29,5903.96094837598,5897.495211790632,3668.9609483759805,2228.534263414651,1890.0,373.0,80.0,0,0,C,151,66,,,,,0.09294530001352541
20,Cplus3F,16,16,16,8732.565,442,16,1,27,6283.895842549741,6010.565222221854,3935.8958425497426,2074.669379672113,2210.0,432.0,80.0,0,0,B,0,0,,,,,0.3245219999807887
20,DG_k1_t0,16,16,16,7262.39,321,16,1,29,4707.041733356144,5267.390086481962,2967.0417333561436,2300.3483531258184,1605.0,310.0,80.0,0,0,C,176,86,C,2,,,0.27647409998462535
20,DG2_k3_t1_R,16,16,16,7262.39,321,16,1,29,4707.041733356144,5267.390086481962,2967.0417333561436,2300.3483531258184,1605.0,310.0,80.0,0,0,C,176,86,C,7,,,0.21402509999461472
20,C3FDirect,16,16,16,7262.39,321,16,1,29,4707.041733356144,5267.390086481962,2967.0417333561436,2300.3483531258184,1605.0,310.0,80.0,0,0,C,176,86,,,,,0.2074166999955196
21,Cplus3F,16,16,16,11177.717,510,16,1,27,5860.033048490247,8052.7171899692175,3762.033048490249,4290.684141478971,2550.0,495.0,80.0,0,0,B,0,0,,,,,1.1560618999938015
21,DG_k1_t0,16,16,16,8026.164,386,16,1,29,5918.0662497146905,5636.164459817057,3647.06624971469,1989.0982101023662,1930.0,380.0,80.0,0,0,C,131,66,C,1,,,0.14265470000100322
21,DG2_k3_t1_R,16,16,16,8026.164,386,16,1,29,5918.0662497146905,5636.164459817057,3647.06624971469,1989.0982101023662,1930.0,380.0,80.0,0,0,C,131,66,C,4,,,0.11425369998323731
21,C3FDirect,16,16,16,8026.164,386,16,1,29,5918.0662497146905,5636.164459817057,3647.06624971469,1989.0982101023662,1930.0,380.0,80.0,0,0,C,131,66,,,,,0.09096709999721497
22,Cplus3F,16,16,16,9493.653,518,16,1,27,6068.6020123083945,6311.652771208209,3654.602012308397,2657.050758899812,2590.0,512.0,80.0,0,0,B,0,0,,,,,0.6876394999853801
22,DG_k1_t0,16,16,16,8685.206,416,16,1,29,5162.771912013361,6124.205689047913,3131.7719120133593,2992.4337770345574,2080.0,401.0,80.0,0,0,C,245,95,C,1,,,0.5292597000079695
22,DG2_k3_t1_R,16,16,16,9917.349,591,16,1,27,5416.507129349776,6297.349150873414,3152.5071293497776,3144.842021523638,2955.0,585.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.8861673999927007
22,C3FDirect,16,16,16,8685.206,416,16,1,29,5162.771912013361,6124.205689047913,3131.7719120133593,2992.4337770345574,2080.0,401.0,80.0,0,0,C,245,95,,,,,0.40842680001514964
23,Cplus3F,16,16,16,8912.625,427,16,1,27,6039.348357001662,6285.625262033538,3777.3483570016638,2508.2769050318752,2135.0,412.0,80.0,0,0,B,0,0,,,,,0.5692260999931023
23,DG_k1_t0,16,16,16,9804.528,478,16,1,29,6034.544382311223,6881.527936742898,3634.5443823112214,3246.9835544316807,2390.0,453.0,80.0,0,0,C,259,87,C,1,,,0.6372713000164367
23,DG2_k3_t1_R,16,16,16,9804.528,478,16,1,29,6034.544382311223,6881.527936742898,3634.5443823112214,3246.9835544316807,2390.0,453.0,80.0,0,0,C,259,87,C,3,,,0.7633652000222355
23,C3FDirect,16,16,16,9804.528,478,16,1,29,6034.544382311223,6881.527936742898,3634.5443823112214,3246.9835544316807,2390.0,453.0,80.0,0,0,C,259,87,,,,,0.8579907000239473
24,Cplus3F,16,16,16,8119.226,379,16,1,27,4578.490375589106,5774.2256970380595,2835.4903755891073,2938.735321448951,1895.0,370.0,80.0,0,0,B,0,0,,,,,0.6432005999959074
24,DG_k1_t0,16,16,16,8381.221,399,16,1,27,4840.485559569544,5916.2208810184975,2977.4855595695453,2938.735321448951,1995.0,390.0,80.0,0,0,B,0,0,B,0,,,0.4713660000124946
24,DG2_k3_t1_R,16,16,16,7757.125,360,16,1,29,5644.253022635363,5525.125146707231,3565.2530226353606,1959.8721240718696,1800.0,352.0,80.0,0,0,C,199,80,C,4,,,0.18328340002335608
24,C3FDirect,16,16,16,7757.125,360,16,1,29,5644.253022635363,5525.125146707231,3565.2530226353606,1959.8721240718696,1800.0,352.0,80.0,0,0,C,199,80,,,,,0.34673089999705553
25,Cplus3F,16,16,16,9631.576,499,16,1,27,6267.581727490852,6563.575798037114,3833.581727490853,2729.994070546262,2495.0,493.0,80.0,0,0,B,0,0,,,,,0.4486900999909267
25,DG_k1_t0,16,16,16,9893.571,519,16,1,27,6529.576911471291,6705.5709820175525,3975.576911471291,2729.994070546262,2595.0,513.0,80.0,0,0,B,0,0,B,0,,,0.45054559997515753
25,DG2_k3_t1_R,16,16,16,7554.671,355,16,1,29,5779.446837116982,5350.670844194962,3707.446837116982,1643.2240070779794,1775.0,349.0,80.0,0,0,C,122,54,C,3,,,0.19533019998925738
25,C3FDirect,16,16,16,7554.671,355,16,1,29,5779.446837116982,5350.670844194962,3707.446837116982,1643.2240070779794,1775.0,349.0,80.0,0,0,C,122,54,,,,,0.19371969997882843
26,Cplus3F,16,16,16,11601.831,665,16,1,27,6554.060597025768,7537.831248297504,3990.06059702577,3547.7706512717373,3325.0,659.0,80.0,0,0,B,0,0,,,,,1.0580322000023443
26,DG_k1_t0,16,16,16,11863.826,685,16,1,27,6816.055781006208,7679.826432277942,4132.055781006208,3547.7706512717373,3425.0,679.0,80.0,0,0,B,0,0,B,0,,,1.0665055999998003
26,DG2_k3_t1_R,16,16,16,9060.862,438,16,1,29,5761.039232705748,6389.8620238465355,3511.039232705747,2878.822791140791,2190.0,401.0,80.0,0,0,C,250,81,C,3,,,0.8008458999975119
26,C3FDirect,16,16,16,9060.862,438,16,1,29,5761.039232705748,6389.8620238465355,3511.039232705747,2878.822791140791,2190.0,401.0,80.0,0,0,C,250,81,,,,,0.8019386000232771
27,Cplus3F,16,16,16,8582.687,447,16,1,27,6522.793811483149,5834.686848148322,3944.79381148315,1889.8930366651723,2235.0,433.0,80.0,0,0,B,0,0,,,,,0.4778059999807738
27,DG_k1_t0,16,16,16,8844.682,467,16,1,27,6784.788995463587,5976.68203212876,4086.788995463588,1889.8930366651723,2335.0,453.0,80.0,0,0,B,0,0,B,0,,,0.4796689999930095
27,DG2_k3_t1_R,16,16,16,8915.903,434,16,1,27,5949.222069507097,6260.90323799513,3587.2220695070982,2673.681168488031,2170.0,405.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.499503500002902
27,C3FDirect,16,16,16,7502.073,350,16,1,29,4540.00895668779,5339.073141832353,2768.008956687788,2571.0641851445625,1750.0,333.0,80.0,0,0,C,144,75,,,,,0.4358661000151187
28,Cplus3F,16,16,16,10122.804,503,16,1,27,5997.632401852946,7046.804013437481,3755.632401852947,3291.1716115845315,2515.0,481.0,80.0,0,0,B,0,0,,,,,1.2497798000113107
28,DG_k1_t0,16,16,16,7850.466,342,16,1,29,5719.624830220568,5724.466264333608,3699.624830220567,2024.8414341130401,1710.0,336.0,80.0,0,0,C,117,65,C,2,,,0.1754468999861274
28,DG2_k3_t1_R,16,16,16,7850.466,342,16,1,29,5719.624830220568,5724.466264333608,3699.624830220567,2024.8414341130401,1710.0,336.0,80.0,0,0,C,117,65,C,5,,,0.17682749999221414
28,C3FDirect,16,16,16,7850.466,342,16,1,29,5719.624830220568,5724.466264333608,3699.624830220567,2024.8414341130401,1710.0,336.0,80.0,0,0,C,117,65,,,,,0.1698888000100851
29,Cplus3F,16,16,16,11027.964,524,16,1,27,6175.672454909713,7806.963682218209,3920.6724549097153,3886.2912273084917,2620.0,521.0,80.0,0,0,B,0,0,,,,,1.1081089999934193
29,DG_k1_t0,16,16,16,9827.586,454,16,1,29,5732.783581684827,7047.586136088145,3621.783581684825,3425.8025544033253,2270.0,430.0,80.0,0,0,C,258,114,C,1,,,0.7490820999955758
29,DG2_k3_t1_R,16,16,16,9827.586,454,16,1,29,5732.783581684827,7047.586136088145,3621.783581684825,3425.8025544033253,2270.0,430.0,80.0,0,0,C,258,114,C,2,,,0.7523094000061974
29,C3FDirect,16,16,16,9827.586,454,16,1,29,5732.783581684827,7047.586136088145,3621.783581684825,3425.8025544033253,2270.0,430.0,80.0,0,0,C,258,114,,,,,0.7532924999832176
30,Cplus3F,16,16,16,8732.234,347,16,1,27,5581.49102667464,6605.234452760436,3778.491026674642,2826.743426085799,1735.0,312.0,80.0,0,0,B,0,0,,,,,2.150672999996459
30,DG_k1_t0,16,16,16,7344.625,316,16,1,29,5190.0547190297275,5379.62479289936,3345.054719029729,2034.5700738696314,1580.0,305.0,80.0,0,0,C,92,69,C,2,,,0.5996656999923289
30,DG2_k3_t1_R,16,16,16,7344.625,316,16,1,29,5190.0547190297275,5379.62479289936,3345.054719029729,2034.5700738696314,1580.0,305.0,80.0,0,0,C,92,69,C,6,,,0.5864977999881376
30,C3FDirect,16,16,16,7344.625,316,16,1,29,5190.0547190297275,5379.62479289936,3345.054719029729,2034.5700738696314,1580.0,305.0,80.0,0,0,C,92,69,,,,,0.5953311999910511
31,Cplus3F,16,16,16,8387.298,368,16,1,27,5886.9244896606615,6106.298256322783,3761.9244896606624,2344.37376666212,1840.0,361.0,80.0,0,0,B,0,0,,,,,0.649226199981058
31,DG_k1_t0,16,16,16,8649.293,388,16,1,27,6148.9196736410995,6248.293440303222,3903.9196736411004,2344.37376666212,1940.0,381.0,80.0,0,0,B,0,0,B,0,,,0.6570766000077128
31,DG2_k3_t1_R,16,16,16,8386.276,401,16,1,29,5826.825443593119,5907.275648588904,3667.825443593119,2239.4502049957837,2005.0,394.0,80.0,0,0,C,139,84,C,3,,,0.347312800004147
31,C3FDirect,16,16,16,8386.276,401,16,1,29,5826.825443593119,5907.275648588904,3667.825443593119,2239.4502049957837,2005.0,394.0,80.0,0,0,C,139,84,,,,,0.34296299997367896
32,Cplus3F,16,16,16,8647.584,392,16,1,27,6404.405355976009,6220.584237855437,4097.405355976011,2123.1788818794257,1960.0,387.0,80.0,0,0,B,0,0,,,,,0.364953800017247
32,DG_k1_t0,16,16,16,7610.924,354,16,1,29,5097.788580848082,5418.924073476658,3308.788580848083,2110.1354926285762,1770.0,342.0,80.0,0,0,C,229,109,C,1,,,0.7783807000087108
32,DG2_k3_t1_R,16,16,16,7610.924,354,16,1,29,5097.788580848082,5418.924073476658,3308.788580848083,2110.1354926285762,1770.0,342.0,80.0,0,0,C,229,109,C,6,,,0.763685699988855
32,C3FDirect,16,16,16,7610.924,354,16,1,29,5097.788580848082,5418.924073476658,3308.788580848083,2110.1354926285762,1770.0,342.0,80.0,0,0,C,229,109,,,,,0.7690901999885682
33,Cplus3F,16,16,16,8809.635,430,16,1,27,5651.402721973949,6156.634685202136,3603.402721973952,2553.231963228184,2150.0,423.0,80.0,0,0,B,0,0,,,,,0.51130079998984
33,DG_k1_t0,16,16,16,9071.63,450,16,1,27,5913.397905954387,6298.629869182574,3745.39790595439,2553.231963228184,2250.0,443.0,80.0,0,0,B,0,0,B,0,,,0.507925099984277
33,DG2_k3_t1_R,16,16,16,8551.535,437,16,1,29,5948.4607868777675,5859.535362359491,3554.4607868777666,2305.074575481723,2185.0,427.0,80.0,0,0,C,234,69,C,2,,,0.3973740999936126
33,C3FDirect,16,16,16,8551.535,437,16,1,29,5948.4607868777675,5859.535362359491,3554.4607868777666,2305.074575481723,2185.0,427.0,80.0,0,0,C,234,69,,,,,0.39186350000090897
34,Cplus3F,16,16,16,8316.542,405,16,1,27,6008.861005965771,5817.54185673719,3819.8610059657726,1997.680850771419,2025.0,394.0,80.0,0,0,B,0,0,,,,,1.014681600005133
34,DG_k1_t0,16,16,16,7325.634,320,16,1,29,3388.944321021929,5337.634276476847,2122.9443210219306,3214.6899554549127,1600.0,308.0,80.0,0,0,C,282,106,C,1,,,1.2159218000015244
34,DG2_k3_t1_R,16,16,16,7325.634,320,16,1,29,3388.944321021929,5337.634276476847,2122.9443210219306,3214.6899554549127,1600.0,308.0,80.0,0,0,C,282,106,C,5,,,1.2223035999923013
34,C3FDirect,16,16,16,7325.634,320,16,1,29,3388.944321021929,5337.634276476847,2122.9443210219306,3214.6899554549127,1600.0,308.0,80.0,0,0,C,282,106,,,,,1.2271312000229955
