case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
6,DG_k1_t0,16,16,16,8462.265,345,16,1,27,4955.56769193201,6328.265284808793,3164.567691932011,3163.6975928767793,1725.0,329.0,80.0,0,0,B,0,0,B,0,,,0.5520897999813315
6,DG2_k3_t1_R,16,16,16,8709.568,428,16,1,29,5552.603913475419,6087.568393380288,3363.603913475418,2723.9644799048733,2140.0,402.0,80.0,0,0,C,261,78,C,3,,,0.6430355000193231
6,C3FDirect,16,16,16,8709.568,428,16,1,29,5552.603913475419,6087.568393380288,3363.603913475418,2723.9644799048733,2140.0,402.0,80.0,0,0,C,261,78,,,,,0.5550105999864172
7,Cplus3F,16,16,16,9868.149,547,16,1,27,6205.586383255406,6510.1490267927,3786.5863832554082,2723.5626435372924,2735.0,543.0,80.0,0,0,B,0,0,,,,,0.267459399998188
7,DG_k1_t0,16,16,16,10130.144,567,16,1,27,6467.581567235845,6652.144210773138,3928.5815672358463,2723.5626435372924,2835.0,563.0,80.0,0,0,B,0,0,B,0,,,0.3447652000177186
7,DG2_k3_t1_R,16,16,16,11840.237,687,16,1,27,6846.306192419737,7649.23685798139,4078.306192419739,3570.9306655616524,3435.0,676.0,80.0,0,0,B,0,1,B,1,235.5167982314916,20015.301068666482,0.6369296000048053
7,C3FDirect,16,16,16,10971.49,553,16,1,29,5927.099131478637,7589.489502817022,3599.099131478635,3990.390371338389,2765.0,537.0,80.0,0,0,C,363,164,,,,,0.5508359000086784
8,Cplus3F,16,16,16,8616.35,374,16,1,27,6168.080066853498,6302.350444331404,4002.080066853499,2300.270377477905,1870.0,364.0,80.0,0,0,B,0,0,,,,,0.47263780000503175
8,DG_k1_t0,16,16,16,8821.178,395,16,1,29,5293.639400752447,6381.178213910601,3343.6394007524477,3037.538813158153,1975.0,385.0,80.0,0,0,C,247,118,C,2,,,0.21096580001176335
8,DG2_k3_t1_R,16,16,16,8821.178,395,16,1,29,5293.639400752447,6381.178213910601,3343.6394007524477,3037.538813158153,1975.0,385.0,80.0,0,0,C,247,118,C,6,,,0.22852750000311062
8,C3FDirect,16,16,16,8821.178,395,16,1,29,5293.639400752447,6381.178213910601,3343.6394007524477,3037.538813158153,1975.0,385.0,80.0,0,0,C,247,118,,,,,0.1871685000078287
9,Cplus3F,16,16,16,8311.874,418,16,1,27,6014.350740669535,5731.874098976616,3782.350740669536,1949.5233583070792,2090.0,410.0,80.0,0,0,B,0,0,,,,,0.3555462000076659
9,DG_k1_t0,16,16,16,8573.869,438,16,1,27,6276.345924649974,5873.869282957054,3924.345924649974,1949.5233583070792,2190.0,430.0,80.0,0,0,B,0,0,B,0,,,0.3938666000030935
9,DG2_k3_t1_R,16,16,16,9905.753,515,16,1,27,6844.596030330435,6749.752717298601,4294.596030330434,2455.1566869681687,2575.0,501.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.5298645000148099
9,C3FDirect,16,16,16,10949.608,606,16,1,29,5806.413979690541,7251.607734593,3296.41397969054,3955.193754902463,3030.0,588.0,80.0,0,0,C,228,169,,,,,0.5784815999795683
10,Cplus3F,16,16,16,9271.804,442,16,1,27,5992.804279523685,6549.803774196469,3801.804279523686,2747.999494672781,2210.0,432.0,80.0,0,0,B,0,0,,,,,0.45426769999903627
10,DG_k1_t0,16,16,16,11264.035,608,16,1,29,6195.328053046097,7547.03546934691,3686.3280530460956,3860.7074163008115,3040.0,597.0,80.0,0,0,C,345,198,C,1,,,0.7449530999874696
10,DG2_k3_t1_R,16,16,16,11264.035,608,16,1,29,6195.328053046097,7547.03546934691,3686.3280530460956,3860.7074163008115,3040.0,597.0,80.0,0,0,C,345,198,C,3,,,0.8372645000054035
10,C3FDirect,16,16,16,11264.035,608,16,1,29,6195.328053046097,7547.03546934691,3686.3280530460956,3860.7074163008115,3040.0,597.0,80.0,0,0,C,345,198,,,,,0.7768648999917787
11,Cplus3F,16,16,16,8847.856,429,16,1,27,5525.566230276022,6215.856003100052,3458.5662302760234,2757.289772824026,2145.0,407.0,80.0,0,0,B,0,0,,,,,0.38215740001760423
11,DG_k1_t0,16,16,16,9109.851,449,16,1,27,5787.561414256461,6357.85118708049,3600.561414256462,2757.289772824026,2245.0,427.0,80.0,0,0,B,0,0,B,0,,,0.552005100005772
11,DG2_k3_t1_R,16,16,16,9073.481,431,16,1,27,6430.079685881679,6420.4814063817075,4100.079685881679,2320.40172050003,2155.0,418.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.38336350000463426
11,C3FDirect,16,16,16,10580.734,561,16,1,29,6106.997155204438,7150.733824142682,3604.997155204437,3545.7366689382493,2805.0,545.0,80.0,0,0,C,355,144,,,,,0.46802309999475256
12,Cplus3F,16,16,16,9673.751,451,16,1,27,5968.819924458021,6904.750882515439,3794.8199244580223,3109.930958057417,2255.0,434.0,80.0,0,0,B,0,0,,,,,0.3902380999934394
12,DG_k1_t0,16,16,16,8983.731,466,16,1,29,5981.236515533089,6117.730711505517,3638.2365155330867,2479.4941959724288,2330.0,456.0,80.0,0,0,C,235,117,C,1,,,0.3086419999890495
12,DG2_k3_t1_R,16,16,16,8983.731,466,16,1,29,5981.236515533089,6117.730711505517,3638.2365155330867,2479.4941959724288,2330.0,456.0,80.0,0,0,C,235,117,C,4,,,0.2702047000057064
12,C3FDirect,16,16,16,8983.731,466,16,1,29,5981.236515533089,6117.730711505517,3638.2365155330867,2479.4941959724288,2330.0,456.0,80.0,0,0,C,235,117,,,,,0.2372091000142973
13,Cplus3F,16,16,16,8218.0,415,16,1,27,6122.444407787888,5651.000235184763,3782.4444077878907,1868.5558273968725,2075.0,412.0,80.0,0,0,B,0,0,,,,,0.15063129999907687
13,DG_k1_t0,16,16,16,8479.995,435,16,1,27,6384.439591768327,5792.995419165201,3924.4395917683287,1868.5558273968725,2175.0,432.0,80.0,0,0,B,0,0,B,0,,,0.19283899999572895
13,DG2_k3_t1_R,16,16,16,9089.943,434,16,1,27,6381.771918306052,6408.9425047255845,4076.7719183060526,2332.1705864195324,2170.0,431.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.2926032000104897
13,C3FDirect,16,16,16,11951.972,650,16,1,29,6150.178393057281,7995.972037542719,3659.178393057281,4336.793644485441,3250.0,626.0,80.0,0,0,C,338,216,,,,,1.0646670999994967
14,Cplus3F,16,16,16,8720.188,423,16,1,27,5581.80074118654,6115.187628881855,3552.8007411865406,2562.386887695318,2115.0,410.0,80.0,0,0,B,0,0,,,,,0.6247933999984525
14,DG_k1_t0,16,16,16,8982.183,443,16,1,27,5843.795925166978,6257.182812862293,3694.7959251669786,2562.386887695318,2215.0,430.0,80.0,0,0,B,0,0,B,0,,,0.9365339999785647
14,DG2_k3_t1_R,16,16,16,8437.137,440,16,1,29,5558.056701306888,5726.136872483251,3319.0567013068876,2407.0801711763643,2200.0,431.0,80.0,0,0,C,144,96,C,2,,,0.3137257999915164
14,C3FDirect,16,16,16,8437.137,440,16,1,29,5558.056701306888,5726.136872483251,3319.0567013068876,2407.0801711763643,2200.0,431.0,80.0,0,0,C,144,96,,,,,0.3260729000030551
15,Cplus3F,16,16,16,9912.34,540,16,1,27,5639.222485222328,6608.340167221334,3447.2224852223285,3161.117681999005,2700.0,524.0,80.0,0,0,B,0,0,,,,,0.5599671000090893
15,DG_k1_t0,16,16,16,8183.18,433,16,1,29,5100.6403518320085,5521.180285751624,2966.640351832009,2554.5399339196138,2165.0,417.0,80.0,0,0,C,155,104,C,1,,,0.30223669999395497
15,DG2_k3_t1_R,16,16,16,8183.18,433,16,1,29,5100.6403518320085,5521.180285751624,2966.640351832009,2554.5399339196138,2165.0,417.0,80.0,0,0,C,155,104,C,2,,,0.2899481999920681
15,C3FDirect,16,16,16,8183.18,433,16,1,29,5100.6403518320085,5521.180285751624,2966.640351832009,2554.5399339196138,2165.0,417.0,80.0,0,0,C,155,104,,,,,0.34746990000712685
16,Cplus3F,16,16,16,8162.478,363,16,1,27,6000.026533932748,5909.478475439483,3847.026533932748,2062.451941506735,1815.0,358.0,80.0,0,0,B,0,0,,,,,0.18715449998853728
16,DG_k1_t0,16,16,16,8424.474,383,16,1,27,6262.021717913187,6051.473659419921,3989.021717913186,2062.451941506735,1915.0,378.0,80.0,0,0,B,0,0,B,0,,,0.18467809999128804
16,DG2_k3_t1_R,16,16,16,8994.247,402,16,1,27,6473.526789328225,6511.246590285317,4152.526789328225,2358.719800957093,2010.0,393.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.27944600000046194
16,C3FDirect,16,16,16,9703.541,509,16,1,29,6241.163756469317,6584.540825408935,3686.163756469317,2898.377068939617,2545.0,494.0,80.0,0,0,C,230,100,,,,,0.24351749999914318
17,Cplus3F,16,16,16,9641.636,463,16,1,27,6301.672454909713,6813.635526024438,3920.6724549097153,2892.9630711147224,2315.0,433.0,80.0,0,0,B,0,0,,,,,0.5216249999939464
17,DG_k1_t0,16,16,16,9903.631,483,16,1,27,6563.667638890152,6955.630710004876,4062.6676388901533,2892.9630711147224,2415.0,453.0,80.0,0,0,B,0,0,B,0,,,0.5207183000165969
17,DG2_k3_t1_R,16,16,16,11665.297,570,16,1,29,6078.765571588429,8200.297130569936,3707.7655715884293,4492.531558981505,2850.0,535.0,80.0,0,0,C,309,160,C,2,,,0.4467626000114251
17,C3FDirect,16,16,16,11665.297,570,16,1,29,6078.765571588429,8200.297130569936,3707.7655715884293,4492.531558981505,2850.0,535.0,80.0,0,0,C,309,160,,,,,0.44730519998120144
18,Cplus3F,16,16,16,8986.828,428,16,1,27,6460.892695494962,6350.827584077636,4017.8926954949634,2332.934888582673,2140.0,416.0,80.0,0,0,B,0,0,,,,,0.6012878000037745
18,DG_k1_t0,16,16,16,8553.888,404,16,1,29,4683.164769812325,6077.887932590031,2792.164769812326,3285.7231627777046,2020.0,376.0,80.0,0,0,C,262,116,C,3,,,0.5294923999754246
18,DG2_k3_t1_R,16,16,16,8553.888,404,16,1,29,4683.164769812325,6077.887932590031,2792.164769812326,3285.7231627777046,2020.0,376.0,80.0,0,0,C,262,116,C,3,,,0.48102549999020994
18,C3FDirect,16,16,16,8553.888,404,16,1,29,4683.164769812325,6077.887932590031,2792.164769812326,3285.7231627777046,2020.0,376.0,80.0,0,0,C,262,116,,,,,0.43295870002475567
19,Cplus3F,16,16,16,9096.805,440,16,1,27,6546.99352282281,6396.805115134368,4038.993522822812,2357.811592311556,2200.0,420.0,80.0,0,0,B,0,0,,,,,0.47679339998285286
19,DG_k1_t0,16,16,16,9358.8,460,16,1,27,6808.9887068032485,6538.800299114806,4180.988706803249,2357.811592311556,2300.0,440.0,80.0,0,0,B,0,0,B,0,,,0.5592905000085011
19,DG2_k3_t1_R,16,16,16,9787.347,450,16,1,27,6535.909394924539,7038.346960932596,4129.90939492454,2908.437566008057,2250.0,419.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.724995199998375
19,C3FDirect,16,16,16,10562.001,524,16,1,29,5954.54009558184,7358.00142370165,3679.540095581838,3678.4613281198126,2620.0,504.0,80.0,0,0,C,219,161,,,,,0.42286729998886585
20,Cplus3F,16,16,16,8503.35,394,16,1,27,6224.753726573043,6077.3498576535485,3985.7537265730466,2091.596131080503,1970.0,376.0,80.0,0,0,B,0,0,,,,,0.6760057999927085
20,DG_k1_t0,16,16,16,11555.611,619,16,1,29,6380.167473855666,7789.610922013977,3702.1674738556644,4087.443448158314,3095.0,591.0,80.0,0,0,C,355,159,C,1,,,0.715775400021812
20,DG2_k3_t1_R,16,16,16,9429.871,488,16,1,27,5663.706756672513,6427.870946727621,3471.7067566725145,2956.164190055107,2440.0,482.0,80.0,0,0,B,1,1,B,1,235.5167982314916,20015.301068666482,0.6366132999828551
20,C3FDirect,16,16,16,11555.611,619,16,1,29,6380.167473855666,7789.610922013977,3702.1674738556644,4087.443448158314,3095.0,591.0,80.0,0,0,C,355,159,,,,,0.7443697999988217
21,Cplus3F,16,16,16,9509.503,520,16,1,27,5939.631165249894,6323.503175050072,3652.6311652498975,2670.8720098001772,2600.0,506.0,80.0,0,0,B,0,0,,,,,0.5141182000224944
21,DG_k1_t0,16,16,16,9771.498,540,16,1,27,6201.626349230333,6465.49835903051,3794.6263492303356,2670.8720098001772,2700.0,526.0,80.0,0,0,B,0,0,B,0,,,0.47234259999822825
21,DG2_k3_t1_R,16,16,16,9632.463,480,16,1,29,5556.665754976319,6681.462939645281,3385.6657549763195,3295.7971846689643,2400.0,471.0,80.0,0,0,C,265,131,C,2,,,0.4596787000191398
21,C3FDirect,16,16,16,9632.463,480,16,1,29,5556.665754976319,6681.462939645281,3385.6657549763195,3295.7971846689643,2400.0,471.0,80.0,0,0,C,265,131,,,,,0.46059249999234453
22,Cplus3F,16,16,16,8052.208,409,16,1,27,5661.037366682477,5523.208493160667,3581.0373666824803,1942.1711264781848,2045.0,404.0,80.0,0,0,B,0,0,,,,,0.45096960000228137
22,DG_k1_t0,16,16,16,8314.204,429,16,1,27,5923.032550662916,5665.203677141103,3723.0325506629183,1942.1711264781848,2145.0,424.0,80.0,0,0,B,0,0,B,0,,,0.4680738000024576
22,DG2_k3_t1_R,16,16,16,8481.976,472,16,1,29,5060.804724065009,5580.976468713209,2995.804724065011,2585.1717446482007,2360.0,461.0,80.0,0,0,C,234,135,C,3,,,0.5943414000212215
22,C3FDirect,16,16,16,8481.976,472,16,1,29,5060.804724065009,5580.976468713209,2995.804724065011,2585.1717446482007,2360.0,461.0,80.0,0,0,C,234,135,,,,,0.6085559999919496
23,Cplus3F,16,16,16,9785.941,520,16,1,27,6069.98560734143,6600.940865456104,3944.9856073414308,2655.9552581146754,2600.0,505.0,80.0,0,0,B,0,0,,,,,0.5439966999983881
23,DG_k1_t0,16,16,16,10047.936,540,16,1,27,6331.980791321868,6742.936049436542,4086.9807913218683,2655.9552581146754,2700.0,525.0,80.0,0,0,B,0,0,B,0,,,0.5267672000045422
23,DG2_k3_t1_R,16,16,16,11267.99,633,16,1,29,6258.382453394883,7415.990316152248,3653.382453394882,3762.6078627573656,3165.0,607.0,80.0,0,0,C,347,190,C,3,,,0.7325012999936007
23,C3FDirect,16,16,16,11267.99,633,16,1,29,6258.382453394883,7415.990316152248,3653.382453394882,3762.6078627573656,3165.0,607.0,80.0,0,0,C,347,190,,,,,0.742849699978251
24,Cplus3F,16,16,16,8188.877,420,16,1,27,5949.9204214353995,5593.876998380437,3768.9204214354017,1824.9565769450346,2100.0,415.0,80.0,0,0,B,0,0,,,,,0.46167819999391213
24,DG_k1_t0,16,16,16,10173.165,510,16,1,29,5600.050103521168,7054.164899348127,3281.050103521168,3773.1147958269603,2550.0,489.0,80.0,0,0,C,274,124,C,2,,,0.9576996999967378
24,DG2_k3_t1_R,16,16,16,10173.165,510,16,1,29,5600.050103521168,7054.164899348127,3281.050103521168,3773.1147958269603,2550.0,489.0,80.0,0,0,C,274,124,C,2,,,0.9199133999936748
24,C3FDirect,16,16,16,10173.165,510,16,1,29,5600.050103521168,7054.164899348127,3281.050103521168,3773.1147958269603,2550.0,489.0,80.0,0,0,C,274,124,,,,,0.9596001000027172
25,Cplus3F,16,16,16,8472.302,406,16,1,27,6117.491520087556,5978.302443076685,3930.491520087557,2047.8109229891297,2030.0,384.0,80.0,0,0,B,0,0,,,,,0.29915279999841005
25,DG_k1_t0,16,16,16,9961.814,528,16,1,29,5232.047552022388,6733.8135179574965,3187.047552022388,3546.765965935106,2640.0,508.0,80.0,0,0,C,384,190,C,1,,,0.7399952999840025
25,DG2_k3_t1_R,16,16,16,9961.814,528,16,1,29,5232.047552022388,6733.8135179574965,3187.047552022388,3546.765965935106,2640.0,508.0,80.0,0,0,C,384,190,C,3,,,0.7219024000223726
25,C3FDirect,16,16,16,9961.814,528,16,1,29,5232.047552022388,6733.8135179574965,3187.047552022388,3546.765965935106,2640.0,508.0,80.0,0,0,C,384,190,,,,,0.7179827000072692
26,Cplus3F,16,16,16,9360.853,445,16,1,27,5578.897647439162,6630.852856776641,3458.8976474391643,3171.9552093374773,2225.0,425.0,80.0,0,0,B,0,0,,,,,0.8187501000065822
26,DG_k1_t0,16,16,16,11287.282,612,16,1,29,6055.092501448927,7551.282399491936,3515.092501448924,4036.189898043016,3060.0,596.0,80.0,0,0,C,216,164,C,1,,,0.7793641999887768
26,DG2_k3_t1_R,16,16,16,11287.282,612,16,1,29,6055.092501448927,7551.282399491936,3515.092501448924,4036.189898043016,3060.0,596.0,80.0,0,0,C,216,164,C,2,,,0.7910686999966856
26,C3FDirect,16,16,16,11287.282,612,16,1,29,6055.092501448927,7551.282399491936,3515.092501448924,4036.189898043016,3060.0,596.0,80.0,0,0,C,216,164,,,,,0.7857548999891151
27,Cplus3F,16,16,16,10192.618,566,16,1,27,6254.571048922433,6721.618261795662,3768.571048922435,2953.04721287323,2830.0,561.0,80.0,0,0,B,0,0,,,,,0.6833119999791961
27,DG_k1_t0,16,16,16,10454.613,586,16,1,27,6516.566232902872,6863.6134457761,3910.566232902873,2953.04721287323,2930.0,581.0,80.0,0,0,B,0,0,B,0,,,0.677708100003656
27,DG2_k3_t1_R,16,16,16,10232.412,525,16,1,29,6099.988970337667,7022.411937127738,3632.988970337666,3389.4229667900736,2625.0,505.0,80.0,0,0,C,189,119,C,2,,,0.5316401000018232
27,C3FDirect,16,16,16,10232.412,525,16,1,29,6099.988970337667,7022.411937127738,3632.988970337666,3389.4229667900736,2625.0,505.0,80.0,0,0,C,189,119,,,,,0.5268096000072546
28,Cplus3F,16,16,16,9575.13,446,16,1,27,6046.874000699427,6833.12972823211,3892.874000699429,2940.2557275326826,2230.0,432.0,80.0,0,0,B,0,0,,,,,1.0661145999911241
28,DG_k1_t0,16,16,16,9535.448,563,16,1,29,6491.321279591183,6088.448277458993,3663.3212795911827,2425.126997867812,2815.0,552.0,80.0,0,0,C,213,113,C,1,,,0.6512821999785956
28,DG2_k3_t1_R,16,16,16,9183.95,455,16,1,27,6559.11246185125,6387.9499129854275,4066.112461851251,2321.837451134178,2275.0,441.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.6206717999884859
28,C3FDirect,16,16,16,9535.448,563,16,1,29,6491.321279591183,6088.448277458993,3663.3212795911827,2425.126997867812,2815.0,552.0,80.0,0,0,C,213,113,,,,,0.6692993000033312
29,Cplus3F,16,16,16,8885.001,439,16,1,27,5953.577071879888,6185.001162635056,3779.5770718798904,2405.424090755164,2195.0,425.0,80.0,0,0,B,0,0,,,,,0.5427640000125393
29,DG_k1_t0,16,16,16,9146.996,459,16,1,27,6215.572255860327,6326.996346615493,3921.5722558603284,2405.424090755164,2295.0,445.0,80.0,0,0,B,0,0,B,0,,,0.5538972000067588
29,DG2_k3_t1_R,16,16,16,10011.018,515,16,1,29,6016.21100413426,6869.01785353178,3672.211004134262,3196.8068493975197,2575.0,487.0,80.0,0,0,C,307,123,C,2,,,0.5507387999969069
29,C3FDirect,16,16,16,10011.018,515,16,1,29,6016.21100413426,6869.01785353178,3672.211004134262,3196.8068493975197,2575.0,487.0,80.0,0,0,C,307,123,,,,,0.5461034999752883
30,Cplus3F,16,16,16,10154.531,456,16,1,27,6194.8304818193155,7360.531121286733,3995.830481819318,3364.700639467415,2280.0,434.0,80.0,0,0,B,0,0,,,,,0.5766159000049811
30,DG_k1_t0,16,16,16,9659.138,493,16,1,29,6084.399673873988,6640.138107700674,3652.399673873985,2987.738433826692,2465.0,474.0,80.0,0,0,C,265,109,C,1,,,0.6505250000045635
30,DG2_k3_t1_R,16,16,16,9659.138,493,16,1,29,6084.399673873988,6640.138107700674,3652.399673873985,2987.738433826692,2465.0,474.0,80.0,0,0,C,265,109,C,2,,,0.6545954999746755
30,C3FDirect,16,16,16,9659.138,493,16,1,29,6084.399673873988,6640.138107700674,3652.399673873985,2987.738433826692,2465.0,474.0,80.0,0,0,C,265,109,,,,,0.655964400008088
31,Cplus3F,16,16,16,9669.563,498,16,1,27,6008.497520105013,6609.56316449836,3748.4975201050147,2861.0656443933462,2490.0,490.0,80.0,0,0,B,0,0,,,,,0.746040300000459
31,DG_k1_t0,16,16,16,11454.774,653,16,1,29,5431.637182936373,7478.773804905568,3125.637182936373,4353.136621969201,3265.0,631.0,80.0,0,0,C,228,238,C,2,,,1.0731491000042297
31,DG2_k3_t1_R,16,16,16,11454.774,653,16,1,29,5431.637182936373,7478.773804905568,3125.637182936373,4353.136621969201,3265.0,631.0,80.0,0,0,C,228,238,C,3,,,1.0990680999821052
31,C3FDirect,16,16,16,11454.774,653,16,1,29,5431.637182936373,7478.773804905568,3125.637182936373,4353.136621969201,3265.0,631.0,80.0,0,0,C,228,238,,,,,1.0910880000155885
32,Cplus3F,16,16,16,7536.421,339,16,1,27,4506.194861403536,5445.421155055679,2836.1948614035373,2609.226293652141,1695.0,316.0,80.0,0,0,B,0,0,,,,,0.5529419000085909
32,DG_k1_t0,16,16,16,7798.416,359,16,1,27,4768.190045383974,5587.416339036118,2978.1900453839753,2609.226293652141,1795.0,336.0,80.0,0,0,B,0,0,B,0,,,0.5682851000165101
32,DG2_k3_t1_R,16,16,16,9333.58,496,16,1,29,6093.644742275087,6302.5797222000965,3631.6447422750853,2670.934979925012,2480.0,471.0,80.0,0,0,C,327,95,C,2,,,0.5520027999882586
32,C3FDirect,16,16,16,9333.58,496,16,1,29,6093.644742275087,6302.5797222000965,3631.6447422750853,2670.934979925012,2480.0,471.0,80.0,0,0,C,327,95,,,,,0.5583128999860492
33,Cplus3F,16,16,16,9265.683,469,16,1,27,6570.064448608791,6385.683054896894,4145.064448608793,2240.6186062881025,2345.0,455.0,80.0,0,0,B,0,0,,,,,0.2948919999762438
33,DG_k1_t0,16,16,16,9616.819,495,16,1,29,4847.018030854492,6597.819250540932,2778.0180308544914,3819.8012196864443,2475.0,464.0,80.0,0,0,C,201,137,C,1,,,0.9354586000263225
33,DG2_k3_t1_R,16,16,16,11387.505,648,16,1,27,6707.637545652687,7432.505199449355,4114.637545652688,3317.867653796667,3240.0,635.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.6296761000121478
33,C3FDirect,16,16,16,9616.819,495,16,1,29,4847.018030854492,6597.819250540932,2778.0180308544914,3819.8012196864443,2475.0,464.0,80.0,0,0,C,201,137,,,,,0.9115934000001289
34,Cplus3F,16,16,16,9471.778,446,16,1,27,5928.148647431123,6730.777605917559,3673.1486474311237,3057.628958486436,2230.0,431.0,80.0,0,0,B,0,0,,,,,0.43603290000464767
34,DG_k1_t0,16,16,16,9672.904,492,16,1,29,5788.910193877862,6665.9043468512855,3423.9101938778626,3241.994152973424,2460.0,467.0,80.0,0,0,C,291,117,C,1,,,0.762036200001603
