case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
17,DG_k1_t0,16,16,16,10553.418,542,16,1,27,6461.038787429404,7238.417799748308,3947.038787429406,3291.3790123189024,2710.0,525.0,80.0,0,0,B,0,0,B,0,,,1.1723814999859314
17,DG2_k3_t1_R,16,16,16,9899.671,555,16,1,27,6834.57966502633,6493.6713885981635,4110.579665026331,2383.091723571833,2775.0,551.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.4681350000028033
17,C3FDirect,16,16,16,10245.808,594,16,1,29,5382.0285438667315,6612.808279141139,3154.0285438667306,3458.77973527441,2970.0,583.0,80.0,0,0,C,423,212,,,,,1.4537529000081122
18,Cplus3F,16,16,16,8806.226,379,16,1,27,4991.288513679236,6482.226249193968,3093.2885136792374,3388.9377355147326,1895.0,349.0,80.0,0,0,B,0,0,,,,,0.920407300000079
18,DG_k1_t0,16,16,16,9583.278,529,16,1,29,6286.1820364749265,6357.2779295538085,3657.1820364749265,2700.095893078887,2645.0,501.0,80.0,0,0,C,189,102,C,1,,,0.9158304999873508
18,DG2_k3_t1_R,16,16,16,9069.57,426,16,1,27,6586.399367207599,6448.5700131338435,4150.3993672076,2298.170645926242,2130.0,411.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.5359838000149466
18,C3FDirect,16,16,16,9583.278,529,16,1,29,6286.1820364749265,6357.2779295538085,3657.1820364749265,2700.095893078887,2645.0,501.0,80.0,0,0,C,189,102,,,,,0.9216638999932911
19,Cplus3F,16,16,16,9257.427,475,16,1,27,6178.661484218459,6338.427059935059,3814.6614842184595,2523.7655757166017,2375.0,464.0,80.0,0,0,B,0,0,,,,,0.6919805000070482
19,DG_k1_t0,16,16,16,9519.422,495,16,1,27,6440.656668198898,6480.422243915497,3956.6566681988975,2523.7655757166017,2475.0,484.0,80.0,0,0,B,0,0,B,0,,,0.6847598999738693
19,DG2_k3_t1_R,16,16,16,9416.551,445,16,1,27,6574.161739613938,6675.5513578938235,4120.161739613937,2555.389618279886,2225.0,436.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,0.4506470000196714
19,C3FDirect,16,16,16,13097.882,685,16,1,29,6177.503298862164,8929.882424989077,3644.5032988621633,5285.379126126917,3425.0,663.0,80.0,0,0,C,488,237,,,,,1.3473153999948408
20,Cplus3F,16,16,16,9125.35,442,16,1,27,5609.123896742048,6399.349562987922,3615.1238967420495,2784.225666245872,2210.0,436.0,80.0,0,0,B,0,0,,,,,0.8721365999954287
20,DG_k1_t0,16,16,16,9387.345,462,16,1,27,5871.119080722487,6541.344746968359,3757.1190807224875,2784.225666245872,2310.0,456.0,80.0,0,0,B,0,0,B,0,,,0.8619842000189237
20,DG2_k3_t1_R,16,16,16,10996.536,613,16,1,29,6036.981049436751,7252.5357241532,3520.9810494367503,3731.554674716453,3065.0,599.0,80.0,0,0,C,473,173,C,3,,,1.6998699000105262
20,C3FDirect,16,16,16,10996.536,613,16,1,29,6036.981049436751,7252.5357241532,3520.9810494367503,3731.554674716453,3065.0,599.0,80.0,0,0,C,473,173,,,,,1.7039165000023786
21,Cplus3F,16,16,16,10524.51,495,16,1,27,6246.257434910372,7482.510409991236,3995.257434910373,3487.2529750808635,2475.0,487.0,80.0,0,0,B,0,0,,,,,1.4299823000037577
21,DG_k1_t0,16,16,16,10786.506,515,16,1,27,6508.2526188908105,7624.505593971674,4137.2526188908105,3487.2529750808635,2575.0,507.0,80.0,0,0,B,0,0,B,0,,,1.4129061999847181
21,DG2_k3_t1_R,16,16,16,10651.902,532,16,1,27,6732.55288923068,7387.901565148711,4085.55288923068,3302.3486759180305,2660.0,524.0,80.0,0,0,B,0,1,B,1,235.5167982314916,20015.301068666482,0.752512699982617
21,C3FDirect,16,16,16,10850.031,555,16,1,29,6017.391772951916,7462.0309643647115,3574.3917729519158,3887.6391914127985,2775.0,533.0,80.0,0,0,C,382,160,,,,,0.7614151000161655
22,Cplus3F,16,16,16,9475.796,416,16,1,27,6231.791898274918,6928.796142546268,3966.79189827492,2962.004244271347,2080.0,387.0,80.0,0,0,B,0,0,,,,,1.2724465999926906
22,DG_k1_t0,16,16,16,10332.151,531,16,1,29,6237.265129644534,7075.1510597025945,3729.2651296445306,3345.885930058064,2655.0,522.0,80.0,0,0,C,233,143,C,1,,,0.6312994000036269
22,DG2_k3_t1_R,16,16,16,10332.151,531,16,1,29,6237.265129644534,7075.1510597025945,3729.2651296445306,3345.885930058064,2655.0,522.0,80.0,0,0,C,233,143,C,2,,,0.6276907000283245
22,C3FDirect,16,16,16,10332.151,531,16,1,29,6237.265129644534,7075.1510597025945,3729.2651296445306,3345.885930058064,2655.0,522.0,80.0,0,0,C,233,143,,,,,0.5801803000213113
23,Cplus3F,16,16,16,9319.339,457,16,1,27,5902.571750841753,6529.338833262301,3601.5717508417542,2927.767082420546,2285.0,425.0,80.0,0,0,B,0,0,,,,,1.1539542000100482
23,DG_k1_t0,16,16,16,9581.334,477,16,1,27,6164.566934822192,6671.334017242741,3743.5669348221927,2927.767082420546,2385.0,445.0,80.0,0,0,B,0,0,B,0,,,1.1711771999835037
23,DG2_k3_t1_R,16,16,16,8936.211,396,16,1,27,6358.799640105349,6491.211386516534,4081.799640105349,2409.4117464111837,1980.0,385.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.8543976999935694
23,C3FDirect,16,16,16,12637.798,654,16,1,29,6269.688796434559,8661.79757085707,3645.6887964345574,5016.108774422515,3270.0,626.0,80.0,0,0,C,409,191,,,,,1.4140544999972917
24,Cplus3F,16,16,16,8799.053,416,16,1,27,6056.020593893304,6231.053059851428,3821.0205938933063,2410.03246595812,2080.0,408.0,80.0,0,0,B,0,0,,,,,0.8001814000017475
24,DG_k1_t0,16,16,16,9671.757,507,16,1,29,5869.508914973182,6568.7573056863475,3473.5089149731825,3095.248390713169,2535.0,488.0,80.0,0,0,C,329,115,C,1,,,1.128411200013943
24,DG2_k3_t1_R,16,16,16,9671.757,507,16,1,29,5869.508914973182,6568.7573056863475,3473.5089149731825,3095.248390713169,2535.0,488.0,80.0,0,0,C,329,115,C,2,,,1.1213348000019323
24,C3FDirect,16,16,16,9671.757,507,16,1,29,5869.508914973182,6568.7573056863475,3473.5089149731825,3095.248390713169,2535.0,488.0,80.0,0,0,C,329,115,,,,,1.1164006999752019
25,Cplus3F,16,16,16,7879.741,369,16,1,27,4587.4854417985825,5598.74114980768,2918.485441798584,2680.2557080090965,1845.0,356.0,80.0,0,0,B,0,0,,,,,0.7434530000027735
25,DG_k1_t0,16,16,16,8141.736,389,16,1,27,4849.4806257790215,5740.736333788118,3060.480625779022,2680.2557080090965,1945.0,376.0,80.0,0,0,B,0,0,B,0,,,0.7296912000165321
25,DG2_k3_t1_R,16,16,16,11653.233,665,16,1,29,6222.9456581930945,7596.232711345034,3635.945658193092,3960.2870531519416,3325.0,652.0,80.0,0,0,C,398,222,C,2,,,1.0135826999903657
25,C3FDirect,16,16,16,11653.233,665,16,1,29,6222.9456581930945,7596.232711345034,3635.945658193092,3960.2870531519416,3325.0,652.0,80.0,0,0,C,398,222,,,,,1.0267321999999695
26,Cplus3F,16,16,16,9468.352,409,16,1,27,6259.708836262442,6952.351879801167,4003.7088362624436,2948.643043538724,2045.0,391.0,80.0,0,0,B,0,0,,,,,0.8746109000057913
26,DG_k1_t0,16,16,16,11775.168,666,16,1,29,6220.9226400424905,7712.168368346505,3709.92264004249,4002.245728304023,3330.0,653.0,80.0,0,0,C,483,218,C,1,,,1.55007110000588
26,DG2_k3_t1_R,16,16,16,11775.168,666,16,1,29,6220.9226400424905,7712.168368346505,3709.92264004249,4002.245728304023,3330.0,653.0,80.0,0,0,C,483,218,C,2,,,1.5373031999915838
26,C3FDirect,16,16,16,11775.168,666,16,1,29,6220.9226400424905,7712.168368346505,3709.92264004249,4002.245728304023,3330.0,653.0,80.0,0,0,C,483,218,,,,,1.5630747000104748
27,Cplus3F,16,16,16,8703.916,435,16,1,27,4824.538123959431,6019.916387508521,3001.538123959432,3018.378263549089,2175.0,429.0,80.0,0,0,B,0,0,,,,,1.0585348999884445
27,DG_k1_t0,16,16,16,8965.912,455,16,1,27,5086.53330793987,6161.911571488959,3143.53330793987,3018.378263549089,2275.0,449.0,80.0,0,0,B,0,0,B,0,,,1.0420319999975618
27,DG2_k3_t1_R,16,16,16,11328.178,642,16,1,29,5513.514081590957,7407.177857993531,3129.5140815909576,4277.663776402572,3210.0,631.0,80.0,0,0,C,333,239,C,2,,,1.2772632999985944
27,C3FDirect,16,16,16,11328.178,642,16,1,29,5513.514081590957,7407.177857993531,3129.5140815909576,4277.663776402572,3210.0,631.0,80.0,0,0,C,333,239,,,,,1.2972780000127386
28,Cplus3F,16,16,16,9450.322,466,16,1,27,6360.282838181619,6600.321557741467,3939.282838181621,2661.038719559844,2330.0,440.0,80.0,0,0,B,0,0,,,,,1.1417305000068154
28,DG_k1_t0,16,16,16,9712.317,486,16,1,27,6622.278022162058,6742.3167417219065,4081.278022162059,2661.038719559844,2430.0,460.0,80.0,0,0,B,0,0,B,0,,,1.1547692000167444
28,DG2_k3_t1_R,16,16,16,10063.445,515,16,1,27,6443.055459708981,6909.444923920066,4070.055459708982,2839.3894642110836,2575.0,499.0,80.0,0,0,B,0,0,B,0,235.5167982314916,20015.301068666482,1.3336068000062369
28,C3FDirect,16,16,16,10131.772,568,16,1,29,6183.155233957194,6659.771948650786,3517.155233957193,3142.616714693596,2840.0,552.0,80.0,0,0,C,256,125,,,,,1.1501073999970686
29,Cplus3F,16,16,16,10090.42,525,16,1,27,5987.676227098366,6871.420255149744,3777.6762270983677,3093.7440280513774,2625.0,514.0,80.0,0,0,B,0,0,,,,,0.971129400015343
29,DG_k1_t0,16,16,16,12051.719,657,16,1,29,6316.821002807625,8038.719488561939,3669.8210028076237,4368.898485754318,3285.0,648.0,80.0,0,0,C,312,210,C,1,,,1.0270126000104938
29,DG2_k3_t1_R,16,16,16,12051.719,657,16,1,29,6316.821002807625,8038.719488561939,3669.8210028076237,4368.898485754318,3285.0,648.0,80.0,0,0,C,312,210,C,2,,,1.0223153000115417
29,C3FDirect,16,16,16,12051.719,657,16,1,29,6316.821002807625,8038.719488561939,3669.8210028076237,4368.898485754318,3285.0,648.0,80.0,0,0,C,312,210,,,,,1.0181240999954753
30,Cplus3F,16,16,16,9104.651,442,16,1,27,6105.494576076166,6388.650621614469,3817.494576076165,2571.156045538306,2210.0,426.0,80.0,0,0,B,0,0,,,,,1.0396071000141092
30,DG_k1_t0,16,16,16,9366.646,462,16,1,27,6367.489760056605,6530.645805594907,3959.489760056603,2571.156045538306,2310.0,446.0,80.0,0,0,B,0,0,B,0,,,1.0369368999963626
30,DG2_k3_t1_R,16,16,16,9807.569,472,16,1,27,6734.473085653278,6912.56938111126,4086.4730856532765,2826.0962954579827,2360.0,455.0,80.0,0,0,B,0,1,B,1,235.5167982314916,20015.301068666482,0.8480065999901854
30,C3FDirect,16,16,16,11194.952,601,16,1,29,5937.906379003227,7522.951787714468,3529.9063790032246,3993.0454087112475,3005.0,587.0,80.0,0,0,C,397,205,,,,,1.1173502000165172
31,Cplus3F,16,16,16,10416.584,499,16,1,27,6347.402455963969,7360.584018343435,3958.402455963971,3402.181562379464,2495.0,481.0,80.0,0,0,B,0,0,,,,,1.6087933999951929
31,DG_k1_t0,16,16,16,10678.579,519,16,1,27,6609.397639944407,7502.579202323873,4100.397639944409,3402.181562379464,2595.0,501.0,80.0,0,0,B,0,0,B,0,,,1.624197599972831
31,DG2_k3_t1_R,16,16,16,9822.392,440,16,1,27,5468.446249050206,7121.3921417340325,3450.4462490502065,3670.9458926838256,2200.0,421.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,1.651420300011523
31,C3FDirect,16,16,16,11900.897,681,16,1,29,5750.008468084082,7750.897301832932,3312.008468084081,4438.888833748853,3405.0,665.0,80.0,0,0,C,544,246,,,,,1.5784449000202585
32,Cplus3F,16,16,16,7123.439,310,16,1,27,4797.916790484605,5189.438614244707,3063.916790484606,2125.5218237601007,1550.0,304.0,80.0,0,0,B,0,0,,,,,0.63196450000396
32,DG_k1_t0,16,16,16,7385.434,330,16,1,27,5059.911974465044,5331.433798225145,3205.9119744650434,2125.5218237601007,1650.0,324.0,80.0,0,0,B,0,0,B,0,,,0.6332539999857545
32,DG2_k3_t1_R,16,16,16,9642.772,566,16,1,29,6318.9016274018595,6174.7715590079615,3652.901627401857,2521.869931606108,2830.0,558.0,80.0,0,0,C,209,139,C,3,,,1.0345960999839008
32,C3FDirect,16,16,16,9642.772,566,16,1,29,6318.9016274018595,6174.7715590079615,3652.901627401857,2521.869931606108,2830.0,558.0,80.0,0,0,C,209,139,,,,,1.0173920999804977
33,Cplus3F,16,16,16,10045.013,562,16,1,27,5669.392655918705,6613.013225339555,3527.392655918706,3085.620569420852,2810.0,542.0,80.0,0,0,B,0,0,,,,,1.1538657000055537
33,DG_k1_t0,16,16,16,10307.008,582,16,1,27,5931.387839899144,6755.008409319992,3669.387839899144,3085.620569420852,2910.0,562.0,80.0,0,0,B,0,0,B,0,,,1.1625568000017665
33,DG2_k3_t1_R,16,16,16,10692.978,552,16,1,29,6224.636550075284,7322.9776263513895,3636.6365500752822,3686.3410762761077,2760.0,530.0,80.0,0,0,C,261,124,C,2,,,0.681243800005177
33,C3FDirect,16,16,16,10692.978,552,16,1,29,6224.636550075284,7322.9776263513895,3636.6365500752822,3686.3410762761077,2760.0,530.0,80.0,0,0,C,261,124,,,,,0.6829552999988664
34,Cplus3F,16,16,16,8421.415,356,16,1,27,5808.59671856267,6212.415357279591,3840.59671856267,2371.8186387169226,1780.0,349.0,80.0,0,0,B,0,0,,,,,0.738758699997561
34,DG_k1_t0,16,16,16,8683.411,376,16,1,27,6070.591902543108,6354.410541260028,3982.5919025431076,2371.8186387169226,1880.0,369.0,80.0,0,0,B,0,0,B,0,,,0.731872399977874
