case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
1,Cplus3F,16,16,16,9007.978,433,16,1,27,6169.178521841788,6342.977702262646,3949.17852184179,2393.7991804208555,2165.0,420.0,80.0,0,0,B,0,0,,,,,0.2090301999996882
1,DG_k1_t0,16,16,16,8738.266,400,16,1,29,5728.165975141966,6267.265903113477,3509.1659751419666,2758.099927971512,2000.0,391.0,80.0,0,0,C,200,88,C,1,,,0.17525390000082552
1,DG2_k3_t1_R,16,16,16,8738.266,400,16,1,29,5728.165975141966,6267.265903113477,3509.1659751419666,2758.099927971512,2000.0,391.0,80.0,0,0,C,200,88,C,6,,,0.17451109999092296
1,C3FDirect,16,16,16,8738.266,400,16,1,29,5728.165975141966,6267.265903113477,3509.1659751419666,2758.099927971512,2000.0,391.0,80.0,0,0,C,200,88,,,,,0.16089410000131465
2,Cplus3F,16,16,16,9783.448,460,16,1,27,6172.354657310791,6956.447966159242,3777.3546573107924,3179.093308848448,2300.0,447.0,80.0,0,0,B,0,0,,,,,0.3947217999957502
2,DG_k1_t0,16,16,16,8993.895,503,16,1,29,6068.074340941119,5901.894524972986,3666.074340941117,2235.820184031866,2515.0,497.0,80.0,0,0,C,243,134,C,1,,,0.41468600000371225
2,DG2_k3_t1_R,16,16,16,9683.324,494,16,1,27,6704.883939612783,6648.324393403798,4082.8839396127846,2565.4404537910127,2470.0,485.0,80.0,0,0,B,0,2,B,1,235.5167982314916,20015.301068666482,0.3233265000162646
2,C3FDirect,16,16,16,8993.895,503,16,1,29,6068.074340941119,5901.894524972986,3666.074340941117,2235.820184031866,2515.0,497.0,80.0,0,0,C,243,134,,,,,0.41635179999866523
3,Cplus3F,16,16,16,9533.339,494,16,1,27,5726.480886411889,6503.3389255046295,3559.4808864118904,2943.8580390927414,2470.0,480.0,80.0,0,0,B,0,0,,,,,0.4056585000071209
3,DG_k1_t0,16,16,16,9174.209,438,16,1,29,5791.715086074808,6484.20945663511,3475.7150860748075,3008.494370560301,2190.0,420.0,80.0,0,0,C,227,87,C,1,,,0.171769900014624
3,DG2_k3_t1_R,16,16,16,9174.209,438,16,1,29,5791.715086074808,6484.20945663511,3475.7150860748075,3008.494370560301,2190.0,420.0,80.0,0,0,C,227,87,C,2,,,0.18359010000131093
3,C3FDirect,16,16,16,9174.209,438,16,1,29,5791.715086074808,6484.20945663511,3475.7150860748075,3008.494370560301,2190.0,420.0,80.0,0,0,C,227,87,,,,,0.17482179999933578
4,Cplus3F,16,16,16,9711.25,443,16,1,27,5145.683693395263,6997.249923446084,3180.683693395264,3816.566230050824,2215.0,419.0,80.0,0,0,B,0,0,,,,,0.6081725999829359
4,DG_k1_t0,16,16,16,9973.245,463,16,1,27,5407.678877375702,7139.245107426522,3322.678877375702,3816.566230050824,2315.0,439.0,80.0,0,0,B,0,0,B,0,,,0.578795400011586
4,DG2_k3_t1_R,16,16,16,8593.156,435,16,1,29,6089.292674691083,5912.155924276372,3652.292674691082,2259.8632495852885,2175.0,426.0,80.0,0,0,C,150,72,C,2,,,0.23061430000234395
