case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
99,L1000_C2,14,14,14,10909.732,330,14,1,31,8944.158262749183,8873.732359717389,1650.0,316.0,70.0,0,0.4062424000003375
100,L1100_C2,11,11,11,8214.178,302,11,1,19,5603.797718862243,6355.177524536666,1510.0,294.0,55.0,0,0.3791841999918688
100,L1000_C2,11,11,11,12153.467,422,11,1,31,9423.98863030136,9585.467098675403,2110.0,403.0,55.0,0,0.2315600000147242
101,L1100_C2,15,15,15,8597.003,305,15,1,19,5412.873336477203,6698.003379650536,1525.0,299.0,75.0,0,0.4293759999854956
101,L1000_C2,15,15,15,10835.474,292,15,1,31,8775.758908108455,9015.474200943552,1460.0,285.0,75.0,0,0.26682209997670725
102,L1100_C2,13,13,13,7870.818,249,13,1,19,5351.0,6319.817915938924,1245.0,241.0,65.0,0,0.44638429998303764
102,L1000_C2,13,13,13,11498.3,329,13,1,31,8928.560423726694,9469.299824242915,1645.0,319.0,65.0,0,0.40158840001095086
103,L1100_C2,11,11,11,8465.028,358,11,1,19,5687.0,6280.028139154968,1790.0,340.0,55.0,0,0.47712830000091344
103,L1000_C2,11,11,11,11589.724,433,11,1,31,9588.560423726694,8942.724442380177,2165.0,427.0,55.0,0,0.3048869000049308
104,L1100_C2,10,10,10,7946.834,310,10,1,19,5567.0,6059.833797554692,1550.0,287.0,50.0,0,0.283934400009457
104,L1000_C2,10,10,10,11425.247,405,10,1,31,9456.560423726694,8948.24676734944,2025.0,402.0,50.0,0,0.19996940001146868
105,L1100_C2,13,13,13,7995.23,262,13,1,19,5291.0,6374.230243426827,1310.0,246.0,65.0,0,0.4539754000143148
105,L1000_C2,13,13,13,11019.482,313,13,1,31,8901.730162023347,9082.481732513135,1565.0,307.0,65.0,0,0.3471060000010766
106,L1100_C2,10,10,10,7043.251,266,10,1,19,5558.869449181224,5401.250789418909,1330.0,262.0,50.0,0,0.21781360000022687
106,L1000_C2,10,10,10,11138.837,391,10,1,31,9366.758626239794,8746.836707228653,1955.0,387.0,50.0,0,0.2203457999858074
107,L1100_C2,14,14,14,9071.027,311,14,1,19,5363.0,7145.026670575388,1555.0,301.0,70.0,0,0.4045498000050429
107,L1000_C2,14,14,14,10999.753,302,14,1,31,8830.606509968695,9121.753191580023,1510.0,298.0,70.0,0,0.2487750000145752
108,L1100_C2,16,16,16,5251.915,185,16,1,19,2764.2504767054725,4066.9146063430426,925.0,180.0,80.0,0,0.4784292000113055
108,L1000_C2,16,16,16,5263.034,178,16,1,31,2785.0,4129.033751278435,890.0,164.0,80.0,0,0.5527501000033226
109,L1100_C2,13,13,13,8103.766,266,13,1,19,5375.565076303746,6468.7655385961725,1330.0,240.0,65.0,0,0.5990104000084102
109,L1000_C2,13,13,13,11068.695,333,13,1,31,9025.191906643331,9006.695158071465,1665.0,332.0,65.0,0,0.20816429998376407
110,L1100_C2,12,12,12,7633.26,264,12,1,19,5399.0,6004.260012621,1320.0,249.0,60.0,0,0.4541529999987688
110,L1000_C2,12,12,12,11264.13,344,12,1,31,9042.560423726694,9148.129960818394,1720.0,336.0,60.0,0,0.24713600001996383
111,L1100_C2,16,16,16,7551.12,269,16,1,19,5084.752364732519,5874.119679766667,1345.0,252.0,80.0,0,0.685465300019132
111,L1000_C2,16,16,16,8934.99,420,16,1,31,3993.054480711199,6347.990310992058,2100.0,407.0,80.0,0,0.8312654000183102
112,L1100_C2,10,10,10,7835.857,287,10,1,19,5534.373446816425,6088.8571384004545,1435.0,262.0,50.0,0,0.40301979999640025
112,L1000_C2,10,10,10,11149.676,375,10,1,31,9276.989246897494,8854.675834600741,1875.0,370.0,50.0,0,0.2684124000079464
113,L1100_C2,11,11,11,7310.771,271,11,1,19,5513.0,5633.770974132476,1355.0,267.0,55.0,0,0.30207289999816567
113,L1000_C2,11,11,11,11318.663,385,11,1,31,9330.560423726694,8956.66300949889,1925.0,382.0,55.0,0,0.181606300000567
114,L1100_C2,11,11,11,7515.086,266,11,1,19,5447.0,5874.086384836114,1330.0,256.0,55.0,0,0.41089020000072196
114,L1000_C2,11,11,11,11567.554,379,11,1,31,9246.560423726694,9247.554012433091,1895.0,370.0,55.0,0,0.3484134000027552
115,L1100_C2,15,15,15,7083.11,204,15,1,19,5015.016262892084,5800.11035776899,1020.0,188.0,75.0,0,0.6346208000031766
115,L1000_C2,15,15,15,10516.848,253,15,1,31,8513.289997509877,8929.848421430936,1265.0,247.0,75.0,0,0.31659050000598654
116,L1100_C2,16,16,16,7113.432,219,16,1,19,4732.376396956549,5732.432273425754,1095.0,206.0,80.0,0,0.5958161000162363
116,L1000_C2,16,16,16,7704.945,246,16,1,31,5102.237550518764,6160.944533875471,1230.0,234.0,80.0,0,0.30199619999621063
117,L1100_C2,11,11,11,8919.933,335,11,1,19,5633.0,6879.9325999066095,1675.0,310.0,55.0,0,0.6052165000000969
117,L1000_C2,11,11,11,11452.704,410,11,1,31,9521.138017944439,8948.703631485678,2050.0,399.0,55.0,0,0.3139014999906067
118,L1100_C2,14,14,14,7683.183,235,14,1,19,5297.0,6205.1829067736435,1175.0,233.0,70.0,0,0.32266400000662543
118,L1000_C2,14,14,14,11313.735,319,14,1,31,8910.560423726694,9333.73468820878,1595.0,315.0,70.0,0,0.32968980001169257
119,L1100_C2,16,16,16,8001.316,294,16,1,19,4414.174738837721,6168.315750179699,1470.0,283.0,80.0,0,0.5359533000155352
119,L1000_C2,16,16,16,7679.625,264,16,1,31,4891.640654533206,6024.625098910966,1320.0,255.0,80.0,0,0.41619460002402775
120,L1100_C2,10,10,10,8196.55,300,10,1,19,5591.0,6357.549826567473,1500.0,289.0,50.0,0,0.38736349999089725
120,L1000_C2,10,10,10,11360.976,419,10,1,31,9518.368564642758,8803.976180046793,2095.0,412.0,50.0,0,0.23685899999691173
121,L1100_C2,12,12,12,7136.999,252,12,1,19,5428.063159244892,5569.999078358674,1260.0,247.0,60.0,0,0.20968400000128895
121,L1000_C2,12,12,12,11030.129,357,12,1,31,9199.736479823952,8837.128565558864,1785.0,348.0,60.0,0,0.23514420000719838
122,L1100_C2,13,13,13,7874.937,260,13,1,19,5479.759949275776,6256.937179038888,1300.0,253.0,65.0,0,0.24131439998745918
122,L1000_C2,13,13,13,11795.126,379,13,1,31,9244.182850654226,9472.12649171131,1895.0,363.0,65.0,0,0.5233854999823961
123,L1100_C2,15,15,15,7587.194,225,15,1,19,5183.0,6172.193967169391,1125.0,215.0,75.0,0,0.4213791000074707
123,L1000_C2,15,15,15,11152.097,287,15,1,31,8694.560423726694,9361.097105353365,1435.0,281.0,75.0,0,0.44575199999962933
124,L1100_C2,16,16,16,7050.82,230,16,1,19,4632.946318267661,5601.820118412562,1150.0,219.0,80.0,0,0.46669929998461157
124,L1000_C2,16,16,16,8094.645,227,16,1,31,5089.014969512876,6683.644710410208,1135.0,196.0,80.0,0,0.5803988999978174
125,L1100_C2,10,10,10,7518.026,270,10,1,19,5471.269325335076,5862.025502443396,1350.0,256.0,50.0,0,0.38701740000396967
125,L1000_C2,10,10,10,11579.613,410,10,1,31,9485.264761325549,9074.61296265685,2050.0,405.0,50.0,0,0.20067170000402257
126,L1100_C2,10,10,10,7956.642,353,10,1,19,5860.561615792841,5799.642074495045,1765.0,342.0,50.0,0,0.24487239998416044
126,L1000_C2,10,10,10,11727.357,456,10,1,31,9758.046816748854,8945.357234898784,2280.0,452.0,50.0,0,0.2311684000014793
127,L1100_C2,11,11,11,8187.986,307,11,1,19,5533.642553016522,6306.985840494456,1535.0,291.0,55.0,0,0.5050697000115179
127,L1000_C2,11,11,11,11488.005,404,11,1,31,9336.847291213766,9030.005410034475,2020.0,383.0,55.0,0,0.3647820000187494
128,L1100_C2,16,16,16,6804.658,286,16,1,19,2587.0,5017.6579654895995,1430.0,277.0,80.0,0,0.7358821000088938
128,L1000_C2,16,16,16,5790.269,293,16,1,31,2526.1749191508957,3956.2690839501265,1465.0,289.0,80.0,0,0.755847000022186
129,L1100_C2,15,15,15,7649.866,267,15,1,19,5386.076876284431,5983.865611614225,1335.0,256.0,75.0,0,0.42886970000108704
129,L1000_C2,15,15,15,11279.301,300,15,1,31,8784.985845952573,9416.300692927174,1500.0,288.0,75.0,0,0.533658700005617
130,L1100_C2,13,13,13,7816.256,233,13,1,19,5219.0,6365.255688687961,1165.0,221.0,65.0,0,0.60077089999686
130,L1000_C2,13,13,13,11765.621,323,13,1,31,8938.681196280098,9777.620521302482,1615.0,308.0,65.0,0,0.45470199998817407
131,L1100_C2,13,13,13,7491.229,237,13,1,19,5267.0,6014.229202696794,1185.0,227.0,65.0,0,0.3838840000098571
131,L1000_C2,13,13,13,11364.82,335,13,1,31,8954.620152463996,9306.820385780225,1675.0,318.0,65.0,0,0.47713449998991564
132,L1100_C2,16,16,16,7914.924,215,16,1,19,3764.2973774517945,6560.924085368854,1075.0,199.0,80.0,0,0.5177954999962822
132,L1000_C2,16,16,16,7060.496,210,16,1,31,3958.997101792068,5737.49585636104,1050.0,193.0,80.0,0,0.3577098000096157
133,L1100_C2,15,15,15,8387.257,286,15,1,19,5301.712200360177,6623.257288832648,1430.0,259.0,75.0,0,0.5258728000044357
133,L1000_C2,15,15,15,11167.647,310,15,1,31,8824.478503392545,9244.646712738895,1550.0,298.0,75.0,0,0.4477613999915775
134,L1100_C2,16,16,16,8136.649,305,16,1,19,4421.0,6236.648902189417,1525.0,295.0,80.0,0,0.6790994000039063
134,L1000_C2,16,16,16,7976.593,290,16,1,31,4652.915798374633,6161.5930068839625,1450.0,285.0,80.0,0,0.38135280000278726
135,L1100_C2,10,10,10,7414.968,285,10,1,19,5585.0,5659.967640226334,1425.0,280.0,50.0,0,0.29547710000770167
135,L1000_C2,10,10,10,10919.181,393,10,1,31,9404.609477090333,8513.180660217335,1965.0,391.0,50.0,0,0.16266299999551848
136,L1100_C2,13,13,13,7512.257,275,13,1,19,5465.0,5804.257307162996,1375.0,268.0,65.0,0,0.21488479999243282
136,L1000_C2,13,13,13,11288.411,330,13,1,31,8980.327643803555,9247.411134673152,1650.0,326.0,65.0,0,0.34196890000021085
137,L1100_C2,12,12,12,7712.048,313,12,1,19,5609.0,5784.048285769576,1565.0,303.0,60.0,0,0.18613590000313707
137,L1000_C2,12,12,12,11675.582,424,12,1,31,9543.88967670122,9085.582221569148,2120.0,410.0,60.0,0,0.25452499999664724
138,L1100_C2,16,16,16,5391.706,211,16,1,19,1955.0,4052.705887913603,1055.0,204.0,80.0,0,0.47494230000302196
138,L1000_C2,16,16,16,5481.327,222,16,1,31,1835.0,4076.327173152175,1110.0,215.0,80.0,0,0.4641490000067279
139,L1100_C2,15,15,15,7794.949,223,15,1,19,5092.32345940737,6404.94912571089,1115.0,200.0,75.0,0,0.5579200999927707
139,L1000_C2,15,15,15,11095.381,269,15,1,31,8544.560423726694,9417.381028699718,1345.0,258.0,75.0,0,0.3916349000064656
140,L1100_C2,16,16,16,7384.492,253,16,1,19,4183.0,5804.491843220823,1265.0,235.0,80.0,0,0.4998362000042107
140,L1000_C2,16,16,16,6777.23,223,16,1,31,4393.0,5369.230377303967,1115.0,213.0,80.0,0,0.38244830002076924
141,L1100_C2,10,10,10,7475.21,283,10,1,19,5621.0,5728.209612285048,1415.0,282.0,50.0,0,0.09710879999329336
141,L1000_C2,10,10,10,11506.628,426,10,1,31,9408.370114411562,8912.627755074762,2130.0,414.0,50.0,0,0.29936699999962
142,L1100_C2,13,13,13,8900.058,335,13,1,19,5491.004297174264,6847.057968582726,1675.0,313.0,65.0,0,0.5139135000063106
142,L1000_C2,13,13,13,11220.63,361,13,1,31,9195.172255022686,8992.629939340839,1805.0,358.0,65.0,0,0.14158389999647625
143,L1100_C2,14,14,14,8861.8,298,14,1,19,5387.549070838259,7027.800151687247,1490.0,274.0,70.0,0,0.42101150000235066
143,L1000_C2,14,14,14,11053.06,328,14,1,31,9039.266161399695,9018.059619390278,1640.0,325.0,70.0,0,0.20692580001195893
144,L1100_C2,14,14,14,8167.672,294,14,1,19,5530.5399290591395,6350.671657950238,1470.0,277.0,70.0,0,0.25595820002490655
144,L1000_C2,14,14,14,11174.249,375,14,1,31,8880.48287407167,8865.249439296802,1875.0,364.0,70.0,0,0.3183573999849614
145,L1100_C2,10,10,10,7385.817,279,10,1,19,5512.013368834708,5670.8165081781,1395.0,270.0,50.0,0,0.18634539999766275
145,L1000_C2,10,10,10,11619.431,394,10,1,31,9332.11598957296,9216.430903221908,1970.0,383.0,50.0,0,0.3695202000089921
146,L1100_C2,10,10,10,7848.663,304,10,1,19,5579.0,5995.663208437187,1520.0,283.0,50.0,0,0.19335500002489425
146,L1000_C2,10,10,10,11725.345,419,10,1,31,9522.62196787429,9180.345469327987,2095.0,400.0,50.0,0,0.33930610000970773
147,L1100_C2,16,16,16,7246.101,320,16,1,19,3640.2827589433396,5251.101210212336,1600.0,315.0,80.0,0,0.4961221999838017
147,L1000_C2,16,16,16,6989.176,231,16,1,31,4877.0,5530.175501166723,1155.0,224.0,80.0,0,0.2689345999970101
148,L1100_C2,14,14,14,7352.941,236,14,1,19,5332.630326152848,5873.940599715125,1180.0,229.0,70.0,0,0.2234656999935396
148,L1000_C2,14,14,14,11081.666,331,14,1,31,8970.560423726694,9030.665643988545,1655.0,326.0,70.0,0,0.24674300002516247
149,L1100_C2,12,12,12,8181.408,323,12,1,19,5555.0,6190.40815333311,1615.0,316.0,60.0,0,0.18646239998633973
149,L1000_C2,12,12,12,11689.438,418,12,1,31,9414.088446773372,9130.43846586072,2090.0,409.0,60.0,0,0.33388160000322387
150,L1100_C2,10,10,10,7440.309,289,10,1,19,5519.0,5664.309265072831,1445.0,281.0,50.0,0,0.2858874000085052
150,L1000_C2,10,10,10,11100.851,379,10,1,31,9282.560423726694,8779.851129043891,1895.0,376.0,50.0,0,0.19189519999781623
151,L1100_C2,14,14,14,7555.579,240,14,1,19,5117.0,6058.579077818326,1200.0,227.0,70.0,0,0.3214758000103757
151,L1000_C2,14,14,14,11351.637,286,14,1,31,8665.95338978879,9576.63705778992,1430.0,275.0,70.0,0,0.35707180001190864
152,L1100_C2,13,13,13,8113.624,286,13,1,19,5369.0,6357.624485363803,1430.0,261.0,65.0,0,0.41056899999966845
152,L1000_C2,13,13,13,11057.333,338,13,1,31,9067.459055554455,8967.332637438061,1690.0,335.0,65.0,0,0.13105579998227768
153,L1100_C2,14,14,14,7745.378,251,14,1,19,5333.0,6182.3777389406505,1255.0,238.0,70.0,0,0.4057343000022229
153,L1000_C2,14,14,14,11245.781,332,14,1,31,9029.44434691854,9189.781219720255,1660.0,326.0,70.0,0,0.2847741000005044
154,L1100_C2,11,11,11,8587.102,330,11,1,19,5537.0,6588.102328614366,1650.0,294.0,55.0,0,0.5637382999993861
154,L1000_C2,11,11,11,11955.094,374,11,1,31,9168.560423726694,9672.09413037963,1870.0,358.0,55.0,0,0.3138293999945745
155,L1100_C2,12,12,12,8027.569,289,12,1,19,5417.0,6253.569494015349,1445.0,269.0,60.0,0,0.4275302999885753
155,L1000_C2,12,12,12,11350.465,325,12,1,31,8957.512983761675,9349.465444550096,1625.0,316.0,60.0,0,0.23348510000505485
156,L1100_C2,16,16,16,5208.647,208,16,1,19,1675.0,3895.647414286913,1040.0,193.0,80.0,0,0.3632849999994505
156,L1000_C2,16,16,16,6820.013,187,16,1,31,3227.0,5643.0126269355715,935.0,162.0,80.0,0,0.47692299998016097
157,L1100_C2,10,10,10,7645.458,307,10,1,19,5555.0,5771.458222859344,1535.0,289.0,50.0,0,0.29843999998411164
157,L1000_C2,10,10,10,11275.903,397,10,1,31,9365.64071555688,8853.903010619475,1985.0,387.0,50.0,0,0.31615790000068955
158,L1100_C2,13,13,13,7634.134,245,13,1,19,5392.190687232133,6110.133602996501,1225.0,234.0,65.0,0,0.2832602999988012
158,L1000_C2,13,13,13,10974.463,323,13,1,31,8926.349665295567,8978.462939776693,1615.0,316.0,65.0,0,0.30300329998135567
159,L1100_C2,12,12,12,7454.447,271,12,1,19,5489.0,5775.447147865314,1355.0,264.0,60.0,0,0.2696828000189271
159,L1000_C2,12,12,12,11217.696,379,12,1,31,9305.669138381196,8886.69649306112,1895.0,376.0,60.0,0,0.205663500004448
160,L1100_C2,15,15,15,7655.281,222,15,1,19,5165.0,6256.281217578689,1110.0,214.0,75.0,0,0.33365149999735877
160,L1000_C2,15,15,15,10955.481,278,15,1,31,8693.600282953872,9214.481421118699,1390.0,276.0,75.0,0,0.1514630000165198
161,L1100_C2,15,15,15,7541.41,236,15,1,19,5288.327510303638,6056.409918965581,1180.0,230.0,75.0,0,0.28636749999714084
161,L1000_C2,15,15,15,11138.717,307,15,1,31,8823.44810754827,9228.716965070258,1535.0,300.0,75.0,0,0.2965272000001278
162,L1100_C2,16,16,16,7294.916,363,16,1,19,1997.0,5047.916296435692,1815.0,352.0,80.0,0,0.4703805999888573
162,L1000_C2,16,16,16,8431.698,408,16,1,31,1871.0,5932.698453081238,2040.0,379.0,80.0,0,0.6844550000096206
163,L1100_C2,15,15,15,7471.341,216,15,1,19,5141.0,6106.340729185605,1080.0,210.0,75.0,0,0.34699109999928623
163,L1000_C2,15,15,15,11186.662,286,15,1,31,8693.098607510987,9404.662330001516,1430.0,277.0,75.0,0,0.3390094000205863
164,L1100_C2,14,14,14,8226.293,272,14,1,19,5393.0,6544.292665237393,1360.0,252.0,70.0,0,0.5557889000046998
164,L1000_C2,14,14,14,11569.102,345,14,1,31,9079.365246084919,9444.1018383236,1725.0,330.0,70.0,0,0.3806668999895919
165,L1100_C2,14,14,14,7500.219,252,14,1,19,5381.0,5919.219260411052,1260.0,251.0,70.0,0,0.30166329999337904
165,L1000_C2,14,14,14,11090.254,329,14,1,31,8945.679263821019,9056.25423080806,1645.0,319.0,70.0,0,0.34950119999120943
166,L1100_C2,14,14,14,7761.999,237,14,1,19,5195.0,6289.9989838796755,1185.0,217.0,70.0,0,0.5024170000106096
166,L1000_C2,14,14,14,11314.703,315,14,1,31,8787.294461382082,9374.70343393576,1575.0,295.0,70.0,0,0.5211810000182595
167,L1100_C2,13,13,13,8849.9,342,13,1,19,5603.522095884563,6751.899935726921,1710.0,323.0,65.0,0,0.4773406999884173
167,L1000_C2,13,13,13,11872.0,386,13,1,31,9352.682890888582,9501.000139913094,1930.0,376.0,65.0,0,0.32873450001352467
168,L1100_C2,16,16,16,7536.779,211,16,1,19,4831.0,6205.779458195995,1055.0,196.0,80.0,0,0.4698207000037655
168,L1000_C2,16,16,16,9284.558,243,16,1,31,5417.0,7767.557681864988,1215.0,222.0,80.0,0,0.5330568000208586
169,L1100_C2,12,12,12,7752.762,272,12,1,19,5393.0,6082.761720326547,1360.0,250.0,60.0,0,0.4382690000056755
169,L1000_C2,12,12,12,11514.66,345,12,1,31,9070.391506365375,9398.660295287957,1725.0,331.0,60.0,0,0.24010669998824596
170,L1100_C2,11,11,11,7706.054,308,11,1,19,5670.316405924248,5818.053582428091,1540.0,293.0,55.0,0,0.2782473999832291
170,L1000_C2,11,11,11,11339.466,403,11,1,31,9418.618743818375,8873.466223119882,2015.0,396.0,55.0,0,0.21567499998491257
171,L1100_C2,12,12,12,8016.228,296,12,1,19,5399.0,6197.228420238002,1480.0,279.0,60.0,0,0.36697479998110794
171,L1000_C2,12,12,12,11294.735,370,12,1,31,9174.560423726694,9023.734612602057,1850.0,361.0,60.0,0,0.3076924000051804
172,L1100_C2,12,12,12,8031.664,287,12,1,19,5543.0,6261.664034090086,1435.0,275.0,60.0,0,0.2799626000050921
172,L1000_C2,12,12,12,12366.196,389,12,1,31,9351.850098773744,9978.195519902823,1945.0,383.0,60.0,0,0.10574180001276545
173,L1100_C2,13,13,13,8365.055,250,13,1,19,5315.0,6809.055058280602,1250.0,241.0,65.0,0,0.21059729999979027
173,L1000_C2,13,13,13,11569.473,340,13,1,31,8958.560423726694,9479.473422980465,1700.0,325.0,65.0,0,0.42646590000367723
174,L1100_C2,13,13,13,8108.714,285,13,1,19,5555.0,6339.714267231714,1425.0,279.0,65.0,0,0.3063026999880094
174,L1000_C2,13,13,13,11205.351,352,13,1,31,9130.110279920968,9033.350785777537,1760.0,347.0,65.0,0,0.2057390999980271
175,L1100_C2,12,12,12,8312.207,306,12,1,19,5602.575352738482,6434.207318336421,1530.0,288.0,60.0,0,0.452064099983545
175,L1000_C2,12,12,12,11427.368,371,12,1,31,9247.103603771217,9153.368430966802,1855.0,359.0,60.0,0,0.38344940001843497
176,L1100_C2,11,11,11,7644.654,289,11,1,19,5603.0,5860.654225823711,1445.0,284.0,55.0,0,0.19043810002040118
176,L1000_C2,11,11,11,11250.868,385,11,1,31,9357.85152886224,8889.868439830982,1925.0,381.0,55.0,0,0.1464276000042446
177,L1100_C2,15,15,15,8134.378,240,15,1,19,5219.0,6636.3779553542,1200.0,223.0,75.0,0,0.5624170000082813
177,L1000_C2,15,15,15,11508.26,311,15,1,31,8809.495296203375,9588.260202248464,1555.0,290.0,75.0,0,0.551403699995717
178,L1100_C2,15,15,15,9519.793,364,15,1,19,5297.0,7280.792901580752,1820.0,344.0,75.0,0,0.5242036999843549
178,L1000_C2,15,15,15,11537.319,342,15,1,31,8904.560423726694,9430.318582209007,1710.0,322.0,75.0,0,0.3467596000118647
179,L1100_C2,16,16,16,7790.395,211,16,1,19,4596.6851042057615,6464.395310610178,1055.0,191.0,80.0,0,0.4761307000007946
179,L1000_C2,16,16,16,8392.565,245,16,1,31,5233.8895216776655,6872.564796945103,1225.0,215.0,80.0,0,0.4327581000106875
180,L1100_C2,13,13,13,7378.724,248,13,1,19,5378.777581331049,5831.723666929032,1240.0,242.0,65.0,0,0.2628160000022035
180,L1000_C2,13,13,13,11489.922,351,13,1,31,8980.345363198978,9345.922136917943,1755.0,324.0,65.0,0,0.4869755000108853
181,L1100_C2,15,15,15,7461.154,230,15,1,19,5231.573634820396,6015.154362402794,1150.0,221.0,75.0,0,0.3420711000217125
181,L1000_C2,15,15,15,11096.054,301,15,1,31,8771.92023771135,9226.053662165208,1505.0,290.0,75.0,0,0.29195429998799227
182,L1100_C2,11,11,11,7486.109,290,11,1,19,5537.0,5706.109426065219,1450.0,275.0,55.0,0,0.35734539999975823
182,L1000_C2,11,11,11,11231.753,399,11,1,31,9366.560423726694,8791.752986590165,1995.0,390.0,55.0,0,0.2443640000128653
183,L1100_C2,16,16,16,5218.058,201,16,1,19,2247.005120052636,3946.058272744663,1005.0,187.0,80.0,0,0.40410679997876287
183,L1000_C2,16,16,16,5328.487,168,16,1,31,2797.6041155617927,4261.487088620788,840.0,147.0,80.0,0,0.3037913999869488
184,L1100_C2,16,16,16,8079.205,282,16,1,19,4585.998214436695,6330.205034869697,1410.0,259.0,80.0,0,0.449631399998907
184,L1000_C2,16,16,16,8158.594,282,16,1,31,5280.775620666477,6416.593576684346,1410.0,252.0,80.0,0,0.3713677999912761
185,L1100_C2,12,12,12,7582.955,288,12,1,19,5466.371789926159,5803.954638300915,1440.0,279.0,60.0,0,0.2552840000134893
185,L1000_C2,12,12,12,10945.796,338,12,1,31,9040.900693773505,8861.795846668174,1690.0,334.0,60.0,0,0.2541823000065051
186,L1100_C2,12,12,12,7060.308,234,12,1,19,5429.969147069692,5598.307996038183,1170.0,232.0,60.0,0,0.11578439999721013
186,L1000_C2,12,12,12,11072.009,344,12,1,31,9099.774836314411,8956.008630113558,1720.0,336.0,60.0,0,0.21493810001993552
187,L1100_C2,10,10,10,7630.493,269,10,1,19,5471.0,5976.492527199596,1345.0,259.0,50.0,0,0.26912489999085665
187,L1000_C2,10,10,10,11342.758,387,10,1,31,9352.253650550349,8976.75807575624,1935.0,381.0,50.0,0,0.17590109998127446
188,L1100_C2,15,15,15,7531.176,233,15,1,19,5189.0,6065.176471362138,1165.0,226.0,75.0,0,0.3077038000046741
188,L1000_C2,15,15,15,10943.921,273,15,1,31,8666.840800850527,9235.92089402029,1365.0,268.0,75.0,0,0.23842530002002604
189,L1100_C2,15,15,15,7803.148,254,15,1,19,5309.688409415522,6219.148059309365,1270.0,239.0,75.0,0,0.25689660001080483
189,L1000_C2,15,15,15,11205.712,324,15,1,31,8916.560423726694,9193.71199567966,1620.0,317.0,75.0,0,0.24607610001112334
190,L1100_C2,14,14,14,8112.57,280,14,1,19,5387.0,6373.570056412696,1400.0,269.0,70.0,0,0.3154242000018712
190,L1000_C2,14,14,14,11338.291,339,14,1,31,9009.866676373482,9240.290657838788,1695.0,333.0,70.0,0,0.32357589999446645
191,L1100_C2,15,15,15,8039.071,273,15,1,19,5213.0,6349.070652127792,1365.0,250.0,75.0,0,0.36173189998953603
191,L1000_C2,15,15,15,10771.68,280,15,1,31,8664.152102982673,9022.679976358488,1400.0,274.0,75.0,0,0.24531650001881644
192,L1100_C2,10,10,10,7328.363,279,10,1,19,5610.840969125748,5607.362848396975,1395.0,276.0,50.0,0,0.18784359999699518
192,L1000_C2,10,10,10,11039.141,402,10,1,31,9450.993963295443,8586.140681572062,2010.0,393.0,50.0,0,0.16745870001614094
193,L1100_C2,16,16,16,7008.446,262,16,1,19,4116.068892154063,5365.44555144226,1310.0,253.0,80.0,0,0.418711499980418
193,L1000_C2,16,16,16,6955.211,218,16,1,31,4261.0,5591.21057242696,1090.0,194.0,80.0,0,0.3531879999791272
194,L1100_C2,14,14,14,8258.317,263,14,1,19,5375.535461164472,6637.316959240991,1315.0,236.0,70.0,0,0.5650705000152811
194,L1000_C2,14,14,14,11134.008,335,14,1,31,8994.560423726694,9058.008033680491,1675.0,331.0,70.0,0,0.3137581000046339
195,L1100_C2,15,15,15,7938.825,265,15,1,19,5394.045605460739,6293.825129304648,1325.0,245.0,75.0,0,0.48894119999022223
195,L1000_C2,15,15,15,11430.99,357,15,1,31,9055.449466405908,9230.989632326418,1785.0,340.0,75.0,0,0.3856750999984797
196,L1100_C2,15,15,15,7443.048,214,15,1,19,5149.982808725646,6091.04791341561,1070.0,207.0,75.0,0,0.335304600012023
196,L1000_C2,15,15,15,11366.214,302,15,1,31,8760.560423726694,9490.214107851334,1510.0,291.0,75.0,0,0.38689009999507107
197,L1100_C2,15,15,15,7811.992,228,15,1,19,5123.0,6389.991857851637,1140.0,207.0,75.0,0,0.6516429999901447
197,L1000_C2,15,15,15,11213.948,302,15,1,31,8724.560423726694,9340.9478971854,1510.0,288.0,75.0,0,0.4624054000014439
198,L1100_C2,14,14,14,8541.668,322,14,1,19,5532.3662896856595,6549.668250647942,1610.0,312.0,70.0,0,0.3787458000006154
198,L1000_C2,14,14,14,11709.62,365,14,1,31,9089.644560331812,9473.61961714688,1825.0,341.0,70.0,0,0.4653004000138026
199,L1100_C2,15,15,15,8269.849,333,15,1,19,5512.108887385142,6216.848642027823,1665.0,313.0,75.0,0,0.49495339998975396
199,L1000_C2,15,15,15,12327.024,397,15,1,31,9269.112631024429,9891.023707277334,1985.0,376.0,75.0,0,0.3637010000238661
200,L1100_C2,15,15,15,7661.996,235,15,1,19,5297.050673212798,6182.996350254928,1175.0,229.0,75.0,0,0.23504130000947043
200,L1000_C2,15,15,15,10992.72,289,15,1,31,8772.988482339731,9187.720055955408,1445.0,285.0,75.0,0,0.20915619999868795
201,L1100_C2,13,13,13,8284.444,276,13,1,19,5345.0,6583.443606503433,1380.0,256.0,65.0,0,0.36309860000619665
201,L1000_C2,13,13,13,11917.085,364,13,1,31,9026.462506023054,9698.085123836678,1820.0,334.0,65.0,0,0.4830460000084713
202,L1100_C2,15,15,15,9310.507,348,15,1,19,5351.0,7158.507350843731,1740.0,337.0,75.0,0,0.5200909999839496
202,L1000_C2,15,15,15,11177.208,323,15,1,31,8924.993851179348,9174.207607063336,1615.0,313.0,75.0,0,0.3322661000129301
