seed,case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,movement_time_s,active_measurements,no_signal_actions,failed_clear_actions,decision_wall_time_s
2026,96,C_region_q2,11,11,11,3803.489,130,11,1,2970.488701,6,93,0,0.521729
2026,97,A_current_ls_dopt,13,13,13,4000.862,135,17,1,3115.862283,3,109,4,0.009767
2026,97,B_region_dopt,13,13,13,4397.781,150,13,1,3436.780819,16,109,0,0.308967
2026,97,C_region_q2,13,13,13,4633.712,148,13,1,3682.711556,14,109,0,1.414477
2026,98,A_current_ls_dopt,15,15,15,4179.347,128,15,1,3337.346651,4,93,0,0.024852
2026,98,B_region_dopt,15,15,15,4425.164,143,15,1,3498.163505,18,93,0,0.377501
2026,98,C_region_q2,15,15,15,4531.842,140,15,1,3619.84229,15,93,0,1.521587
2026,99,A_current_ls_dopt,16,16,16,4802.911,121,26,1,3970.910716,10,82,10,0.035941
2026,99,B_region_dopt,16,16,16,5065.308,134,16,1,4189.307967,22,82,0,0.320778
2026,99,C_region_q2,16,16,16,5082.238,130,16,1,4226.238113,18,82,0,1.402411
2026,100,A_current_ls_dopt,13,13,13,4114.742,125,13,1,3301.741509,3,94,0,0.012266
2026,100,B_region_dopt,13,13,13,4553.924,138,13,1,3664.923563,14,94,0,0.261397
2026,100,C_region_q2,13,13,13,4588.905,137,13,1,3704.905337,13,94,0,1.369502
